,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
227,Petr Badlo,FK Aktobe,Right-Back,5,"May 24, 1976 (36)",,"1,78m",right,€25k,2013
228,Yuriy Logvinenko,FK Aktobe,Defensive Midfield,23,"Jul 22, 1988 (24)",,"1,87m",left,€300k,2013
229,Valeriy Korobkin,FK Aktobe,Defensive Midfield,21,"Jul 2, 1984 (28)",,"1,85m",right,€250k,2013
230,Andrey Kharabara,FK Aktobe,Defensive Midfield,4,"Sep 1, 1985 (27)",,"1,71m",right,€200k,2013
231,Timur Kapadze,FK Aktobe,Central Midfield,80,"Sep 5, 1981 (31)",,"1,85m",right,€500k,2013
232,Serghei Covalciuc,FK Aktobe,Central Midfield,-,"Jan 20, 1982 (30)",,"1,82m",left,€400k,2013
233,Aleksandr Wolf,FK Aktobe,Central Midfield,-,"Mar 16, 1993 (19)",,"1,86m",,-,2013
234,Askhat Tagybergen,FK Aktobe,Central Midfield,17,"Aug 9, 1990 (22)",,"1,79m",right,-,2013
235,Evgeniy Levin,FK Aktobe,Central Midfield,20,"Jul 12, 1992 (20)",,"1,74m",right,-,2013
236,Evgeniy Dyadenko,FK Aktobe,Right Midfield,13,"Oct 23, 1992 (20)",,"1,76m",right,-,2013
237,Marcos Pizzelli,FK Aktobe,Attacking Midfield,9,"Oct 3, 1984 (28)",,"1,75m",left,€1.50m,2013
238,Marat Khayrullin,FK Aktobe,Attacking Midfield,10,"Apr 26, 1984 (28)",,"1,76m",right,€150k,2013
239,Aslanbek Kakimov,FK Aktobe,Left Winger,47,"Oct 2, 1993 (19)",,"1,77m",right,-,2013
240,Didar Zhalmukan,FK Aktobe,Left Winger,73,"May 22, 1996 (16)",,"1,73m",right,-,2013
241,Pavel Shabalin,FK Aktobe,Right Winger,18,"Oct 23, 1988 (24)",,"1,72m",right,€150k,2013
242,Danilo Neco,FK Aktobe,Second Striker,11,"Jan 27, 1986 (26)",,"1,75m",right,€250k,2013
243,Sergey Davydov,FK Aktobe,Centre-Forward,-,"Jul 22, 1985 (27)",,"1,88m",both,€3.50m,2013
244,Oleksiy Antonov,FK Aktobe,Centre-Forward,86,"May 8, 1986 (26)",,"1,79m",both,€1.00m,2013
245,Aleksandr Geynrikh,FK Aktobe,Centre-Forward,50,"Oct 6, 1984 (28)",,"1,83m",right,€800k,2013
246,Igor Zenkovich,FK Aktobe,Centre-Forward,78,"Sep 17, 1987 (25)",,"1,85m",right,€300k,2013
247,Sergey Gridin,FK Aktobe,Centre-Forward,-,"May 20, 1987 (25)",,"1,95m",right,€100k,2013
248,Sergey Lisenkov,FK Aktobe,Centre-Forward,19,"Jun 17, 1991 (21)",,"1,92m",right,€100k,2013
249,Abat Aymbetov,FK Aktobe,Centre-Forward,95,"Aug 7, 1995 (17)",,"1,84m",right,-,2013
250,Nemanja Dzodzo,Irtysh Pavlodar,Goalkeeper,1,"Dec 12, 1986 (26)",,"1,99m",both,€200k,2013
251,Vyacheslav Kotlyar,Irtysh Pavlodar,Goalkeeper,33,"Mar 3, 1982 (30)",,"1,85m",right,€200k,2013
252,Nikita Kalmykov,Irtysh Pavlodar,Goalkeeper,21,"Aug 24, 1989 (23)",,"1,87m",right,€50k,2013
253,Konstantin Patsan,Irtysh Pavlodar,Goalkeeper,-,"Aug 11, 1994 (18)",,"1,78m",right,-,2013
254,Miodrag Dzudovic,Irtysh Pavlodar,Centre-Back,4,"Sep 6, 1979 (33)",,"1,97m",right,€700k,2013
255,Mamoutou Coulibaly,Irtysh Pavlodar,Centre-Back,-,"Feb 23, 1984 (28)",,"1,83m",right,€350k,2013
256,Stepan Kucera,Irtysh Pavlodar,Centre-Back,-,"Jun 11, 1984 (28)",,"1,91m",left,€350k,2013
257,Simeon Bulgaru,Irtysh Pavlodar,Centre-Back,-,"May 26, 1985 (27)",,"1,86m",right,€350k,2013
258,Jakub Chleboun,Irtysh Pavlodar,Centre-Back,15,"Mar 24, 1985 (27)",,"1,95m",right,€350k,2013
259,Igor Chuchman,Irtysh Pavlodar,Centre-Back,25,"Feb 15, 1985 (27)",,"1,90m",right,€300k,2013
260,Vladislav Chernyshov,Irtysh Pavlodar,Centre-Back,3,"Mar 16, 1981 (31)",,"1,86m",right,€125k,2013
261,Orlin Starokin,Irtysh Pavlodar,Left-Back,-,"Jan 8, 1987 (25)",,"1,80m",left,€500k,2013
262,Dmitriy Shomko,Irtysh Pavlodar,Left-Back,-,"Mar 19, 1990 (22)",,"1,85m",left,€200k,2013
263,Gafurzhan Suyumbaev,Irtysh Pavlodar,Left-Back,-,"Aug 19, 1990 (22)",,"1,75m",left,-,2013
264,Grigoriy Sartakov,Irtysh Pavlodar,Left-Back,-,"Aug 19, 1994 (18)",,"1,85m",left,-,2013
265,Anton Chichulin,Irtysh Pavlodar,Right-Back,6,"Oct 27, 1984 (28)",,"1,82m",right,€125k,2013
266,Zakhar Korobov,Irtysh Pavlodar,Right-Back,23,"May 18, 1988 (24)",,"1,77m",right,€100k,2013
267,Timur Khalmuratov,Irtysh Pavlodar,Right-Back,-,"Apr 29, 1986 (26)",,"1,85m",right,-,2013
268,Bagdat Urazaliyev,Irtysh Pavlodar,Right-Back,-,"Jan 11, 1996 (16)",,"1,71m",right,-,2013
269,Bakdaulet Kozhabaev,Irtysh Pavlodar,Right-Back,2,"Jun 19, 1992 (20)",,"1,82m",right,-,2013
270,Almir Mukhutdinov,Irtysh Pavlodar,Defensive Midfield,-,"Jun 9, 1985 (27)",,"1,79m",right,€250k,2013
271,Predrag Govedarica,Irtysh Pavlodar,Defensive Midfield,5,"Oct 21, 1984 (28)",,"1,89m",right,€250k,2013
272,Aleksandr Kulchiy,Irtysh Pavlodar,Defensive Midfield,-,"Nov 1, 1973 (39)",,"1,81m",left,€50k,2013
273,Igor Nazarov,Irtysh Pavlodar,Midfielder,-,"Aug 30, 1994 (18)",,"1,77m",,-,2013
274,Rinar Valeev,Irtysh Pavlodar,Central Midfield,24,"Aug 22, 1987 (25)",,"1,73m",left,€800k,2013
275,Sergey Ivanov,Irtysh Pavlodar,Central Midfield,11,"May 30, 1980 (32)",,"1,78m",right,€250k,2013
276,Aleksandr Andreev,Irtysh Pavlodar,Central Midfield,-,"Sep 9, 1986 (26)",,"1,79m",right,€200k,2013
277,Alibek Ayaganov,Irtysh Pavlodar,Central Midfield,13,"Jan 13, 1992 (20)",,"1,78m",right,€50k,2013
278,Evgeniy Averchenko,Irtysh Pavlodar,Right Midfield,8,"Apr 6, 1982 (30)",,"1,72m",right,€50k,2013
279,Abylaikhan Totay,Irtysh Pavlodar,Right Midfield,20,"Feb 16, 1992 (20)",,"1,75m",right,-,2013
280,Igor Burzanovic,Irtysh Pavlodar,Attacking Midfield,98,"Aug 25, 1985 (27)",,"1,83m",both,€800k,2013
281,Igor Yurin,Irtysh Pavlodar,Attacking Midfield,14,"Jul 3, 1982 (30)",,"1,71m",right,€300k,2013
282,Vladimir Vomenko,Irtysh Pavlodar,Left Winger,-,"May 22, 1995 (17)",,"1,78m",right,-,2013
283,Pavel Shabalin,Irtysh Pavlodar,Right Winger,-,"Oct 23, 1988 (24)",,"1,72m",right,€150k,2013
284,Arslanmurad Amanov,Irtysh Pavlodar,Right Winger,7,"Mar 28, 1990 (22)",,"1,78m",right,€75k,2013
285,Elvin Allayarov,Irtysh Pavlodar,Right Winger,-,"Feb 21, 1993 (19)",,-,,-,2013
286,Altynbek Dauletkhanov,Irtysh Pavlodar,Right Winger,70,"May 18, 1993 (19)",,"1,70m",right,-,2013
287,Kamoliddin Murzoev,Irtysh Pavlodar,Centre-Forward,-,"Feb 17, 1987 (25)",,"1,80m",right,€250k,2013
288,Sergey Strukov,Irtysh Pavlodar,Centre-Forward,-,"Sep 17, 1982 (30)",,"1,92m",right,€150k,2013
289,Kostyantyn Dudchenko,Irtysh Pavlodar,Centre-Forward,30,"Jul 8, 1986 (26)",,"1,95m",right,€150k,2013
290,Ulugbek Bakaev,Irtysh Pavlodar,Centre-Forward,10,"Nov 28, 1978 (34)",,"1,83m",right,€100k,2013
291,Timur Bayzhanov,Irtysh Pavlodar,Centre-Forward,90,"Mar 30, 1990 (22)",,"1,85m",right,€50k,2013
292,Vitaliy Goloveshkin,Irtysh Pavlodar,Centre-Forward,-,"Nov 10, 1989 (23)",,"1,79m",right,€25k,2013
293,Gleb Maltsev,Irtysh Pavlodar,Centre-Forward,-,"Mar 7, 1988 (24)",,"1,87m",right,-,2013
294,Kuanysh Begalin,Irtysh Pavlodar,Centre-Forward,9,"Sep 5, 1992 (20)",,"1,80m",right,-,2013
295,Nurbolat Kalmenov,FK Atyrau,Goalkeeper,90,"Sep 15, 1990 (22)",,"1,88m",right,€25k,2013
296,Andrey Shabanov,FK Atyrau,Goalkeeper,1,"Nov 17, 1986 (26)",,"1,84m",right,-,2013
297,Anton Tsirin,FK Atyrau,Goalkeeper,30,"Aug 10, 1987 (25)",,"1,98m",right,-,2013
298,Michael Odibe,FK Atyrau,Centre-Back,20,"Jun 23, 1988 (24)",,"1,89m",right,€1.50m,2013
299,Pavel Plaskonnyi,FK Atyrau,Centre-Back,3,"Jan 29, 1985 (27)",,"1,85m",right,€600k,2013
300,Renat Abdulin,FK Atyrau,Centre-Back,23,"Apr 14, 1982 (30)",,"1,85m",right,€100k,2013
301,Dauren Mazhitov,FK Atyrau,Centre-Back,-,"Mar 3, 1996 (16)",,"1,83m",right,-,2013
302,Kirill Pasichnik,FK Atyrau,Centre-Back,5,"May 24, 1993 (19)",,"1,97m",right,-,2013
303,Azamat Izbasarov,FK Atyrau,Left-Back,-,"Apr 24, 1991 (21)",,"1,73m",,-,2013
304,Valentin Chureev,FK Atyrau,Right-Back,8,"Aug 29, 1986 (26)",,"1,73m",right,€100k,2013
305,Zhaksylyk Khalelov,FK Atyrau,Right-Back,24,"Jan 14, 1995 (17)",,"1,79m",right,-,2013
306,Marat Butuev,FK Atyrau,Right-Back,33,"May 8, 1992 (20)",,"1,83m",right,-,2013
307,Andrey Karpovich,FK Atyrau,Defensive Midfield,21,"Jan 18, 1981 (31)",,"1,77m",both,€400k,2013
308,Evgeniy Kostrub,FK Atyrau,Defensive Midfield,27,"Aug 27, 1982 (30)",,"1,77m",right,€50k,2013
309,Bekzhan Onzhan,FK Atyrau,Midfielder,-,"Oct 22, 1991 (21)",,"1,76m",,-,2013
310,Marko Blazic,FK Atyrau,Central Midfield,46,"Aug 2, 1985 (27)",,"1,78m",right,€500k,2013
311,Marat Shakhmetov,FK Atyrau,Central Midfield,-,"Feb 6, 1989 (23)",,"1,82m",right,€300k,2013
312,Guy Stephane Essamé,FK Atyrau,Central Midfield,7,"Nov 25, 1984 (28)",,"1,80m",right,€300k,2013
313,Filipp Rudik,FK Atyrau,Central Midfield,22,"Mar 22, 1987 (25)",,"1,84m",right,€300k,2013
314,Mikhail Afanasjev,FK Atyrau,Right Midfield,18,"Nov 4, 1986 (26)",,"1,74m",right,€250k,2013
315,Dmitri Parkhachev,FK Atyrau,Left Winger,28,"Jan 2, 1985 (27)",,"1,80m",right,€100k,2013
316,Dominic Adiyiah,FK Atyrau,Right Winger,-,"Nov 29, 1989 (23)",,"1,72m",right,€700k,2013
317,Savio Nsereko,FK Atyrau,Right Winger,77,"Jul 27, 1989 (23)",,"1,76m",right,€100k,2013
318,Aleksey Shakin,FK Atyrau,Right Winger,6,"Aug 6, 1984 (28)",,"1,78m",right,€50k,2013
319,Giorgi Peikrishvili,FK Atyrau,Right Winger,10,"Feb 28, 1983 (29)",,"1,77m",both,€50k,2013
320,Aleksey Rodionov,FK Atyrau,Right Winger,-,"Mar 29, 1994 (18)",,"1,83m",right,-,2013
321,Bauyrzhan Kasymov,FK Atyrau,Right Winger,-,"Mar 1, 1996 (16)",,"1,79m",right,-,2013
322,Aybar Nurybekov,FK Atyrau,Right Winger,13,"Aug 29, 1992 (20)",,"1,72m",right,-,2013
323,Milos Trifunovic,FK Atyrau,Centre-Forward,14,"Oct 15, 1984 (28)",,"1,87m",right,€500k,2013
324,Aleksey Kuchuk,FK Atyrau,Centre-Forward,86,"Sep 9, 1986 (26)",,"1,82m",left,€150k,2013
325,Sergey Gridin,FK Atyrau,Centre-Forward,17,"May 20, 1987 (25)",,"1,95m",right,€100k,2013
326,Aleksey Shchetkin,FK Atyrau,Centre-Forward,91,"May 21, 1991 (21)",,"1,93m",right,€100k,2013
327,Sergey Boychenko,Spartak Semey,Goalkeeper,29,"Sep 27, 1977 (35)",,"1,98m",right,€50k,2013
328,Daniil Rikhard,Spartak Semey,Goalkeeper,30,"Feb 27, 1974 (38)",,"1,90m",right,€50k,2013
329,Abylaykhan Karagulanov,Spartak Semey,Goalkeeper,-,"Jul 28, 1995 (17)",,-,,-,2013
330,Serikbol Kapanov,Spartak Semey,Goalkeeper,16,"May 24, 1996 (16)",,"1,88m",right,-,2013
331,Dmitri Kolbuntsov,Spartak Semey,Goalkeeper,25,"May 25, 1996 (16)",,"1,83m",right,-,2013
332,Azat Rakhimbekov,Spartak Semey,Defender,-,"Aug 21, 1993 (19)",,-,,-,2013
333,Ersyn Kyndakbaev,Spartak Semey,Defender,-,"Apr 11, 1995 (17)",,"1,80m",,-,2013
334,Vladimir Volokh,Spartak Semey,Defender,3,"Jan 15, 1993 (19)",,"1,78m",,-,2013
335,Vildam Nasibullin,Spartak Semey,Defender,22,"Jan 28, 1994 (18)",,"1,75m",right,-,2013
336,Viktor Genev,Spartak Semey,Centre-Back,52,"Oct 27, 1988 (24)",,"1,88m",left,€400k,2013
337,Goran Obradovic,Spartak Semey,Centre-Back,-,"Dec 25, 1986 (26)",,"1,88m",right,€175k,2013
338,Evgeniy Ovshinov,Spartak Semey,Centre-Back,17,"Oct 17, 1980 (32)",,"1,78m",right,€125k,2013
339,Sergey Kutsov,Spartak Semey,Centre-Back,20,"Apr 23, 1977 (35)",,"1,91m",right,€25k,2013
340,Arthur Avagyan,Spartak Semey,Left-Back,-,"Jul 4, 1987 (25)",,"1,72m",left,€175k,2013
341,Maksim Samchenko,Spartak Semey,Left-Back,5,"May 5, 1979 (33)",,"1,80m",left,€100k,2013
342,Azat Ersalimov,Spartak Semey,Left-Back,19,"Jul 19, 1988 (24)",,"1,67m",both,€25k,2013
343,Ilyas Amirseitov,Spartak Semey,Right-Back,13,"Oct 22, 1989 (23)",,"1,79m",right,€150k,2013
344,Zhalyn Zhaksylykov,Spartak Semey,Right-Back,-,"Jan 16, 1993 (19)",,"1,71m",right,-,2013
345,Auez Baltabek,Spartak Semey,Right-Back,-,"Jul 12, 1997 (15)",,"1,78m",right,-,2013
346,Alibek Sakenov,Spartak Semey,Right-Back,14,"Jul 30, 1991 (21)",,"1,79m",right,-,2013
347,Nurlan Akinzhanov,Spartak Semey,Right-Back,26,"Jan 14, 1993 (19)",,"1,80m",right,-,2013
348,Serik Sagyndykov,Spartak Semey,Right-Back,40,"Jan 9, 1984 (28)",,"1,80m",right,-,2013
349,Nikolay Dyulgerov,Spartak Semey,Defensive Midfield,71,"Mar 10, 1988 (24)",,"1,83m",right,€400k,2013
350,Bauyrzhan Dayrbaev,Spartak Semey,Midfielder,-,"May 20, 1993 (19)",,"1,76m",,-,2013
351,Miras Kunanbaev,Spartak Semey,Midfielder,-,"Aug 29, 1996 (16)",,-,,-,2013
352,Oralbek Serikov,Spartak Semey,Midfielder,-,"Oct 10, 1997 (15)",,"1,67m",,-,2013
353,Kuat Elemesov,Spartak Semey,Midfielder,-,"Jun 7, 1996 (16)",,"1,82m",,-,2013
354,Sergey Goncharov,Spartak Semey,Midfielder,-,"Mar 30, 1994 (18)",,"1,72m",,-,2013
355,Meyrambek Kobentaev,Spartak Semey,Midfielder,-,"Mar 13, 1996 (16)",,"1,80m",,-,2013
356,Zhasulan Kabdygaliev,Spartak Semey,Midfielder,21,"Jan 10, 1995 (17)",,"1,74m",,-,2013
357,Filipp Rudik,Spartak Semey,Central Midfield,-,"Mar 22, 1987 (25)",,"1,84m",right,€300k,2013
358,Ognjen Djelmic,Spartak Semey,Right Midfield,88,"Aug 18, 1988 (24)",,"1,73m",right,€300k,2013
359,Bagdat Nurlybayev,Spartak Semey,Right Midfield,27,"Jul 3, 1993 (19)",,"1,80m",right,-,2013
360,Daniel Peev,Spartak Semey,Left Midfield,77,"Oct 6, 1984 (28)",,"1,78m",left,€500k,2013
361,Savo Kovacevic,Spartak Semey,Attacking Midfield,23,"Aug 15, 1988 (24)",,"1,85m",right,€400k,2013
362,Maksim Azovskiy,Spartak Semey,Attacking Midfield,18,"Jun 4, 1986 (26)",,"1,89m",right,€250k,2013
363,Ruslan Sakhalbaev,Spartak Semey,Attacking Midfield,7,"Jun 27, 1984 (28)",,"1,68m",right,€50k,2013
364,Erkebulan Nurgaliev,Spartak Semey,Attacking Midfield,8,"Sep 12, 1993 (19)",,"1,70m",right,-,2013
365,Vladislav Akhmeev,Spartak Semey,Right Winger,-,"Dec 19, 1992 (20)",,"1,70m",right,-,2013
366,Stanislav Akhmetov,Spartak Semey,Right Winger,11,"Oct 9, 1995 (17)",,"1,80m",right,-,2013
367,Nemanja Covic,Spartak Semey,Centre-Forward,91,"Jun 18, 1991 (21)",,"1,85m",right,€400k,2013
368,Nemanja Jovanovic,Spartak Semey,Centre-Forward,84,"Mar 3, 1984 (28)",,"1,91m",left,€300k,2013
369,Bauyrzhan Turysbek,Spartak Semey,Centre-Forward,9,"Oct 15, 1991 (21)",,"1,81m",right,€50k,2013
370,Petr Kazantsev,Spartak Semey,Striker,-,"Jun 14, 1995 (17)",,"1,75m",,-,2013
371,Dias Begimbaev,Spartak Semey,Striker,-,"Oct 15, 1996 (16)",,"1,78m",,-,2013
372,Timur Muldinov,Spartak Semey,Centre-Forward,15,"Sep 19, 1993 (19)",,"1,80m",right,-,2013
373,Yevgen Shyryaev,Kaysar Kyzylorda,Goalkeeper,30,"Feb 22, 1984 (28)",,"1,86m",right,€150k,2013
374,Kirill Pryadkin,Kaysar Kyzylorda,Goalkeeper,13,"Jul 6, 1977 (35)",,"1,85m",right,-,2013
375,Kirill Korotkevich,Kaysar Kyzylorda,Goalkeeper,35,"Jun 12, 1992 (20)",,"1,93m",right,-,2013
376,Martin Klein,Kaysar Kyzylorda,Centre-Back,44,"Jul 2, 1984 (28)",,N/Am,N/A,€500k,2013
377,Mamoutou Coulibaly,Kaysar Kyzylorda,Centre-Back,4,"Feb 23, 1984 (28)",,"1,83m",right,€350k,2013
378,Miljan Jablan,Kaysar Kyzylorda,Centre-Back,15,"Jan 30, 1985 (27)",,-,,€100k,2013
379,Damir Dautov,Kaysar Kyzylorda,Centre-Back,5,"Mar 3, 1990 (22)",,"1,87m",right,€50k,2013
380,Olzhas Altaev,Kaysar Kyzylorda,Centre-Back,2,"Jul 15, 1989 (23)",,"1,84m",right,-,2013
381,Aldan Baltaev,Kaysar Kyzylorda,Centre-Back,3,"Jan 15, 1989 (23)",,"1,85m",right,-,2013
382,Nurzharyk Kunov,Kaysar Kyzylorda,Left-Back,32,"Oct 22, 1993 (19)",,"1,73m",left,-,2013
383,Kazbek Geteriev,Kaysar Kyzylorda,Defensive Midfield,29,"Jun 30, 1985 (27)",,"1,72m",right,€300k,2013
384,Matic Marusko,Kaysar Kyzylorda,Defensive Midfield,90,"Nov 30, 1990 (22)",,"1,81m",right,€300k,2013
385,Kirill Shestakov,Kaysar Kyzylorda,Defensive Midfield,22,"Jun 19, 1985 (27)",,"1,79m",right,€100k,2013
386,Duman Narzildaev,Kaysar Kyzylorda,Defensive Midfield,8,"Sep 6, 1993 (19)",,"1,78m",right,-,2013
387,Suiyndyk Kushekov,Kaysar Kyzylorda,Midfielder,19,"May 7, 1990 (22)",,"1,74m",,-,2013
388,Sergei Mosnikov,Kaysar Kyzylorda,Central Midfield,7,"Jan 7, 1988 (24)",,"1,76m",both,€250k,2013
389,Valentin Furdui,Kaysar Kyzylorda,Central Midfield,-,"Sep 1, 1987 (25)",,"1,85m",,-,2013
390,Turarbek Kuanyshbekov,Kaysar Kyzylorda,Central Midfield,-,"Apr 28, 1995 (17)",,"1,67m",right,-,2013
391,Sergey Shevtsov,Kaysar Kyzylorda,Central Midfield,14,"Oct 29, 1990 (22)",,"1,81m",right,-,2013
392,Ilya Kalinin,Kaysar Kyzylorda,Right Midfield,77,"Feb 3, 1992 (20)",,"1,79m",right,-,2013
393,Anton Zemlyanukhin,Kaysar Kyzylorda,Left Midfield,10,"Dec 11, 1988 (24)",,"1,75m",left,€150k,2013
394,Rakhimzhan Rozybakiev,Kaysar Kyzylorda,Left Midfield,6,"Jan 2, 1991 (21)",,"1,88m",right,€50k,2013
395,Vladyslav Nekhtiy,Kaysar Kyzylorda,Attacking Midfield,-,"Dec 19, 1991 (21)",,"1,81m",right,-,2013
396,Elzhas Altynbekov,Kaysar Kyzylorda,Right Winger,11,"Nov 22, 1993 (19)",,"1,80m",both,-,2013
397,Dusan Savic,Kaysar Kyzylorda,Centre-Forward,25,"Oct 1, 1985 (27)",,"1,73m",right,€600k,2013
398,Sergey Ostapenko,Kaysar Kyzylorda,Centre-Forward,-,"Feb 23, 1986 (26)",,"1,85m",right,€300k,2013
399,Sergey Strukov,Kaysar Kyzylorda,Centre-Forward,9,"Sep 17, 1982 (30)",,"1,92m",right,€150k,2013
400,Rimo Hunt,Kaysar Kyzylorda,Centre-Forward,28,"Nov 5, 1985 (27)",,"1,87m",right,€150k,2013
401,Zhasulan Moldakaraev,Kaysar Kyzylorda,Centre-Forward,17,"May 7, 1987 (25)",,"1,80m",right,-,2013
402,Andrey Pasechenko,Zhetysu Taldykorgan,Goalkeeper,20,"Aug 9, 1987 (25)",,"1,80m",right,€100k,2013
403,Vladimir Plotnikov,Zhetysu Taldykorgan,Goalkeeper,33,"Apr 3, 1986 (26)",,"1,91m",right,€50k,2013
404,Evgeni Firsov,Zhetysu Taldykorgan,Goalkeeper,1,"Apr 22, 1993 (19)",,"1,86m",right,-,2013
405,Erik Duysenbekuly,Zhetysu Taldykorgan,Goalkeeper,16,"Aug 30, 1992 (20)",,"1,83m",right,-,2013
406,Darkhan Abdirakhim,Zhetysu Taldykorgan,Goalkeeper,30,"Mar 12, 1994 (18)",,"1,85m",,-,2013
407,Nurzhan Nusipzhanov,Zhetysu Taldykorgan,Defender,14,"Jul 22, 1993 (19)",,"1,83m",,-,2013
408,Magamed Dzhalilov,Zhetysu Taldykorgan,Defender,32,"May 20, 1993 (19)",,"1,83m",,-,2013
409,Ilyas Nursultanov,Zhetysu Taldykorgan,Defender,33,"Jul 24, 1993 (19)",,"1,83m",,-,2013
410,Kuanysh Kudaybergen,Zhetysu Taldykorgan,Defender,34,"Oct 22, 1994 (18)",,"1,76m",,-,2013
411,Murat Kalambekov,Zhetysu Taldykorgan,Defender,36,"Feb 23, 1994 (18)",,-,,-,2013
412,Eldar Omarov,Zhetysu Taldykorgan,Defender,43,"Mar 2, 1994 (18)",,"1,68m",,-,2013
413,Arunas Klimavicius,Zhetysu Taldykorgan,Centre-Back,29,"Oct 5, 1982 (30)",,"1,85m",left,€400k,2013
414,Didier Kadio,Zhetysu Taldykorgan,Centre-Back,4,"Apr 5, 1990 (22)",,"1,78m",right,€275k,2013
415,Marko Djalovic,Zhetysu Taldykorgan,Centre-Back,86,"May 19, 1986 (26)",,"1,89m",left,€150k,2013
416,Viktor Kovalev,Zhetysu Taldykorgan,Centre-Back,24,"Aug 25, 1980 (32)",,"1,90m",right,€50k,2013
417,Davronzhon Ergashev,Zhetysu Taldykorgan,Centre-Back,-,"Mar 19, 1988 (24)",,"1,84m",right,-,2013
418,Didar Marlenov,Zhetysu Taldykorgan,Centre-Back,35,"Feb 24, 1995 (17)",,"1,86m",right,-,2013
419,Ruslan Esatov,Zhetysu Taldykorgan,Left-Back,12,"Oct 31, 1984 (28)",,"1,80m",left,-,2013
420,Berik Shaykhov,Zhetysu Taldykorgan,Left-Back,23,"Feb 20, 1994 (18)",,"1,70m",left,-,2013
421,Askhat Baltabekov,Zhetysu Taldykorgan,Left-Back,45,"Nov 6, 1993 (19)",,"1,75m",left,-,2013
422,Vladislav Kuzmin,Zhetysu Taldykorgan,Right-Back,28,"Jul 3, 1987 (25)",,"1,79m",right,€50k,2013
423,Temirlan Adilkhanov,Zhetysu Taldykorgan,Right-Back,2,"Mar 28, 1994 (18)",,"1,80m",right,-,2013
424,Marko Putincanin,Zhetysu Taldykorgan,Defensive Midfield,77,"Dec 16, 1987 (25)",,"1,86m",right,€300k,2013
425,Aydar Seytzhanov,Zhetysu Taldykorgan,Midfielder,40,"Jan 18, 1995 (17)",,"1,73m",,-,2013
426,Arman Karazhanov,Zhetysu Taldykorgan,Midfielder,41,"Jun 18, 1993 (19)",,"1,65m",,-,2013
427,Aydos Zhumagulov,Zhetysu Taldykorgan,Midfielder,44,"Jan 10, 1994 (18)",,"1,97m",,-,2013
428,Ermek Kalimoldin,Zhetysu Taldykorgan,Midfielder,46,"Jul 8, 1994 (18)",,"1,85m",,-,2013
429,Alisher Esimkhanov,Zhetysu Taldykorgan,Midfielder,47,"Sep 14, 1993 (19)",,"1,65m",,-,2013
430,Denis Rodionov,Zhetysu Taldykorgan,Central Midfield,6,"Jul 26, 1985 (27)",,"1,78m",both,€50k,2013
431,Konstantin Zotov,Zhetysu Taldykorgan,Central Midfield,11,"Jan 14, 1986 (26)",,"1,80m",right,-,2013
432,Abylaikhan Totay,Zhetysu Taldykorgan,Right Midfield,17,"Feb 16, 1992 (20)",,"1,75m",right,-,2013
433,Sayat Sariyev,Zhetysu Taldykorgan,Left Midfield,22,"Oct 15, 1992 (20)",,"1,68m",right,€100k,2013
434,Taras Danilyuk,Zhetysu Taldykorgan,Left Midfield,19,"Jan 29, 1984 (28)",,"1,76m",left,€50k,2013
435,Konstantin Zarechnyi,Zhetysu Taldykorgan,Left Winger,10,"Feb 14, 1984 (28)",,"1,79m",both,-,2013
436,Rauan Sariev,Zhetysu Taldykorgan,Right Winger,8,"Jan 22, 1994 (18)",,"1,74m",right,-,2013
437,Mersudin Ahmetovic,Zhetysu Taldykorgan,Centre-Forward,21,"Feb 19, 1985 (27)",,"1,90m",right,€450k,2013
438,Boti Goa Demel,Zhetysu Taldykorgan,Centre-Forward,79,"Mar 3, 1989 (23)",,"1,83m",right,€150k,2013
439,Sergey Schaff,Zhetysu Taldykorgan,Centre-Forward,7,"Apr 15, 1988 (24)",,"1,87m",right,€50k,2013
440,Beybit Tatishev,Zhetysu Taldykorgan,Centre-Forward,9,"Jul 24, 1984 (28)",,"1,85m",both,-,2013
441,Sanzhar Sapiyanov,Zhetysu Taldykorgan,Centre-Forward,50,"Sep 7, 1995 (17)",,"1,87m",right,-,2013
