,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
226,Arslan Satubaldin,Okzhetpes Kokshetau,Goalkeeper,-,"Aug 11, 1984 (21)",,"1,93m",right,-,2006
227,Andrey Nenashev,Okzhetpes Kokshetau,Goalkeeper,-,"Dec 12, 1973 (32)",,"1,81m",right,-,2006
228,Oleg Fistican,Okzhetpes Kokshetau,Defender,-,"Feb 1, 1975 (30)",,"1,78m",right,-,2006
229,Valeriy Shapovalov,Okzhetpes Kokshetau,Defender,-,"Aug 27, 1976 (29)",,"1,84m",,-,2006
230,Akhmed Allabergenov,Okzhetpes Kokshetau,Defender,-,"Mar 8, 1987 (18)",,"1,75m",,-,2006
231,Valeriy Denisov,Okzhetpes Kokshetau,Defender,-,"Feb 16, 1984 (21)",,"1,76m",,-,2006
232,Samat Kusherbaev,Okzhetpes Kokshetau,Defender,-,"Sep 3, 1985 (20)",,-,,-,2006
233,Roman Skrypnyuk,Okzhetpes Kokshetau,Defender,-,"May 22, 1979 (26)",,"1,75m",,-,2006
234,Alik Haydarov,Okzhetpes Kokshetau,Centre-Back,-,"Apr 27, 1981 (24)",,"1,83m",right,-,2006
235,Vyacheslav Bogatyrev,Okzhetpes Kokshetau,Centre-Back,-,"Oct 12, 1977 (28)",,"1,88m",right,-,2006
236,Yuri Mokrousov,Okzhetpes Kokshetau,Left-Back,-,"Apr 21, 1989 (16)",,"1,83m",left,-,2006
237,Evgeni Zakharchenko,Okzhetpes Kokshetau,Left-Back,-,"Sep 21, 1978 (27)",,"1,77m",left,-,2006
238,Kanat Aliev,Okzhetpes Kokshetau,Right-Back,-,"Feb 9, 1985 (20)",,"1,76m",right,-,2006
239,Sergey Labodovskiy,Okzhetpes Kokshetau,Midfielder,-,"Jan 14, 1982 (23)",,"1,94m",,-,2006
240,Sergey Kalyubin,Okzhetpes Kokshetau,Defensive Midfield,-,"Jan 14, 1979 (26)",,"1,84m",,-,2006
241,Zhadyger Tishtybaev,Okzhetpes Kokshetau,Midfielder,-,"Oct 24, 1988 (17)",,-,,-,2006
242,Oleg Khan,Okzhetpes Kokshetau,Midfielder,-,"Aug 27, 1986 (19)",,-,,-,2006
243,Valeriy Pastukhov,Okzhetpes Kokshetau,Midfielder,-,"Dec 17, 1983 (22)",,"1,76m",,-,2006
244,Sergey Ivanov,Okzhetpes Kokshetau,Midfielder,-,"Apr 3, 1977 (28)",,"1,72m",,-,2006
245,Yuriy Dyak,Okzhetpes Kokshetau,Central Midfield,-,"Jul 4, 1984 (21)",,"1,78m",right,-,2006
246,Ermek Nurgaliev,Okzhetpes Kokshetau,Right Midfield,-,"Aug 8, 1986 (19)",,"1,70m",right,-,2006
247,Vladislav Kiselev,Okzhetpes Kokshetau,Left Midfield,-,"Oct 12, 1980 (25)",,"1,78m",left,-,2006
248,Gakhrymanberdy Chonkaew,Okzhetpes Kokshetau,Centre-Forward,-,"Oct 19, 1983 (22)",,"1,76m",right,-,2006
249,Serik Dosmanbetov,Okzhetpes Kokshetau,Centre-Forward,-,"Mar 8, 1982 (23)",,"1,78m",right,-,2006
250,Denis Ledenev,Okzhetpes Kokshetau,Centre-Forward,-,"Dec 22, 1987 (18)",,"1,70m",both,-,2006
251,Rasim Guseinov,Okzhetpes Kokshetau,Centre-Forward,-,"Apr 21, 1983 (22)",,"1,72m",right,-,2006
252,Erzhan Kabylbekov,Okzhetpes Kokshetau,Striker,-,"Aug 10, 1989 (16)",,-,,-,2006
253,Artem Alekhin,Okzhetpes Kokshetau,Striker,-,"Aug 2, 1986 (19)",,"1,88m",,-,2006
254,Sergey Boychenko,FC Astana,Goalkeeper,-,"Sep 27, 1977 (28)",,"1,98m",right,-,2006
255,Vitali Demur,FC Astana,Goalkeeper,-,"Nov 18, 1987 (18)",,"1,90m",right,-,2006
256,Evgeni Kuznetsov,FC Astana,Goalkeeper,-,"Nov 29, 1986 (19)",,"1,93m",right,-,2006
257,Aleksandr Kuchma,FC Astana,Centre-Back,-,"Dec 9, 1980 (25)",,"1,83m",right,€200k,2006
258,Maksim Zhalmagambetov,FC Astana,Centre-Back,-,"Jul 11, 1983 (22)",,"1,95m",right,-,2006
259,Maksim Kaznacheev,FC Astana,Centre-Back,-,"Jan 30, 1986 (19)",,"1,90m",right,-,2006
260,Emil Kenzhisariev,FC Astana,Left-Back,-,"Mar 26, 1987 (18)",,"1,75m",left,-,2006
261,Mikhail Shishkin,FC Astana,Left-Back,-,"Sep 4, 1980 (25)",,"1,80m",right,-,2006
262,Anton Chichulin,FC Astana,Right-Back,-,"Oct 27, 1984 (21)",,"1,82m",right,-,2006
263,Aydar Kumisbekov,FC Astana,Right-Back,-,"Feb 9, 1979 (26)",,"1,77m",right,-,2006
264,Sergey Akhanov,FC Astana,Right-Back,-,"Jul 27, 1989 (16)",,"1,81m",right,-,2006
265,Viktor Bulatov,FC Astana,Defensive Midfield,-,"Jan 22, 1972 (33)",,"1,75m",right,-,2006
266,Igor Aksenov,FC Astana,Defensive Midfield,-,"Aug 11, 1977 (28)",,"1,79m",right,-,2006
267,Jaroslav Svach,FC Astana,Defensive Midfield,-,"Jan 3, 1973 (32)",,"1,85m",right,-,2006
268,Piraly Aliev,FC Astana,Defensive Midfield,-,"Jan 13, 1984 (21)",,"1,80m",right,-,2006
269,Mikhail Sukhov,FC Astana,Midfielder,-,"Jun 4, 1984 (21)",,"1,82m",right,-,2006
270,Beket Baimbetov,FC Astana,Midfielder,-,"Sep 1, 1986 (19)",,-,,-,2006
271,Evgeni Semin,FC Astana,Right Midfield,-,"Jun 21, 1987 (18)",,"1,79m",right,-,2006
272,Zhambyl Kukeev,FC Astana,Left Midfield,-,"Sep 20, 1988 (17)",,"1,77m",both,-,2006
273,Kuanysh Abdualiev,FC Astana,Left Midfield,-,"Nov 4, 1988 (17)",,"1,78m",left,-,2006
274,Maksim Azovskiy,FC Astana,Attacking Midfield,-,"Jun 4, 1986 (19)",,"1,89m",right,-,2006
275,Dian Genchev,FC Astana,Attacking Midfield,-,"Feb 8, 1975 (30)",,"1,80m",right,-,2006
276,Tugan Khamkhoev,FC Astana,Left Winger,-,"Mar 4, 1987 (18)",,"1,77m",left,-,2006
277,Eduard Sergienko,FC Astana,Right Winger,-,"Feb 18, 1983 (22)",,"1,81m",both,-,2006
278,Aleksandr Suchkov,FC Astana,Right Winger,-,"Feb 29, 1980 (25)",,"1,77m",right,-,2006
279,Murat Suyumagambetov,FC Astana,Centre-Forward,-,"Oct 14, 1983 (22)",,"1,81m",right,-,2006
280,Kirill Kochkaev,FC Astana,Centre-Forward,-,"Jun 10, 1984 (21)",,"1,87m",right,-,2006
281,Arsen Tlekhugov,FC Astana,Centre-Forward,-,"Nov 3, 1976 (29)",,"1,82m",both,-,2006
282,Aleksandr Petukhov,Tobol Kostanay,Goalkeeper,-,"Jan 11, 1985 (20)",,"1,87m",right,€50k,2006
283,Kirill Pryadkin,Tobol Kostanay,Goalkeeper,-,"Jul 6, 1977 (28)",,"1,85m",right,-,2006
284,Andrey Morev,Tobol Kostanay,Goalkeeper,-,"Oct 13, 1973 (32)",,"1,88m",right,-,2006
285,Vitaliy Kuvshinov,Tobol Kostanay,Goalkeeper,-,"Aug 9, 1985 (20)",,"1,87m",right,-,2006
286,Andrey Tsvetkov,Tobol Kostanay,Goalkeeper,-,"Mar 20, 1980 (25)",,"1,91m",right,-,2006
287,Erdos Kazybekov,Tobol Kostanay,Defender,-,"Nov 24, 1986 (19)",,"1,81m",,-,2006
288,Aleksandr Familtsev,Tobol Kostanay,Centre-Back,-,"Aug 3, 1975 (30)",,"1,80m",right,-,2006
289,Farkhadbek Irismetov,Tobol Kostanay,Centre-Back,-,"Aug 10, 1981 (24)",,"1,83m",right,-,2006
290,Oleg Lotov,Tobol Kostanay,Centre-Back,-,"Nov 21, 1975 (30)",,"1,84m",right,-,2006
291,Kairat Nurdauletov,Tobol Kostanay,Centre-Back,-,"Nov 6, 1982 (23)",,"1,84m",right,-,2006
292,Boris Polyakov,Tobol Kostanay,Centre-Back,-,"Dec 8, 1976 (29)",,"1,84m",right,-,2006
293,Daniyar Mukanov,Tobol Kostanay,Right-Back,-,"Sep 26, 1976 (29)",,"1,79m",right,-,2006
294,Sergey Skorykh,Tobol Kostanay,Defensive Midfield,-,"May 25, 1984 (21)",,"1,84m",right,-,2006
295,Stanimir Dimitrov,Tobol Kostanay,Defensive Midfield,-,"Apr 24, 1972 (33)",,"1,88m",,-,2006
296,Evgeniy Meshkov,Tobol Kostanay,Defensive Midfield,-,"Sep 3, 1984 (21)",,"1,80m",right,-,2006
297,Andrey Kharabara,Tobol Kostanay,Defensive Midfield,-,"Sep 1, 1985 (20)",,"1,71m",right,-,2006
298,Shams Dzhumabaev,Tobol Kostanay,Defensive Midfield,-,"Sep 6, 1987 (18)",,"1,83m",right,-,2006
299,Evgeniy Lovchev,Tobol Kostanay,Right Midfield,-,"Aug 6, 1975 (30)",,"1,79m",right,-,2006
300,Chingiz Abugaliev,Tobol Kostanay,Left Midfield,-,"Oct 11, 1986 (19)",,"1,87m",both,-,2006
301,Ruslan Baltiev,Tobol Kostanay,Attacking Midfield,-,"Sep 16, 1978 (27)",,"1,74m",both,€50k,2006
302,Nurbol Zhumaskaliev,Tobol Kostanay,Attacking Midfield,-,"May 11, 1981 (24)",,"1,76m",left,-,2006
303,Igor Yurin,Tobol Kostanay,Attacking Midfield,-,"Jul 3, 1982 (23)",,"1,71m",right,-,2006
304,Azat Nurgaliev,Tobol Kostanay,Left Winger,-,"Jun 30, 1986 (19)",,"1,73m",both,-,2006
305,Vyacheslav Nurmagombetov,Tobol Kostanay,Right Winger,-,"Aug 10, 1984 (21)",,"1,84m",right,-,2006
306,Valeriy Garkusha,Tobol Kostanay,Right Winger,-,"Mar 14, 1977 (28)",,-,,-,2006
307,Sergey Ostapenko,Tobol Kostanay,Centre-Forward,-,"Feb 23, 1986 (19)",,"1,85m",right,-,2006
308,Ulugbek Bakaev,Tobol Kostanay,Centre-Forward,-,"Nov 28, 1978 (27)",,"1,83m",right,-,2006
309,Talgat Sabalakov,Tobol Kostanay,Centre-Forward,-,"Jul 9, 1986 (19)",,"1,76m",right,-,2006
310,Didarklych Urazov,Tobol Kostanay,Striker,-,"Feb 27, 1977 (28)",,"1,68m",,-,2006
311,Muslim Agayev,Tobol Kostanay,Striker,-,"Apr 29, 1974 (31)",,"1,77m",,-,2006
312,Dmitriy Dralov,Irtysh Pavlodar,Goalkeeper,-,"Jun 22, 1984 (21)",,"1,87m",,-,2006
313,Daniil Rikhard,Irtysh Pavlodar,Goalkeeper,-,"Feb 27, 1974 (31)",,"1,90m",right,-,2006
314,Anton Tsirin,Irtysh Pavlodar,Goalkeeper,-,"Aug 10, 1987 (18)",,"1,98m",right,-,2006
315,Erdos Kazybekov,Irtysh Pavlodar,Defender,-,"Nov 24, 1986 (19)",,"1,81m",,-,2006
316,Dmitriy Turenko,Irtysh Pavlodar,Defender,-,"Jun 16, 1974 (31)",,-,,-,2006
317,Kuat Rakhimzhanov,Irtysh Pavlodar,Defender,-,"Mar 10, 1987 (18)",,"1,81m",right,-,2006
318,Baurzhan Sagyndyk,Irtysh Pavlodar,Defender,-,"Oct 29, 1987 (18)",,"1,80m",right,-,2006
319,Vladislav Chernyshov,Irtysh Pavlodar,Centre-Back,-,"Mar 16, 1981 (24)",,"1,86m",right,-,2006
320,Yuriy Kolomyts,Irtysh Pavlodar,Centre-Back,-,"Apr 30, 1979 (26)",,"1,81m",left,-,2006
321,Evgeniy Ovshinov,Irtysh Pavlodar,Centre-Back,-,"Oct 17, 1980 (25)",,"1,78m",right,-,2006
322,Azat Ersalimov,Irtysh Pavlodar,Left-Back,-,"Jul 19, 1988 (17)",,"1,67m",both,-,2006
323,Slavi Kostenski,Irtysh Pavlodar,Defensive Midfield,-,"Mar 21, 1981 (24)",,"1,83m",right,-,2006
324,Dmitriy Bolshakov,Irtysh Pavlodar,Midfielder,-,"Apr 10, 1980 (25)",,"1,71m",,-,2006
325,Konstantin Zotov,Irtysh Pavlodar,Central Midfield,-,"Jan 14, 1986 (19)",,"1,80m",right,-,2006
326,Maksim Primak,Irtysh Pavlodar,Central Midfield,-,"Oct 26, 1981 (24)",,"1,73m",right,-,2006
327,Aleksandr Andreev,Irtysh Pavlodar,Central Midfield,-,"Sep 9, 1986 (19)",,"1,79m",right,-,2006
328,Vladimir Noskov,Irtysh Pavlodar,Central Midfield,-,"Jan 28, 1986 (19)",,"1,77m",right,-,2006
329,Nikolay Nesterenko,Irtysh Pavlodar,Right Midfield,-,"Dec 17, 1984 (21)",,"1,76m",right,-,2006
330,Sabyrkhan Ibraev,Irtysh Pavlodar,Attacking Midfield,-,"Mar 22, 1988 (17)",,"1,77m",right,-,2006
331,Konstantin Zarechnyi,Irtysh Pavlodar,Left Winger,-,"Feb 14, 1984 (21)",,"1,79m",both,-,2006
332,Pavel Shabalin,Irtysh Pavlodar,Right Winger,-,"Oct 23, 1988 (17)",,"1,72m",right,-,2006
333,Aleksey Shakin,Irtysh Pavlodar,Right Winger,-,"Aug 6, 1984 (21)",,"1,78m",right,-,2006
334,Oleg Veretennikov,Irtysh Pavlodar,Second Striker,-,"Jan 5, 1970 (35)",,"1,85m",left,-,2006
335,Sergey Strukov,Irtysh Pavlodar,Centre-Forward,-,"Sep 17, 1982 (23)",,"1,92m",right,-,2006
336,Gleb Maltsev,Irtysh Pavlodar,Centre-Forward,-,"Mar 7, 1988 (17)",,"1,87m",right,-,2006
337,Vasili Prosekov,Irtysh Pavlodar,Centre-Forward,-,"Oct 31, 1983 (22)",,"1,77m",right,-,2006
338,Andrey Bulanovich,Irtysh Pavlodar,Striker,-,"Aug 29, 1987 (18)",,"1,80m",,-,2006
339,Pavel Leus,FK Alma-Ata,Goalkeeper,-,"Sep 15, 1978 (27)",,"1,86m",left,-,2006
340,Andrey Shabanov,FK Alma-Ata,Goalkeeper,-,"Nov 17, 1986 (19)",,"1,84m",right,-,2006
341,Andrian Bogdan,FK Alma-Ata,Goalkeeper,-,"Aug 27, 1976 (29)",,"1,89m",right,-,2006
342,Sergey Bragin,FK Alma-Ata,Goalkeeper,-,"May 4, 1989 (16)",,"1,86m",,-,2006
343,Andrey Volodin,FK Alma-Ata,Defender,-,"Apr 25, 1982 (23)",,-,,-,2006
344,Arman Bolatbek,FK Alma-Ata,Defender,-,"Mar 2, 1986 (19)",,"1,80m",,-,2006
345,Dias Orazbaev,FK Alma-Ata,Defender,-,"Apr 14, 1986 (19)",,-,,-,2006
346,Ilya Vorotnikov,FK Alma-Ata,Centre-Back,-,"Feb 1, 1986 (19)",,"1,86m",right,-,2006
347,Aleksandr Kirov,FK Alma-Ata,Centre-Back,-,"Sep 4, 1984 (21)",,"1,88m",right,-,2006
348,Evgeniy Klimov,FK Alma-Ata,Centre-Back,-,"Dec 21, 1985 (20)",,"1,86m",right,-,2006
349,Viktor Kovalev,FK Alma-Ata,Centre-Back,-,"Aug 25, 1980 (25)",,"1,90m",right,-,2006
350,Valeriy Likhobabenko,FK Alma-Ata,Centre-Back,-,"Feb 17, 1976 (29)",,"1,83m",left,-,2006
351,Kairat Utabaev,FK Alma-Ata,Right-Back,-,"Jul 16, 1980 (25)",,"1,82m",both,-,2006
352,Bakyt Abuov,FK Alma-Ata,Right-Back,-,"Jan 24, 1989 (16)",,"1,77m",right,-,2006
353,Andrey Travin,FK Alma-Ata,Defensive Midfield,-,"Apr 27, 1979 (26)",,"1,76m",left,-,2006
354,Evgeniy Kostrub,FK Alma-Ata,Defensive Midfield,-,"Aug 27, 1982 (23)",,"1,77m",right,-,2006
355,Kirill Shestakov,FK Alma-Ata,Defensive Midfield,-,"Jun 19, 1985 (20)",,"1,79m",right,-,2006
356,Sergey Larin,FK Alma-Ata,Central Midfield,-,"Jul 22, 1986 (19)",,"1,83m",right,-,2006
357,Marat Shakhmetov,FK Alma-Ata,Central Midfield,-,"Feb 6, 1989 (16)",,"1,82m",right,-,2006
358,Denis Rodionov,FK Alma-Ata,Central Midfield,-,"Jul 26, 1985 (20)",,"1,78m",both,-,2006
359,Dmitriy Byakov,FK Alma-Ata,Right Midfield,-,"Apr 9, 1978 (27)",,"1,76m",right,-,2006
360,Maksim Azovskiy,FK Alma-Ata,Attacking Midfield,-,"Jun 4, 1986 (19)",,"1,89m",right,-,2006
361,Victor Berco,FK Alma-Ata,Left Winger,-,"Apr 20, 1979 (26)",,"1,78m",right,-,2006
362,Vadim Borovskiy,FK Alma-Ata,Right Winger,-,"Oct 30, 1986 (19)",,"1,72m",right,-,2006
363,Jafar Irismetov,FK Alma-Ata,Centre-Forward,-,"Aug 23, 1976 (29)",,"1,73m",right,-,2006
364,Daniar Kenzhekhanov,FK Alma-Ata,Centre-Forward,-,"Jan 20, 1983 (22)",,"1,88m",,-,2006
365,Vladimir Ivanov,FK Alma-Ata,Striker,-,"Feb 10, 1986 (19)",,"1,82m",,-,2006
366,Akhmet Alaydarov,Kaysar Kyzylorda,Goalkeeper,-,"Aug 19, 1983 (22)",,"1,83m",right,-,2006
367,Roman Nesterenko,Kaysar Kyzylorda,Goalkeeper,-,"Mar 22, 1977 (28)",,"1,99m",right,-,2006
368,Aleksandr Moskalenko,Kaysar Kyzylorda,Defender,-,"Sep 18, 1976 (29)",,"1,83m",,-,2006
369,Aziz Anarmetov,Kaysar Kyzylorda,Defender,-,"Jul 30, 1982 (23)",,"1,82m",,-,2006
370,Volodymyr Kozlenko,Kaysar Kyzylorda,Defender,-,"Mar 22, 1979 (26)",,"1,77m",,-,2006
371,Erlan Makhambediev,Kaysar Kyzylorda,Defender,-,"Mar 30, 1979 (26)",,"1,80m",right,-,2006
372,Erlan Shoytymov,Kaysar Kyzylorda,Defender,-,"Apr 6, 1980 (25)",,"1,80m",,-,2006
373,Medet Duzbaev,Kaysar Kyzylorda,Defender,-,"Aug 27, 1987 (18)",,"1,75m",,-,2006
374,Samat Nauryzbaev,Kaysar Kyzylorda,Defender,-,"Sep 6, 1982 (23)",,"1,75m",,-,2006
375,Darkhan Bekishev,Kaysar Kyzylorda,Defender,-,"Jul 6, 1980 (25)",,"1,83m",,-,2006
376,Bakhytzhan Ibragimov,Kaysar Kyzylorda,Defender,-,"Jun 2, 1987 (18)",,"1,92m",,-,2006
377,Marat Sarsenov,Kaysar Kyzylorda,Defender,-,"Apr 12, 1972 (33)",,"1,80m",,-,2006
378,Maksim Kaznacheev,Kaysar Kyzylorda,Centre-Back,-,"Jan 30, 1986 (19)",,"1,90m",right,-,2006
379,Aldan Baltaev,Kaysar Kyzylorda,Centre-Back,-,"Jan 15, 1989 (16)",,"1,85m",right,-,2006
380,Aset Menlikhozha,Kaysar Kyzylorda,Midfielder,-,"Mar 13, 1989 (16)",,"1,79m",,-,2006
381,Talgat Syzdykov,Kaysar Kyzylorda,Midfielder,-,"Feb 23, 1978 (27)",,"1,82m",,-,2006
382,Giorgi Gogiashvili,Kaysar Kyzylorda,Midfielder,-,"Jan 7, 1971 (34)",,"1,76m",,-,2006
383,Abumuslim Bogatyrev,Kaysar Kyzylorda,Defensive Midfield,-,"Aug 28, 1984 (21)",,"1,73m",right,-,2006
384,Islam Zhunisbekov,Kaysar Kyzylorda,Midfielder,-,"Dec 26, 1981 (24)",,"1,70m",right,-,2006
385,Aydos Baytenov,Kaysar Kyzylorda,Midfielder,-,"Jan 8, 1988 (17)",,"1,71m",right,-,2006
386,Maksat Bayzhanov,Kaysar Kyzylorda,Central Midfield,-,"Aug 6, 1984 (21)",,"1,80m",right,-,2006
387,Vladimir Kashtanov,Kaysar Kyzylorda,Central Midfield,-,"Feb 16, 1973 (32)",,"1,79m",,-,2006
388,Askhat Borantaev,Kaysar Kyzylorda,Left Midfield,-,"Aug 22, 1978 (27)",,"1,70m",left,-,2006
389,Maksim Tsygalko,Kaysar Kyzylorda,Centre-Forward,-,"May 27, 1983 (22)",,"1,85m",right,-,2006
390,Daurenbek Tazhimbetov,Kaysar Kyzylorda,Centre-Forward,-,"Jul 2, 1985 (20)",,"1,84m",right,-,2006
391,Arturas Fomenka,Kaysar Kyzylorda,Centre-Forward,-,"Feb 14, 1977 (28)",,"1,85m",right,-,2006
392,Zhasulan Moldakaraev,Kaysar Kyzylorda,Centre-Forward,-,"May 7, 1987 (18)",,"1,80m",right,-,2006
393,Anatoliy Berdyugin,Kaysar Kyzylorda,Centre-Forward,-,"Sep 10, 1982 (23)",,"1,76m",,-,2006
394,Eduard Stolboviy,Ekibastuzets Ekibastuz (-2008),Goalkeeper,-,"May 5, 1972 (33)",,"1,88m",,-,2006
395,Ruslan Narymbaev,Ekibastuzets Ekibastuz (-2008),Goalkeeper,-,"Apr 24, 1989 (16)",,-,right,-,2006
396,Viktor Raskulov,Ekibastuzets Ekibastuz (-2008),Goalkeeper,-,"Sep 19, 1974 (31)",,"1,83m",,-,2006
397,Ruslan Miklashevych,Ekibastuzets Ekibastuz (-2008),Defender,-,"Oct 21, 1979 (26)",,"1,80m",,-,2006
398,Petro Anisim,Ekibastuzets Ekibastuz (-2008),Defender,-,"Jan 31, 1977 (28)",,"1,93m",,-,2006
399,Gani Baymbetov,Ekibastuzets Ekibastuz (-2008),Defender,-,"Jan 26, 1986 (19)",,-,,-,2006
400,Andrey Burtsev,Ekibastuzets Ekibastuz (-2008),Centre-Back,-,"Jun 5, 1987 (18)",,"1,85m",,-,2006
401,Dmitriy Shomko,Ekibastuzets Ekibastuz (-2008),Left-Back,-,"Mar 19, 1990 (15)",,"1,85m",left,-,2006
402,Zurab Archvadze,Ekibastuzets Ekibastuz (-2008),Right-Back,-,"Jan 30, 1972 (33)",,"1,73m",right,-,2006
403,Vitali Ushakov,Ekibastuzets Ekibastuz (-2008),Midfielder,-,"Aug 12, 1974 (31)",,"1,78m",,-,2006
404,Nail Shabaev,Ekibastuzets Ekibastuz (-2008),Defensive Midfield,-,"Jun 25, 1982 (23)",,"1,78m",right,-,2006
405,Aydyn Bralin,Ekibastuzets Ekibastuz (-2008),Defensive Midfield,-,"Jun 9, 1989 (16)",,"1,82m",right,-,2006
406,Andrey Barsukov,Ekibastuzets Ekibastuz (-2008),Midfielder,-,"Nov 2, 1973 (32)",,"1,75m",,-,2006
407,Evgeniy Sveshnikov,Ekibastuzets Ekibastuz (-2008),Midfielder,-,"Oct 6, 1973 (32)",,N/Am,N/A,-,2006
408,Evgeniy Galenko,Ekibastuzets Ekibastuz (-2008),Midfielder,-,"May 3, 1986 (19)",,-,,-,2006
409,Tlektes Aubakirov,Ekibastuzets Ekibastuz (-2008),Midfielder,-,"Jun 8, 1982 (23)",,"1,76m",right,-,2006
410,Erken Edigenov,Ekibastuzets Ekibastuz (-2008),Midfielder,-,"Jul 20, 1988 (17)",,"1,78m",,-,2006
411,Sergey Ivanov,Ekibastuzets Ekibastuz (-2008),Central Midfield,-,"May 30, 1980 (25)",,"1,78m",right,-,2006
412,Andrey Gefel,Ekibastuzets Ekibastuz (-2008),Central Midfield,-,"Jun 24, 1979 (26)",,"1,74m",right,-,2006
413,Evgeniy Lunev,Ekibastuzets Ekibastuz (-2008),Attacking Midfield,-,"Apr 26, 1976 (29)",,"1,86m",right,-,2006
414,Azamat Aubakirov,Ekibastuzets Ekibastuz (-2008),Striker,-,"Nov 10, 1987 (18)",,"1,75m",,-,2006
415,Dayanklych Urazov,Ekibastuzets Ekibastuz (-2008),Striker,-,"Dec 15, 1978 (27)",,"1,77m",,-,2006
416,Aleksandr Bulgakov,Ekibastuzets Ekibastuz (-2008),Centre-Forward,-,"Aug 9, 1977 (28)",,"1,86m",,-,2006
417,Igor Voynov,Ekibastuzets Ekibastuz (-2008),Striker,-,"May 23, 1986 (19)",,"1,73m",,-,2006
418,Yuri Zvonarenko,Ekibastuzets Ekibastuz (-2008),Striker,-,"Jul 27, 1977 (28)",,"1,84m",,-,2006
419,Grygoriy Krasovskyi,FK Atyrau,Goalkeeper,-,"Oct 8, 1982 (23)",,"1,84m",,-,2006
420,Anton Kozorez,FK Atyrau,Goalkeeper,-,"May 14, 1983 (22)",,"1,93m",right,-,2006
421,Andrey Tsvetkov,FK Atyrau,Goalkeeper,-,"Mar 20, 1980 (25)",,"1,91m",right,-,2006
422,Nikolay Kolesnikov,FK Atyrau,Goalkeeper,-,"May 11, 1986 (19)",,-,,-,2006
423,Igor Strelbin,FK Atyrau,Defender,-,"Sep 16, 1974 (31)",,"1,85m",,-,2006
424,Viktor Kravchenko,FK Atyrau,Defender,-,"Jan 10, 1976 (29)",,"1,80m",,-,2006
425,Samat Karashbaev,FK Atyrau,Defender,-,"Jul 18, 1988 (17)",,"1,74m",,-,2006
426,Sergiy Zaytsev,FK Atyrau,Defender,-,"Apr 13, 1973 (32)",,"1,84m",,-,2006
427,Andrey Tetushkin,FK Atyrau,Defender,-,"Aug 19, 1971 (34)",,"1,82m",right,-,2006
428,Radik Aitzhanov,FK Atyrau,Defender,-,"Aug 30, 1986 (19)",,"1,78m",,-,2006
429,Zakhar Bashnyak,FK Atyrau,Defender,-,"Jan 11, 1985 (20)",,-,,-,2006
430,Sakenzhan Shomaev,FK Atyrau,Defender,-,"Dec 4, 1983 (22)",,"1,73m",,-,2006
431,Sultanbek Ergaliev,FK Atyrau,Defender,-,"Jul 26, 1987 (18)",,-,,-,2006
432,Omar Berdiew,FK Atyrau,Centre-Back,-,"Jun 25, 1979 (26)",,"1,83m",,-,2006
433,Oleksandr Stakhiv,FK Atyrau,Centre-Back,-,"Jan 13, 1981 (24)",,"1,90m",right,-,2006
434,Andriy Yerokhin,FK Atyrau,Centre-Back,-,"Mar 24, 1978 (27)",,"1,84m",,-,2006
435,Rustam Shaymardanov,FK Atyrau,Centre-Back,-,"Sep 4, 1976 (29)",,"1,80m",,-,2006
436,Mikhail Shishkin,FK Atyrau,Left-Back,-,"Sep 4, 1980 (25)",,"1,80m",right,-,2006
437,Valentin Chureev,FK Atyrau,Right-Back,-,"Aug 29, 1986 (19)",,"1,73m",right,-,2006
438,Eugeniu Boicenco,FK Atyrau,Midfielder,-,"Oct 28, 1979 (26)",,"1,75m",both,-,2006
439,Andriy Guzenko,FK Atyrau,Midfielder,-,"Feb 19, 1973 (32)",,"1,80m",,-,2006
440,Oleg Golovan,FK Atyrau,Midfielder,-,"Oct 1, 1974 (31)",,"1,75m",,-,2006
441,Malik Zhantleuov,FK Atyrau,Midfielder,-,"Feb 2, 1989 (16)",,"1,75m",,-,2006
442,Vasiliy Lobashov,FK Atyrau,Midfielder,-,"Feb 16, 1987 (18)",,"1,75m",,-,2006
443,Dauren Kenzhebek,FK Atyrau,Midfielder,-,"Mar 14, 1988 (17)",,"1,75m",,-,2006
444,Yuriy Gura,FK Atyrau,Midfielder,-,"Aug 8, 1976 (29)",,"1,84m",,-,2006
445,Darkhan Tleuliev,FK Atyrau,Midfielder,-,"Mar 26, 1987 (18)",,"1,74m",,-,2006
446,Ernar Dyusenov,FK Atyrau,Midfielder,-,"Mar 22, 1987 (18)",,-,,-,2006
447,Spartak Murtazaev,FK Atyrau,Midfielder,-,"Oct 3, 1977 (28)",,"1,82m",,-,2006
448,Viktor Kozhushko,FK Atyrau,Central Midfield,-,"Feb 3, 1981 (24)",,"1,75m",right,-,2006
449,Oleksandr Sobkovych,FK Atyrau,Central Midfield,-,"Feb 11, 1976 (29)",,"1,75m",,-,2006
450,Roman Kismetov,FK Atyrau,Attacking Midfield,-,"Jun 17, 1987 (18)",,"1,72m",,-,2006
451,Veaceslav Sofroni,FK Atyrau,Centre-Forward,-,"Apr 30, 1984 (21)",,"1,85m",right,-,2006
452,Oleg Mochulyak,FK Atyrau,Centre-Forward,-,"Sep 24, 1974 (31)",,"1,80m",right,-,2006
