,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
234,Valeriy Krol,Aktobe-Lento Aktobe,Midfielder,-,"Apr 11, 1985 (15)",,"1,74m",,-,2001
235,Aleksandr Savchenko,Aktobe-Lento Aktobe,Midfielder,-,"Aug 31, 1976 (24)",,"1,75m",,-,2001
236,Andrey Barsukov,Aktobe-Lento Aktobe,Midfielder,-,"Nov 2, 1973 (27)",,"1,75m",,-,2001
237,Dmitriy Yurist,Aktobe-Lento Aktobe,Midfielder,-,"Feb 16, 1972 (28)",,"1,74m",,-,2001
238,Bakhyt Kyzylbaev,Aktobe-Lento Aktobe,Midfielder,-,"Dec 26, 1976 (24)",,"1,80m",,-,2001
239,Arman Elyupov,Aktobe-Lento Aktobe,Midfielder,-,"Jan 14, 1985 (15)",,"1,78m",,-,2001
240,Evgeniy Danila,Aktobe-Lento Aktobe,Midfielder,-,"Mar 21, 1981 (19)",,"1,78m",,-,2001
241,Berik Danabaev,Aktobe-Lento Aktobe,Midfielder,-,"May 4, 1984 (16)",,"1,74m",,-,2001
242,Baktiyar Rakhmatullaev,Aktobe-Lento Aktobe,Midfielder,-,"Jan 1, 1983 (17)",,"1,75m",,-,2001
243,Fayzulla Urdabaev,Aktobe-Lento Aktobe,Central Midfield,-,"Nov 10, 1966 (34)",,"1,75m",,-,2001
244,Andrey Miroshnichenko,Aktobe-Lento Aktobe,Right Midfield,-,"Dec 21, 1968 (32)",,-,,-,2001
245,Dmytro Topchiev,Aktobe-Lento Aktobe,Left Midfield,-,"Sep 25, 1966 (34)",,"1,89m",,-,2001
246,Kairat Ashirbekov,Aktobe-Lento Aktobe,Attacking Midfield,-,"Oct 21, 1982 (18)",,"1,72m",left,-,2001
247,Serik Dosmanbetov,Aktobe-Lento Aktobe,Centre-Forward,-,"Mar 8, 1982 (18)",,"1,78m",right,-,2001
248,Vladimir Loginov,Aktobe-Lento Aktobe,Centre-Forward,-,"Jan 5, 1974 (26)",,"1,84m",,-,2001
249,Igor Abdusheev,Aktobe-Lento Aktobe,Striker,-,"Apr 13, 1985 (15)",,"1,74m",,-,2001
250,Andrey Pakhtusov,Aktobe-Lento Aktobe,Striker,-,"Sep 10, 1976 (24)",,"1,76m",,-,2001
251,Bayramniyaz Berdiyev,Yesil-Bogatyr Petropavlovsk,Goalkeeper,-,"Sep 13, 1974 (26)",,"1,85m",,-,2001
252,Vladimir Loginovskiy,Yesil-Bogatyr Petropavlovsk,Goalkeeper,-,"Oct 8, 1985 (15)",,"1,93m",right,-,2001
253,Vadim Egoshkin,Yesil-Bogatyr Petropavlovsk,Goalkeeper,-,"Jan 4, 1970 (30)",,"1,94m",,-,2001
254,Vladimir Morozov,Yesil-Bogatyr Petropavlovsk,Goalkeeper,-,"Apr 6, 1980 (20)",,"1,80m",,-,2001
255,Ruslan Gumar,Yesil-Bogatyr Petropavlovsk,Defender,-,"Nov 18, 1973 (27)",,"1,81m",,-,2001
256,Oleg Chukhleba,Yesil-Bogatyr Petropavlovsk,Defender,-,"Nov 5, 1967 (33)",,"1,75m",,-,2001
257,Andrey Seliverstov,Yesil-Bogatyr Petropavlovsk,Defender,-,"Feb 2, 1980 (20)",,"1,76m",,-,2001
258,Aleksandr Gornalev,Yesil-Bogatyr Petropavlovsk,Defender,-,"Nov 15, 1968 (32)",,"1,76m",,-,2001
259,Leonid Kuskov,Yesil-Bogatyr Petropavlovsk,Defender,-,"Nov 15, 1981 (19)",,-,,-,2001
260,Evgeniy Loginovskiy,Yesil-Bogatyr Petropavlovsk,Defender,-,"Jan 18, 1981 (19)",,"1,85m",,-,2001
261,Dmitriy Natiev,Yesil-Bogatyr Petropavlovsk,Defender,-,"Sep 27, 1983 (17)",,"1,71m",,-,2001
262,Kirill Keker,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Jun 22, 1979 (21)",,"1,85m",right,-,2001
263,Kanatbek Musataev,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Jun 6, 1970 (30)",,"1,86m",,-,2001
264,Rustam Shaymardanov,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Sep 4, 1976 (24)",,"1,80m",,-,2001
265,Maksim Dubynin,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Mar 22, 1984 (16)",,"1,85m",right,-,2001
266,Sergey Skorykh,Yesil-Bogatyr Petropavlovsk,Defensive Midfield,-,"May 25, 1984 (16)",,"1,84m",right,-,2001
267,Elshan Qambarov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Oct 30, 1972 (28)",,"1,73m",,-,2001
268,Nikolay Solomin,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Apr 6, 1985 (15)",,"1,79m",,-,2001
269,Farkhad Mirsalimbaev,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Oct 15, 1972 (28)",,"1,77m",,-,2001
270,Yuriy Chukhleba,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Sep 27, 1974 (26)",,"1,78m",right,-,2001
271,Roman Seliverstov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Sep 27, 1981 (19)",,"1,79m",,-,2001
272,Timofey Krishtal,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Aug 18, 1982 (18)",,"1,74m",,-,2001
273,Evgeniy Sitnikov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Jun 5, 1980 (20)",,"1,79m",,-,2001
274,Ilkhom Sharipov,Yesil-Bogatyr Petropavlovsk,Central Midfield,-,"Feb 24, 1968 (32)",,"1,75m",,-,2001
275,Evgeniy Averchenko,Yesil-Bogatyr Petropavlovsk,Right Midfield,-,"Apr 6, 1982 (18)",,"1,72m",right,-,2001
276,Abdukakhkhor Marifaliev,Yesil-Bogatyr Petropavlovsk,Left Midfield,-,"May 10, 1971 (29)",,"1,70m",,-,2001
277,Ulugbek Asanbaev,Yesil-Bogatyr Petropavlovsk,Centre-Forward,-,"Sep 13, 1979 (21)",,"1,83m",,-,2001
278,Muslim Agayev,Yesil-Bogatyr Petropavlovsk,Striker,-,"Apr 29, 1974 (26)",,"1,77m",,-,2001
279,Sergey Kondratskiy,Yesil-Bogatyr Petropavlovsk,Striker,-,"Mar 26, 1967 (33)",,"1,80m",,-,2001
280,Sergey Yurevich,Yesil-Bogatyr Petropavlovsk,Striker,-,"Sep 11, 1979 (21)",,"1,64m",,-,2001
281,Anatoliy Vishnichenko,Yesil-Bogatyr Petropavlovsk,Striker,-,"Apr 20, 1975 (25)",,"1,92m",,-,2001
282,Aleksandr Valgushev,Yesil-Bogatyr Petropavlovsk,Striker,-,"Jun 18, 1983 (17)",,"1,74m",,-,2001
283,Naken Kyrykbaev,Vostok-Altyn Oskemen,Goalkeeper,-,"Sep 29, 1975 (25)",,"1,83m",right,-,2001
284,Aleksandr Korobko,Vostok-Altyn Oskemen,Goalkeeper,-,"Jan 16, 1970 (30)",,"1,87m",,-,2001
285,Igor Kudrenko,Vostok-Altyn Oskemen,Defender,-,"Nov 13, 1978 (22)",,"1,87m",,-,2001
286,Youssef Meskini,Vostok-Altyn Oskemen,Defender,-,"May 4, 1975 (25)",,"1,86m",,-,2001
287,Roman Pulter,Vostok-Altyn Oskemen,Defender,-,"Nov 14, 1978 (22)",,"1,77m",,-,2001
288,Igor Chesnokov,Vostok-Altyn Oskemen,Defender,-,"Feb 3, 1972 (28)",,"1,71m",,-,2001
289,Pavel Yakupov,Vostok-Altyn Oskemen,Defender,-,"Aug 18, 1978 (22)",,"1,76m",,-,2001
290,Ramiz Allakhverdiev,Vostok-Altyn Oskemen,Defender,-,"Apr 12, 1980 (20)",,-,,-,2001
291,Aleksandr Mironov,Vostok-Altyn Oskemen,Defender,-,"Jul 23, 1979 (21)",,-,,-,2001
292,Aleksey Zhuravlev,Vostok-Altyn Oskemen,Defender,-,"Dec 10, 1983 (17)",,"1,74m",,-,2001
293,Aleksandr Kirillov,Vostok-Altyn Oskemen,Defender,-,"Apr 5, 1982 (18)",,"1,80m",,-,2001
294,Oleg Fedorov,Vostok-Altyn Oskemen,Defender,-,"Nov 26, 1977 (23)",,-,,-,2001
295,Konstantin Shkodin,Vostok-Altyn Oskemen,Defender,-,"Oct 13, 1981 (19)",,-,,-,2001
296,Renat Abdulin,Vostok-Altyn Oskemen,Centre-Back,-,"Apr 14, 1982 (18)",,"1,85m",right,-,2001
297,Daniyar Mukanov,Vostok-Altyn Oskemen,Right-Back,-,"Sep 26, 1976 (24)",,"1,79m",right,-,2001
298,Sergey Surodeev,Vostok-Altyn Oskemen,Right-Back,-,"Dec 27, 1969 (31)",,"1,68m",right,-,2001
299,Dmitriy Peil,Vostok-Altyn Oskemen,Midfielder,-,"Jul 19, 1980 (20)",,"1,80m",right,-,2001
300,Sapar Ashetaev,Vostok-Altyn Oskemen,Midfielder,-,"Oct 17, 1984 (16)",,-,,-,2001
301,Evgeniy Kostrub,Vostok-Altyn Oskemen,Defensive Midfield,-,"Aug 27, 1982 (18)",,"1,77m",right,-,2001
302,Vladica Curcic,Vostok-Altyn Oskemen,Midfielder,-,"Jul 18, 1978 (22)",,"1,80m",,-,2001
303,Konstantin Zemtsov,Vostok-Altyn Oskemen,Midfielder,-,"Jul 24, 1980 (20)",,"1,82m",,-,2001
304,Dmitriy Mamonov,Vostok-Altyn Oskemen,Central Midfield,-,"Apr 26, 1978 (22)",,"1,73m",right,-,2001
305,Pavel Udalov,Vostok-Altyn Oskemen,Centre-Forward,-,"Jan 25, 1983 (17)",,"1,82m",right,-,2001
306,Artem Gavrilenko,Vostok-Altyn Oskemen,Striker,-,"Mar 26, 1984 (16)",,"1,73m",,-,2001
307,Kairat Aubakirov,Vostok-Altyn Oskemen,Centre-Forward,-,"Mar 8, 1971 (29)",,"1,80m",,-,2001
308,Yuri Zvonarenko,Vostok-Altyn Oskemen,Striker,-,"Jul 27, 1977 (23)",,"1,84m",,-,2001
309,Oleg Tarasov,Vostok-Altyn Oskemen,Striker,-,"Jan 9, 1982 (18)",,"1,78m",,-,2001
310,Emmanuel Obasi,Vostok-Altyn Oskemen,Striker,-,"Aug 24, 1980 (20)",,"1,87m",,-,2001
311,Evgeni Panchenko,Esil Kokhetau,Goalkeeper,-,"Sep 14, 1974 (26)",,"1,84m",,-,2001
312,Sergey Myaskovskiy,Esil Kokhetau,Goalkeeper,-,"Feb 1, 1967 (33)",,"1,80m",right,-,2001
313,Daniil Rikhard,Esil Kokhetau,Goalkeeper,-,"Feb 27, 1974 (26)",,"1,90m",right,-,2001
314,Sergey Kapustin,Esil Kokhetau,Defender,-,"Jan 22, 1967 (33)",,"1,85m",,-,2001
315,Dmitri Veremchuk,Esil Kokhetau,Defender,-,"Dec 8, 1976 (24)",,"1,82m",,-,2001
316,Evgeniy Valentyukevich,Esil Kokhetau,Defender,-,"Feb 9, 1982 (18)",,"1,83m",,-,2001
317,Igor Pavlyuk,Esil Kokhetau,Defender,-,"Mar 20, 1981 (19)",,"1,81m",,-,2001
318,Oleg Zakshevskiy,Esil Kokhetau,Defender,-,"May 22, 1970 (30)",,"1,70m",,-,2001
319,Roman Ganevich,Esil Kokhetau,Defender,-,"Jun 30, 1980 (20)",,-,,-,2001
320,Aleksandr Gornalev,Esil Kokhetau,Defender,-,"Nov 15, 1968 (32)",,"1,76m",,-,2001
321,Anton Gotko,Esil Kokhetau,Defender,-,"Jul 11, 1977 (23)",,-,,-,2001
322,Andrey Klimchik,Esil Kokhetau,Defender,-,"Aug 30, 1972 (28)",,"1,80m",,-,2001
323,Georgiy Martemjanov,Esil Kokhetau,Defender,-,"Jul 17, 1979 (21)",,-,,-,2001
324,Dmitriy Semin,Esil Kokhetau,Defender,-,"Oct 23, 1980 (20)",,"1,74m",,-,2001
325,Aleksandr Zhitkov,Esil Kokhetau,Centre-Back,-,"May 5, 1967 (33)",,"1,89m",,-,2001
326,Oleg Tomashevskyi,Esil Kokhetau,Left-Back,-,"Mar 15, 1970 (30)",,"1,76m",,-,2001
327,Armen Karapetyan,Esil Kokhetau,Midfielder,-,"Oct 3, 1971 (29)",,"1,74m",,-,2001
328,Oleg Kirimov,Esil Kokhetau,Midfielder,-,"Jul 28, 1968 (32)",,"1,73m",,-,2001
329,Umed Alidodov,Esil Kokhetau,Midfielder,-,"Nov 16, 1970 (30)",,"1,80m",,-,2001
330,Oleg Samoilov,Esil Kokhetau,Midfielder,-,"May 1, 1967 (33)",,"1,81m",,-,2001
331,Arsen Beysenov,Esil Kokhetau,Midfielder,-,"Nov 11, 1979 (21)",,"1,78m",,-,2001
332,Marat Eslyamov,Esil Kokhetau,Midfielder,-,"Jan 25, 1978 (22)",,-,,-,2001
333,Aleksandr Perov,Esil Kokhetau,Midfielder,-,"May 12, 1982 (18)",,"1,90m",,-,2001
334,Vitaliy Karpov,Esil Kokhetau,Centre-Forward,-,"Jan 24, 1979 (21)",,N/Am,N/A,-,2001
335,Muslim Agayev,Esil Kokhetau,Striker,-,"Apr 29, 1974 (26)",,"1,77m",,-,2001
336,Oleg Romanov,Esil Kokhetau,Striker,-,"Nov 17, 1972 (28)",,"1,80m",,-,2001
337,Vladimir Gurtuev,Esil Kokhetau,Striker,-,"Jul 2, 1971 (29)",,"1,82m",,-,2001
338,Sergey Mataganov,Esil Kokhetau,Striker,-,"Sep 10, 1979 (21)",,"1,82m",,-,2001
339,Omirzhan Shalabaev,Esil Kokhetau,Striker,-,"Jul 3, 1984 (16)",,"1,77m",,-,2001
340,Konstantin Kucherbaev,Esil Kokhetau,Striker,-,"Jan 14, 1970 (30)",,"1,79m",,-,2001
