,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
226,Toktar Zhangylyshbay,FK Maktaaral,Centre-Forward,11,"May 25, 1993 (28)",,"1,89m",right,€250k,2022
227,Igor Shatskiy,Shakhter Karaganda,Goalkeeper,30,"May 11, 1989 (32)",,"1,85m",right,€400k,2022
228,Egor Tsuprikov,Shakhter Karaganda,Goalkeeper,40,"May 27, 1997 (24)",,"1,90m",right,€200k,2022
229,Vladislav Loshkarev,Shakhter Karaganda,Goalkeeper,76,"Mar 10, 2004 (17)",,"1,89m",right,€75k,2022
230,Danila Karpikov,Shakhter Karaganda,Goalkeeper,95,"Oct 15, 2003 (18)",,"1,93m",right,€10k,2022
231,Stefan Bukorac,Shakhter Karaganda,Centre-Back,8,"Feb 15, 1991 (30)",,"1,93m",right,€500k,2022
232,Viktor Dmitrenko,Shakhter Karaganda,Centre-Back,4,"Apr 4, 1991 (30)",,"1,90m",right,€250k,2022
233,Djordje Cosic,Shakhter Karaganda,Centre-Back,5,"Sep 11, 1995 (26)",,"1,87m",left,€250k,2022
234,Anton Tolordava,Shakhter Karaganda,Centre-Back,3,"Aug 2, 1996 (25)",,"1,92m",right,€175k,2022
235,Dinmukhammed Kashken,Shakhter Karaganda,Centre-Back,33,"Jan 4, 2000 (21)",,"1,87m",right,€125k,2022
236,Shakhsultan Zubaydilda,Shakhter Karaganda,Centre-Back,90,"Jun 22, 2001 (20)",,"1,88m",left,€50k,2022
237,Ualikhan Mukhametzhanov,Shakhter Karaganda,Centre-Back,43,"Oct 31, 2001 (20)",,"1,85m",right,€10k,2022
238,Francisco Campo,Shakhter Karaganda,Centre-Back,6,"Aug 23, 2000 (21)",,"1,91m",left,-,2022
239,Konstantin Gorizanov,Shakhter Karaganda,Left-Back,52,"Sep 30, 2002 (19)",,"1,87m",left,€50k,2022
240,Danil Blokhin,Shakhter Karaganda,Left-Back,36,"Aug 26, 2003 (18)",,"1,77m",right,-,2022
241,Almas Tyulyubay,Shakhter Karaganda,Right-Back,44,"Apr 18, 2001 (20)",,"1,81m",right,€100k,2022
242,Egor Alishauskas,Shakhter Karaganda,Right-Back,2,"Dec 18, 1997 (24)",,"1,77m",right,€50k,2022
243,Bogdan Savkiv,Shakhter Karaganda,Right-Back,15,"Aug 28, 2001 (20)",,"1,78m",right,€25k,2022
244,Róger Cañas,Shakhter Karaganda,Defensive Midfield,88,"Mar 27, 1990 (31)",,"1,90m",right,€300k,2022
245,Ruslan Tutkyshev,Shakhter Karaganda,Defensive Midfield,23,"Feb 18, 1999 (22)",,"1,80m",right,€50k,2022
246,Yuriy Pertsukh,Shakhter Karaganda,Central Midfield,28,"May 13, 1996 (25)",,"1,86m",right,€500k,2022
247,Abylaykhan Nazymkhanov,Shakhter Karaganda,Central Midfield,34,"Feb 5, 2002 (19)",,"1,84m",both,€125k,2022
248,Ibragim Dadaev,Shakhter Karaganda,Central Midfield,20,"Jun 11, 2002 (19)",,"1,78m",both,€50k,2022
249,Ansar Altynkhan,Shakhter Karaganda,Central Midfield,18,"Nov 8, 2003 (18)",,"1,65m",right,-,2022
250,Roman Murtazaev,Shakhter Karaganda,Left Winger,7,"Sep 10, 1993 (28)",,"1,88m",right,€650k,2022
251,Maksim Galkin,Shakhter Karaganda,Left Winger,21,"Jul 12, 1999 (22)",,"1,73m",right,€100k,2022
252,Georgiy Zakharenko,Shakhter Karaganda,Left Winger,22,"Jan 12, 1998 (23)",,"1,78m",right,€75k,2022
253,Daniyal Takhanov,Shakhter Karaganda,Left Winger,53,"Oct 21, 2005 (16)",,"1,72m",left,-,2022
254,Temur Chogadze,Shakhter Karaganda,Right Winger,10,"May 5, 1998 (23)",,"1,77m",left,€150k,2022
255,Aydos Tattybaev,Shakhter Karaganda,Centre-Forward,9,"Apr 26, 1990 (31)",,"1,86m",right,€300k,2022
256,Aybar Abdulla,Shakhter Karaganda,Centre-Forward,29,"Jan 22, 2002 (19)",,"1,76m",left,€125k,2022
257,Ivan Sviridov,Shakhter Karaganda,Centre-Forward,77,"Jun 28, 2002 (19)",,"1,84m",both,€125k,2022
258,Shyngys Flyuk,Shakhter Karaganda,Centre-Forward,19,"Dec 28, 2001 (20)",,"1,78m",left,€50k,2022
259,Ivan Konovalov,Tobol Kostanay,Goalkeeper,23,"Aug 18, 1994 (27)",,"1,91m",right,€300k,2022
260,Timur Akmurzin,Tobol Kostanay,Goalkeeper,88,"Dec 7, 1997 (24)",,"1,89m",right,€300k,2022
261,Sultan Busurmanov,Tobol Kostanay,Goalkeeper,12,"May 10, 1996 (25)",,"1,86m",right,€125k,2022
262,Aleksandr Mokin,Tobol Kostanay,Goalkeeper,-,"Jun 19, 1981 (40)",,"1,94m",right,€50k,2022
263,Yuriy Melikhov,Tobol Kostanay,Goalkeeper,28,"Sep 1, 2003 (18)",,"1,82m",right,-,2022
264,Aleksa Amanovic,Tobol Kostanay,Centre-Back,-,"Oct 24, 1996 (25)",,"1,87m",left,€1.30m,2022
265,Sergey Maliy,Tobol Kostanay,Centre-Back,-,"Jun 5, 1990 (31)",,"1,91m",right,€1.00m,2022
266,Aleksandr Marochkin,Tobol Kostanay,Centre-Back,22,"Jul 14, 1990 (31)",,"1,91m",right,€700k,2022
267,Zarko Tomasevic,Tobol Kostanay,Centre-Back,-,"Feb 22, 1990 (31)",,"1,90m",left,€500k,2022
268,Ivan Rogac,Tobol Kostanay,Centre-Back,4,"Jun 18, 1992 (29)",,"1,92m",right,€350k,2022
269,Pavel Zabelin,Tobol Kostanay,Centre-Back,13,"Jun 30, 1995 (26)",,"1,95m",left,€350k,2022
270,Bojan Mladjovic,Tobol Kostanay,Centre-Back,30,"Oct 16, 1995 (26)",,"1,88m",left,€250k,2022
271,Albert Gabaraev,Tobol Kostanay,Centre-Back,15,"Sep 28, 1997 (24)",,"1,90m",right,€200k,2022
272,Daniyar Semchenkov,Tobol Kostanay,Centre-Back,5,"Feb 12, 1997 (24)",,"1,86m",right,€100k,2022
273,Vyacheslav Kulpeisov,Tobol Kostanay,Centre-Back,47,"Dec 24, 2001 (20)",,"1,75m",right,€50k,2022
274,Roman Asrankulov,Tobol Kostanay,Left-Back,3,"Jul 30, 1999 (22)",,"1,86m",left,€250k,2022
275,Bagdat Kairov,Tobol Kostanay,Right-Back,24,"Apr 27, 1993 (28)",,"1,78m",right,€700k,2022
276,Timur Zhakupov,Tobol Kostanay,Right-Back,17,"Sep 6, 1995 (26)",,"1,77m",right,€150k,2022
277,Dusan Jovancic,Tobol Kostanay,Defensive Midfield,-,"Oct 19, 1990 (31)",,"1,86m",right,€800k,2022
278,Jovan Ilic,Tobol Kostanay,Defensive Midfield,6,"Jan 30, 2000 (21)",,"1,76m",right,€150k,2022
279,Yevgen Shakhov,Tobol Kostanay,Central Midfield,90,"Nov 30, 1990 (31)",,"1,89m",right,€1.20m,2022
280,Askhat Tagybergen,Tobol Kostanay,Central Midfield,-,"Aug 9, 1990 (31)",,"1,79m",right,€750k,2022
281,Samat Zharynbetov,Tobol Kostanay,Central Midfield,14,"Jan 4, 1994 (27)",,"1,74m",right,€600k,2022
282,Chidi Osuchukwu,Tobol Kostanay,Central Midfield,-,"Oct 11, 1993 (28)",,"1,76m",left,€350k,2022
283,Ramazan Orazov,Tobol Kostanay,Central Midfield,20,"Jan 30, 1998 (23)",,"1,76m",right,€300k,2022
284,Ruslan Valiullin,Tobol Kostanay,Left Midfield,97,"Sep 9, 1994 (27)",,"1,80m",left,€800k,2022
285,Vladislav Vasiljev,Tobol Kostanay,Attacking Midfield,-,"Apr 10, 1997 (24)",,"1,76m",left,€500k,2022
286,Serikzhan Muzhikov,Tobol Kostanay,Attacking Midfield,10,"Jun 17, 1989 (32)",,"1,69m",right,€400k,2022
287,Beybit Galym,Tobol Kostanay,Attacking Midfield,51,"Oct 25, 2004 (17)",,"1,75m",right,-,2022
288,Miljan Vukadinovic,Tobol Kostanay,Left Winger,21,"Dec 27, 1992 (29)",,"1,80m",right,€1.20m,2022
289,Rúben Brígido,Tobol Kostanay,Left Winger,-,"Jun 23, 1991 (30)",,"1,72m",both,€550k,2022
290,Pavel Kireenko,Tobol Kostanay,Left Winger,18,"Jun 14, 1994 (27)",,"1,75m",left,€275k,2022
291,Asmir Suljic,Tobol Kostanay,Left Winger,99,"Sep 11, 1991 (30)",,"1,73m",right,€250k,2022
292,Zhaslan Zhumashev,Tobol Kostanay,Left Winger,7,"Sep 27, 2001 (20)",,"1,75m",both,€100k,2022
293,Igor Ivanovic,Tobol Kostanay,Right Winger,70,"Jul 28, 1997 (24)",,"1,75m",left,€750k,2022
294,Zoran Tosic,Tobol Kostanay,Right Winger,-,"Apr 28, 1987 (34)",,"1,71m",left,€250k,2022
295,Islam Chesnokov,Tobol Kostanay,Right Winger,11,"Nov 21, 1999 (22)",,"1,82m",left,€100k,2022
296,Igor Sergeev,Tobol Kostanay,Centre-Forward,77,"Apr 30, 1993 (28)",,"1,85m",left,€1.70m,2022
297,Aybar Zhaksylykov,Tobol Kostanay,Centre-Forward,-,"Jul 24, 1997 (24)",,"1,84m",right,€300k,2022
298,Momcilo Mrkaic,Tobol Kostanay,Centre-Forward,19,"Sep 21, 1990 (31)",,"1,92m",right,€300k,2022
299,Serges Deblé,Tobol Kostanay,Centre-Forward,8,"Oct 1, 1989 (32)",,"1,71m",right,€200k,2022
300,Bekzat Ermekbaev,Tobol Kostanay,Centre-Forward,39,"Dec 6, 2001 (20)",,"1,73m",right,-,2022
301,Miroslav Lobantsev,Qyzyljar Petropavlovsk,Goalkeeper,-,"May 27, 1995 (26)",,"1,89m",right,€600k,2022
302,Roman Stepanov,Qyzyljar Petropavlovsk,Goalkeeper,25,"Aug 6, 1991 (30)",,"1,88m",right,€350k,2022
303,Dzhurakhon Babakhanov,Qyzyljar Petropavlovsk,Goalkeeper,1,"Oct 31, 1991 (30)",,"1,90m",right,€150k,2022
304,Vadim Petrov,Qyzyljar Petropavlovsk,Goalkeeper,32,"Jun 11, 2000 (21)",,"1,88m",left,€125k,2022
305,Vladimir Loginovskiy,Qyzyljar Petropavlovsk,Goalkeeper,-,"Oct 8, 1985 (36)",,"1,93m",right,€75k,2022
306,Ivan Graf,Qyzyljar Petropavlovsk,Defender,55,"Jun 17, 1987 (34)",,"1,94m",right,€125k,2022
307,Nikita Naumov,Qyzyljar Petropavlovsk,Centre-Back,3,"Nov 15, 1989 (32)",,"1,94m",right,€500k,2022
308,Mateo Muzek,Qyzyljar Petropavlovsk,Centre-Back,-,"Apr 29, 1995 (26)",,"1,83m",left,€350k,2022
309,Oleg Murachev,Qyzyljar Petropavlovsk,Centre-Back,-,"Feb 22, 1995 (26)",,"1,82m",right,€300k,2022
310,Bekzat Shadmanov,Qyzyljar Petropavlovsk,Centre-Back,12,"Aug 12, 1997 (24)",,"1,89m",right,€300k,2022
311,Mark Gurman,Qyzyljar Petropavlovsk,Centre-Back,-,"Feb 9, 1989 (32)",,"1,79m",right,€200k,2022
312,Valeriy Karshakevich,Qyzyljar Petropavlovsk,Centre-Back,-,"Feb 15, 1988 (33)",,"1,93m",left,€150k,2022
313,Darko Bulatovic,Qyzyljar Petropavlovsk,Centre-Back,89,"Sep 5, 1989 (32)",,"1,85m",left,€150k,2022
314,Viktor Zyabko,Qyzyljar Petropavlovsk,Centre-Back,4,"Jun 6, 1997 (24)",,"1,85m",left,€100k,2022
315,Miras Zhenis,Qyzyljar Petropavlovsk,Centre-Back,17,"Nov 30, 2002 (19)",,"1,83m",right,€75k,2022
316,Yuriy Bushman,Qyzyljar Petropavlovsk,Left-Back,8,"May 14, 1990 (31)",,"1,78m",left,€350k,2022
317,Bryan Van Den Bogaert,Qyzyljar Petropavlovsk,Left-Back,28,"Dec 14, 1991 (30)",,"1,88m",left,€200k,2022
318,Aydos Kumarov,Qyzyljar Petropavlovsk,Left-Back,73,"Feb 27, 2002 (19)",,"1,75m",left,-,2022
319,Erkin Tapalov,Qyzyljar Petropavlovsk,Right-Back,11,"Sep 3, 1993 (28)",,"1,79m",right,€450k,2022
320,Dmitriy Schmidt,Qyzyljar Petropavlovsk,Right-Back,-,"Nov 17, 1993 (28)",,"1,75m",right,€400k,2022
321,Aldair Adilov,Qyzyljar Petropavlovsk,Right-Back,2,"Jun 11, 2002 (19)",,"1,72m",right,-,2022
322,Gian Martins,Qyzyljar Petropavlovsk,Defensive Midfield,-,"Apr 2, 1993 (28)",,"1,84m",left,€450k,2022
323,Rafael Sabino,Qyzyljar Petropavlovsk,Defensive Midfield,5,"Jun 17, 1996 (25)",,"1,78m",right,€300k,2022
324,Moussa Koné,Qyzyljar Petropavlovsk,Defensive Midfield,-,"Feb 12, 1990 (31)",,"1,82m",right,€250k,2022
325,Sergey Tikhonovskiy,Qyzyljar Petropavlovsk,Defensive Midfield,-,"Jun 26, 1990 (31)",,"1,75m",right,€150k,2022
326,Pablo Podio,Qyzyljar Petropavlovsk,Central Midfield,24,"Aug 7, 1989 (32)",,"1,80m",left,€300k,2022
327,Evgeniy Berezkin,Qyzyljar Petropavlovsk,Central Midfield,27,"Jul 5, 1996 (25)",,"1,82m",right,€300k,2022
328,Rafail Ospanov,Qyzyljar Petropavlovsk,Central Midfield,6,"Nov 5, 1997 (24)",,"1,81m",right,€250k,2022
329,Marat Shakhmetov,Qyzyljar Petropavlovsk,Central Midfield,16,"Feb 6, 1989 (32)",,"1,82m",right,€200k,2022
330,Giorgi Ivaniadze,Qyzyljar Petropavlovsk,Attacking Midfield,-,"Jan 27, 2000 (21)",,"1,75m",right,€175k,2022
331,Luka Imnadze,Qyzyljar Petropavlovsk,Left Winger,19,"Aug 26, 1997 (24)",,"1,84m",right,€175k,2022
332,Almas Izmaylov,Qyzyljar Petropavlovsk,Left Winger,22,"Jan 30, 2002 (19)",,"1,79m",right,€75k,2022
333,Zhantore Moldabaev,Qyzyljar Petropavlovsk,Left Winger,18,"Jan 7, 2003 (18)",,-,right,€10k,2022
334,Darko Zoric,Qyzyljar Petropavlovsk,Right Winger,-,"Sep 12, 1993 (28)",,"1,89m",left,€450k,2022
335,Pernambuco,Qyzyljar Petropavlovsk,Right Winger,98,"Apr 28, 1998 (23)",,"1,87m",left,€400k,2022
336,Evgeniy Kozlov,Qyzyljar Petropavlovsk,Right Winger,-,"Feb 4, 1995 (26)",,"1,78m",left,€350k,2022
337,Pavel Yakovlev,Qyzyljar Petropavlovsk,Right Winger,-,"Apr 7, 1991 (30)",,"1,80m",right,€250k,2022
338,Mladen Veselinovic,Qyzyljar Petropavlovsk,Right Winger,21,"Jan 4, 1993 (28)",,"1,74m",right,€200k,2022
339,Ardak Saulet,Qyzyljar Petropavlovsk,Right Winger,14,"Jan 12, 1997 (24)",,"1,69m",right,€150k,2022
340,Elguja Lobjanidze,Qyzyljar Petropavlovsk,Centre-Forward,-,"Sep 17, 1992 (29)",,"1,93m",right,€500k,2022
341,Dmytro Khlyobas,Qyzyljar Petropavlovsk,Centre-Forward,13,"May 9, 1994 (27)",,"1,78m",right,€500k,2022
342,Timur Muldinov,Qyzyljar Petropavlovsk,Centre-Forward,7,"Sep 19, 1993 (28)",,"1,80m",right,€250k,2022
343,Maksim Chikanchi,Qyzyljar Petropavlovsk,Centre-Forward,9,"Aug 29, 1998 (23)",,"1,85m",right,€225k,2022
344,Boris Cmiljanic,Qyzyljar Petropavlovsk,Centre-Forward,10,"Mar 17, 1996 (25)",,"1,93m",right,€200k,2022
345,Tamaz Makatsaria,Qyzyljar Petropavlovsk,Centre-Forward,30,"Oct 3, 1995 (26)",,"1,83m",right,€200k,2022
346,Artem Cheredinov,Qyzyljar Petropavlovsk,Centre-Forward,-,"Jul 17, 1998 (23)",,"1,82m",right,€125k,2022
347,Maksim Skorykh,Qyzyljar Petropavlovsk,Centre-Forward,-,"Apr 20, 2000 (21)",,"1,94m",right,€125k,2022
348,Danil Ustimenko,Kairat Almaty,Goalkeeper,1,"Aug 8, 2000 (21)",,"1,90m",right,€300k,2022
349,Vadim Ulyanov,Kairat Almaty,Goalkeeper,30,"Oct 7, 2001 (20)",,"1,90m",right,€125k,2022
350,Temirlan Anarbekov,Kairat Almaty,Goalkeeper,27,"Oct 14, 2003 (18)",,"1,89m",left,€100k,2022
351,Macky Bagnack,Kairat Almaty,Centre-Back,3,"Jun 7, 1995 (26)",,"1,87m",both,€900k,2022
352,Ofri Arad,Kairat Almaty,Centre-Back,15,"Sep 11, 1998 (23)",,"1,81m",right,€750k,2022
353,Viktor Vasin,Kairat Almaty,Centre-Back,5,"Oct 6, 1988 (33)",,"1,93m",right,€500k,2022
354,Damir Kasabulat,Kairat Almaty,Centre-Back,4,"Aug 29, 2002 (19)",,"1,82m",right,€125k,2022
355,Aleksandr Shirobokov,Kairat Almaty,Centre-Back,25,"Jan 2, 2003 (18)",,"1,84m",right,€100k,2022
356,Sultan Askarov,Kairat Almaty,Centre-Back,93,"Jan 21, 2004 (17)",,"1,86m",right,-,2022
357,Sergey Keiler,Kairat Almaty,Left-Back,6,"Nov 8, 1994 (27)",,"1,80m",left,€300k,2022
358,Lev Kurgin,Kairat Almaty,Left-Back,13,"Jun 6, 2002 (19)",,"1,84m",left,€75k,2022
359,Ramazan Karimov,Kairat Almaty,Left-Back,71,"Nov 24, 2004 (17)",,"1,69m",left,-,2022
360,Sultanbek Astanov,Kairat Almaty,Right-Back,-,"Mar 23, 1999 (22)",,"1,79m",right,€400k,2022
361,Egor Tkachenko,Kairat Almaty,Right-Back,2,"Apr 15, 2003 (18)",,"1,83m",right,€100k,2022
362,Aleksandr Mrynskiy,Kairat Almaty,Right-Back,24,"Jul 15, 2004 (17)",,"1,77m",right,€10k,2022
363,Aslan Akhmedov,Kairat Almaty,Right-Back,47,"May 1, 2004 (17)",,"1,62m",right,-,2022
364,Adilet Sadybekov,Kairat Almaty,Defensive Midfield,26,"May 26, 2002 (19)",,"1,86m",right,€25k,2022
365,Olzhas Baybek,Kairat Almaty,Defensive Midfield,96,"Feb 11, 2005 (16)",,"1,81m",right,-,2022
366,Adam Adakhadzhiev,Kairat Almaty,Central Midfield,-,"Nov 23, 1998 (23)",,"1,76m",right,€300k,2022
367,Arsen Buranchiev,Kairat Almaty,Central Midfield,21,"Sep 12, 2001 (20)",,"1,82m",left,€250k,2022
368,Andrey Ulshin,Kairat Almaty,Central Midfield,23,"Apr 18, 2000 (21)",,"1,84m",left,€250k,2022
369,Anton Krachkovskiy,Kairat Almaty,Central Midfield,8,"Jun 22, 2002 (19)",,"1,70m",right,€225k,2022
370,Dmitriy Sergeev,Kairat Almaty,Central Midfield,20,"Apr 3, 2000 (21)",,"1,84m",right,€150k,2022
371,Miras Kobeev,Kairat Almaty,Central Midfield,16,"Jun 9, 2004 (17)",,"1,71m",right,€10k,2022
372,Daniyar Usenov,Kairat Almaty,Attacking Midfield,17,"Feb 18, 2001 (20)",,"1,81m",left,€250k,2022
373,Vyacheslav Shvyrev,Kairat Almaty,Attacking Midfield,18,"Jan 7, 2001 (20)",,"1,76m",right,€225k,2022
374,Dias Kushkumbaev,Kairat Almaty,Attacking Midfield,39,"Apr 30, 2003 (18)",,"1,74m",right,€10k,2022
375,Gulzhigit Alykulov,Kairat Almaty,Left Winger,7,"Nov 25, 2000 (21)",,"1,69m",right,€1.00m,2022
376,Galymzhan Kenzhebek,Kairat Almaty,Left Winger,19,"Feb 12, 2003 (18)",,"1,77m",right,€150k,2022
377,Saif Popov,Kairat Almaty,Left Winger,91,"Jun 30, 2004 (17)",,"1,74m",right,€10k,2022
378,Erkebulan Seydakhmet,Kairat Almaty,Right Winger,22,"Feb 4, 2000 (21)",,"1,78m",right,€150k,2022
379,José Kanté,Kairat Almaty,Centre-Forward,-,"Sep 27, 1990 (31)",,"1,84m",right,€1.50m,2022
380,Artur Shushenachev,Kairat Almaty,Centre-Forward,10,"Apr 7, 1998 (23)",,"1,90m",right,€1.00m,2022
381,João Paulo,Kairat Almaty,Centre-Forward,11,"Jun 2, 1988 (33)",,"1,67m",right,€700k,2022
382,Aybar Abdulla,Kairat Almaty,Centre-Forward,29,"Jan 22, 2002 (19)",,"1,76m",left,€125k,2022
383,Bayzhan Madelkhan,Kairat Almaty,Centre-Forward,-,"Jun 28, 2002 (19)",,"1,73m",right,€100k,2022
384,Yan Trufanov,Kairat Almaty,Centre-Forward,83,"May 17, 2004 (17)",,"1,85m",right,€25k,2022
385,Alibi Mukhit,Kairat Almaty,Centre-Forward,82,"Apr 18, 2004 (17)",,"1,75m",right,€10k,2022
386,Maksim Plotnikov,Kaspiy Aktau,Goalkeeper,49,"Jan 29, 1998 (23)",,"1,87m",left,€200k,2022
387,Nurlybek Ayazbaev,Kaspiy Aktau,Goalkeeper,1,"Jan 24, 1991 (30)",,"1,83m",right,€150k,2022
388,Erzhan Tokotaev,Kaspiy Aktau,Goalkeeper,35,"Jul 17, 2000 (21)",,"1,89m",right,€150k,2022
389,Olzhas Mukhanov,Kaspiy Aktau,Goalkeeper,12,"Oct 27, 1997 (24)",,"1,86m",right,€100k,2022
390,Beybarys Kaldybay,Kaspiy Aktau,Goalkeeper,60,"Apr 13, 2005 (16)",,"1,89m",right,-,2022
391,Amandyk Nabikhanov,Kaspiy Aktau,Centre-Back,-,"Nov 9, 1997 (24)",,"1,83m",right,€300k,2022
392,Aleksey Zaleskiy,Kaspiy Aktau,Centre-Back,13,"Oct 7, 1994 (27)",,"1,89m",right,€300k,2022
393,Talgat Kusyapov,Kaspiy Aktau,Centre-Back,22,"Feb 14, 1999 (22)",,"1,86m",left,€300k,2022
394,Georgiy Bugulov,Kaspiy Aktau,Centre-Back,93,"Mar 17, 1993 (28)",,"1,90m",right,€150k,2022
395,Erlan Kadyrbaev,Kaspiy Aktau,Centre-Back,4,"Oct 5, 1991 (30)",,"1,81m",right,€75k,2022
396,Tenizbay Abdurakhmanov,Kaspiy Aktau,Centre-Back,50,"Jun 29, 2002 (19)",,"1,90m",right,-,2022
397,Adilbek Zhanibekuly,Kaspiy Aktau,Centre-Back,37,"Jul 9, 2004 (17)",,"1,81m",left,-,2022
398,Maksat Taykenov,Kaspiy Aktau,Left-Back,19,"Aug 14, 1997 (24)",,"1,69m",left,€450k,2022
399,Anuar Bekmyrza,Kaspiy Aktau,Left-Back,3,"May 7, 2001 (20)",,"1,75m",left,€25k,2022
400,Timur Redzhepov,Kaspiy Aktau,Left-Back,6,"Jul 6, 2002 (19)",,"1,83m",left,-,2022
401,Stefan Kocev,Kaspiy Aktau,Right-Back,2,"Feb 23, 1994 (27)",,"1,78m",right,€200k,2022
402,Duman Narzildaev,Kaspiy Aktau,Defensive Midfield,11,"Sep 6, 1993 (28)",,"1,78m",right,€500k,2022
403,Abdoulaye Diakhate,Kaspiy Aktau,Defensive Midfield,21,"Jan 16, 1988 (33)",,"1,81m",right,€300k,2022
404,Shqiprim Taipi,Kaspiy Aktau,Defensive Midfield,27,"Feb 19, 1997 (24)",,"1,74m",right,€300k,2022
405,Miras Tuliev,Kaspiy Aktau,Defensive Midfield,5,"Aug 30, 1994 (27)",,"1,78m",right,€125k,2022
406,Ziga Ovsenek,Kaspiy Aktau,Defensive Midfield,34,"Jan 21, 1998 (23)",,"1,83m",right,€50k,2022
407,Solomon Udo,Kaspiy Aktau,Central Midfield,-,"Jul 15, 1995 (26)",,"1,75m",right,€350k,2022
408,Vilius Armanavicius,Kaspiy Aktau,Central Midfield,8,"May 8, 1995 (26)",,"1,83m",right,€225k,2022
409,Bekzat Kabylan,Kaspiy Aktau,Central Midfield,7,"Mar 3, 1996 (25)",,"1,62m",right,€150k,2022
410,Darkhan Berdibek,Kaspiy Aktau,Central Midfield,17,"May 31, 2004 (17)",,"1,79m",right,-,2022
411,Jaba Jigauri,Kaspiy Aktau,Attacking Midfield,9,"Jul 8, 1992 (29)",,"1,75m",right,€500k,2022
412,Daniyar Usenov,Kaspiy Aktau,Attacking Midfield,10,"Feb 18, 2001 (20)",,"1,81m",left,€250k,2022
413,Timur Gaziz,Kaspiy Aktau,Attacking Midfield,33,"Apr 15, 2005 (16)",,"1,80m",,-,2022
414,Zhaner Zhazmagambetov,Kaspiy Aktau,Attacking Midfield,76,"Aug 24, 2005 (16)",,"1,86m",right,-,2022
415,Rúben Brígido,Kaspiy Aktau,Left Winger,91,"Jun 23, 1991 (30)",,"1,72m",both,€550k,2022
416,Mikhail Chernomyrdin,Kaspiy Aktau,Left Winger,-,"Mar 4, 1999 (22)",,"1,75m",right,€225k,2022
417,Madiyar Bekeshov,Kaspiy Aktau,Left Winger,77,"Sep 10, 2004 (17)",,"1,81m",both,-,2022
418,Dmitriy Podstrelov,Kaspiy Aktau,Right Winger,20,"Sep 6, 1998 (23)",,"1,75m",left,€400k,2022
419,Aslan Gabiden,Kaspiy Aktau,Right Winger,30,"Sep 29, 2005 (16)",,"1,68m",right,-,2022
420,Zhandos Zhumabekov,Kaspiy Aktau,Right Winger,66,"Jul 15, 2002 (19)",,"1,78m",,-,2022
421,Giorgi Pantsulaia,Kaspiy Aktau,Centre-Forward,14,"Jan 6, 1994 (27)",,"1,81m",right,€350k,2022
422,Stanislav Krapukhin,Kaspiy Aktau,Centre-Forward,99,"Mar 28, 1998 (23)",,"1,91m",right,€300k,2022
423,Almas Armenov,Kaspiy Aktau,Centre-Forward,92,"Jan 27, 1992 (29)",,"1,70m",left,€75k,2022
424,Filip Avric,Kaspiy Aktau,Centre-Forward,-,"Jun 14, 2001 (20)",,"1,86m",right,€50k,2022
425,Ilya Chernyak,Kaspiy Aktau,Centre-Forward,-,"May 19, 2002 (19)",,"1,84m",right,€25k,2022
426,Nurasyl Abilkairov,Kaspiy Aktau,Centre-Forward,47,"Jul 25, 2007 (14)",,"1,91m",,-,2022
427,Egor Khatkevich,FK Atyrau,Goalkeeper,1,"Jul 9, 1988 (33)",,"1,96m",right,€200k,2022
428,Ilya Karavaev,FK Atyrau,Goalkeeper,16,"May 4, 1995 (26)",,"1,86m",right,€75k,2022
429,Nurasyl Tokhtarov,FK Atyrau,Goalkeeper,35,"Dec 14, 2000 (21)",,"1,83m",right,-,2022
430,Amandyk Nabikhanov,FK Atyrau,Centre-Back,23,"Nov 9, 1997 (24)",,"1,83m",right,€300k,2022
431,Olzhas Kerimzhanov,FK Atyrau,Centre-Back,26,"May 16, 1989 (32)",,"1,89m",right,€300k,2022
432,Nikita Stepanov,FK Atyrau,Centre-Back,18,"Apr 6, 1996 (25)",,"1,86m",left,€200k,2022
433,Adilbek Zhumakhanov,FK Atyrau,Centre-Back,4,"Dec 27, 2002 (19)",,"1,87m",right,€150k,2022
434,Matheus Bissi,FK Atyrau,Centre-Back,30,"Mar 19, 1991 (30)",,"1,88m",right,€125k,2022
435,Ravil Ibragimov,FK Atyrau,Centre-Back,3,"Dec 25, 2000 (21)",,"1,86m",left,€75k,2022
436,Daniyar Urda,FK Atyrau,Centre-Back,27,"May 29, 2003 (18)",,"1,84m",left,€25k,2022
437,Soslan Takulov,FK Atyrau,Left-Back,8,"Apr 28, 1995 (26)",,"1,78m",left,€225k,2022
438,Gevorg Nadzharyan,FK Atyrau,Right-Back,19,"Jan 6, 1998 (23)",,"1,75m",right,€350k,2022
439,Adi Adambaev,FK Atyrau,Right-Back,2,"Apr 4, 2001 (20)",,"1,85m",right,€50k,2022
440,Oleksandr Noyok,FK Atyrau,Defensive Midfield,55,"May 15, 1992 (29)",,"1,77m",right,€1.30m,2022
441,Domantas Antanavicius,FK Atyrau,Defensive Midfield,5,"Nov 18, 1998 (23)",,"1,77m",right,€150k,2022
442,Jakob Novak,FK Atyrau,Central Midfield,21,"Mar 4, 1998 (23)",,"1,88m",right,€150k,2022
443,Rinat Dzhumatov,FK Atyrau,Central Midfield,6,"Oct 13, 1997 (24)",,"1,74m",right,€100k,2022
