,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
226,Roman Seliverstov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Sep 27, 1981 (25)",,"1,79m",,-,2007
227,Ruslan Kopeev,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Nov 18, 1987 (19)",,"1,78m",,-,2007
228,Andrey Gefel,Yesil-Bogatyr Petropavlovsk,Central Midfield,-,"Jun 24, 1979 (27)",,"1,74m",right,-,2007
229,Evgeniy Averchenko,Yesil-Bogatyr Petropavlovsk,Right Midfield,-,"Apr 6, 1982 (24)",,"1,72m",right,-,2007
230,Gheorghe Boghiu,Yesil-Bogatyr Petropavlovsk,Centre-Forward,-,"Oct 26, 1981 (25)",,"1,78m",,-,2007
231,Aram Voskanyan,Yesil-Bogatyr Petropavlovsk,Striker,-,"Aug 26, 1975 (31)",,"1,73m",,-,2007
232,Oleksandr Yarovenko,Yesil-Bogatyr Petropavlovsk,Centre-Forward,-,"Dec 19, 1987 (19)",,"1,83m",right,-,2007
233,Vasili Prosekov,Yesil-Bogatyr Petropavlovsk,Centre-Forward,-,"Oct 31, 1983 (23)",,"1,77m",right,-,2007
234,Stanislav Bogdanov,Yesil-Bogatyr Petropavlovsk,Striker,-,"Jan 17, 1988 (18)",,"1,89m",,-,2007
235,Kirill Pryadkin,Zhetysu Taldykorgan,Goalkeeper,-,"Jul 6, 1977 (29)",,"1,85m",right,-,2007
236,Grygoriy Krasovskyi,Zhetysu Taldykorgan,Goalkeeper,-,"Oct 8, 1982 (24)",,"1,84m",,-,2007
237,Daniyar Boranbaev,Zhetysu Taldykorgan,Goalkeeper,-,"Feb 17, 1988 (18)",,"1,90m",,-,2007
238,Constantin Munteanu,Zhetysu Taldykorgan,Defender,-,"Jul 16, 1976 (30)",,-,,-,2007
239,Dmitriy Turenko,Zhetysu Taldykorgan,Defender,-,"Jun 16, 1974 (32)",,-,,-,2007
240,Zhandos Akhmetov,Zhetysu Taldykorgan,Defender,-,"Feb 4, 1987 (19)",,"1,87m",,-,2007
241,Akhmed Allabergenov,Zhetysu Taldykorgan,Defender,-,"Mar 8, 1987 (19)",,"1,75m",,-,2007
242,Mukhamed Almamedov,Zhetysu Taldykorgan,Defender,-,"Dec 27, 1988 (18)",,"1,86m",,-,2007
243,Oleksandr Krutskevych,Zhetysu Taldykorgan,Centre-Back,-,"Nov 13, 1980 (26)",,"1,90m",right,-,2007
244,Sergey Kutsov,Zhetysu Taldykorgan,Centre-Back,-,"Apr 23, 1977 (29)",,"1,91m",right,-,2007
245,Evgeniy Ovshinov,Zhetysu Taldykorgan,Centre-Back,-,"Oct 17, 1980 (26)",,"1,78m",right,-,2007
246,Maksim Zabelin,Zhetysu Taldykorgan,Centre-Back,-,"Feb 4, 1977 (29)",,"1,87m",left,-,2007
247,Boris Polyakov,Zhetysu Taldykorgan,Centre-Back,-,"Dec 8, 1976 (30)",,"1,84m",right,-,2007
248,Alik Haydarov,Zhetysu Taldykorgan,Centre-Back,-,"Apr 27, 1981 (25)",,"1,83m",right,-,2007
249,Oleg Sabirov,Zhetysu Taldykorgan,Left-Back,-,"Mar 13, 1978 (28)",,"1,81m",right,-,2007
250,Aydar Kumisbekov,Zhetysu Taldykorgan,Right-Back,-,"Feb 9, 1979 (27)",,"1,77m",right,-,2007
251,Askhat Mynbaev,Zhetysu Taldykorgan,Right-Back,-,"Feb 21, 1991 (15)",,"1,80m",right,-,2007
252,Evgeniy Meshkov,Zhetysu Taldykorgan,Defensive Midfield,-,"Sep 3, 1984 (22)",,"1,80m",right,-,2007
253,Kostyantyn Panin,Zhetysu Taldykorgan,Midfielder,-,"Dec 8, 1975 (31)",,"1,78m",,-,2007
254,Ruslan Barzukaev,Zhetysu Taldykorgan,Central Midfield,-,"Dec 5, 1987 (19)",,"1,82m",right,-,2007
255,Dmitriy Mamonov,Zhetysu Taldykorgan,Central Midfield,-,"Apr 26, 1978 (28)",,"1,73m",right,-,2007
256,Chingiz Abugaliev,Zhetysu Taldykorgan,Left Midfield,-,"Oct 11, 1986 (20)",,"1,87m",both,-,2007
257,Vladislav Kiselev,Zhetysu Taldykorgan,Left Midfield,-,"Oct 12, 1980 (26)",,"1,78m",left,-,2007
258,Ruslan Mikhailov,Zhetysu Taldykorgan,Left Midfield,-,"Feb 22, 1979 (27)",,"1,72m",left,-,2007
259,Ionut Lutu,Zhetysu Taldykorgan,Attacking Midfield,-,"Aug 3, 1975 (31)",,"1,69m",right,-,2007
260,Serikzhan Muzhikov,Zhetysu Taldykorgan,Attacking Midfield,-,"Jun 17, 1989 (17)",,"1,69m",right,-,2007
261,Vyacheslav Nurmagombetov,Zhetysu Taldykorgan,Right Winger,-,"Aug 10, 1984 (22)",,"1,84m",right,-,2007
262,Anton Sidelnikov,Zhetysu Taldykorgan,Right Winger,-,"Apr 17, 1981 (25)",,"1,76m",,-,2007
263,Erzat Kenbaev,Zhetysu Taldykorgan,Second Striker,-,"Apr 22, 1988 (18)",,"1,78m",right,-,2007
264,Guwancmuhammet Öwekow,Zhetysu Taldykorgan,Centre-Forward,-,"Feb 2, 1981 (25)",,"1,74m",right,-,2007
265,Sergiy Ditkovskyi,Zhetysu Taldykorgan,Centre-Forward,-,"Apr 16, 1979 (27)",,"1,83m",,-,2007
266,Vitali Demur,FC Astana,Goalkeeper,-,"Nov 18, 1987 (19)",,"1,90m",right,-,2007
267,Evgeni Kuznetsov,FC Astana,Goalkeeper,-,"Nov 29, 1986 (20)",,"1,93m",right,-,2007
268,Roman Tsyganovkin,FC Astana,Goalkeeper,-,"Sep 23, 1990 (16)",,"1,92m",right,-,2007
269,Aleksey Buluchevskiy,FC Astana,Goalkeeper,-,"Aug 8, 1987 (19)",,"1,89m",,-,2007
270,Kuandyk Ermekbaev,FC Astana,Goalkeeper,-,"Mar 7, 1989 (17)",,"2,00m",,-,2007
271,Aleksandr Mokin,FC Astana,Goalkeeper,21,"Jun 19, 1981 (25)",,"1,94m",right,-,2007
272,Sergey Boychenko,FC Astana,Goalkeeper,29,"Sep 27, 1977 (29)",,"1,98m",right,-,2007
273,Alikhan Shadiev,FC Astana,Defender,-,"Aug 8, 1985 (21)",,"1,80m",,-,2007
274,Stanislav Zheludenko,FC Astana,Defender,-,"Jan 18, 1988 (18)",,-,,-,2007
275,Aleksandr Kuchma,FC Astana,Centre-Back,3,"Dec 9, 1980 (26)",,"1,83m",right,€200k,2007
276,Denis Volodin,FC Astana,Centre-Back,19,"Jul 11, 1982 (24)",,"1,88m",right,€50k,2007
277,Maksim Zhalmagambetov,FC Astana,Centre-Back,-,"Jul 11, 1983 (23)",,"1,95m",right,-,2007
278,Maksim Kaznacheev,FC Astana,Centre-Back,-,"Jan 30, 1986 (20)",,"1,90m",right,-,2007
279,Vitaliy Artemov,FC Astana,Centre-Back,-,"Feb 16, 1979 (27)",,"1,92m",both,-,2007
280,Kirill Maliev,FC Astana,Centre-Back,-,"May 7, 1988 (18)",,"1,82m",right,-,2007
281,Egor Azovskiy,FC Astana,Centre-Back,15,"Jan 10, 1985 (21)",,"1,87m",right,-,2007
282,Emil Kenzhisariev,FC Astana,Left-Back,-,"Mar 26, 1987 (19)",,"1,75m",left,-,2007
283,Azat Ersalimov,FC Astana,Left-Back,-,"Jul 19, 1988 (18)",,"1,67m",both,-,2007
284,Mikhail Shishkin,FC Astana,Left-Back,16,"Sep 4, 1980 (26)",,"1,80m",right,-,2007
285,Aydar Kumisbekov,FC Astana,Right-Back,-,"Feb 9, 1979 (27)",,"1,77m",right,-,2007
286,Sergey Akhanov,FC Astana,Right-Back,-,"Jul 27, 1989 (17)",,"1,81m",right,-,2007
287,Anton Chichulin,FC Astana,Right-Back,6,"Oct 27, 1984 (22)",,"1,82m",right,-,2007
288,Viktor Bulatov,FC Astana,Defensive Midfield,-,"Jan 22, 1972 (34)",,"1,75m",right,-,2007
289,Igor Aksenov,FC Astana,Defensive Midfield,-,"Aug 11, 1977 (29)",,"1,79m",right,-,2007
290,Dias Kamelov,FC Astana,Defensive Midfield,18,"May 29, 1981 (25)",,"1,74m",right,-,2007
291,Piraly Aliev,FC Astana,Defensive Midfield,-,"Jan 13, 1984 (22)",,"1,80m",right,-,2007
292,Mikhail Sukhov,FC Astana,Midfielder,-,"Jun 4, 1984 (22)",,"1,82m",right,-,2007
293,Ivan Kucherenko,FC Astana,Defensive Midfield,-,"Jan 6, 1987 (19)",,"1,87m",both,-,2007
294,Shams Dzhumabaev,FC Astana,Defensive Midfield,-,"Sep 6, 1987 (19)",,"1,83m",right,-,2007
295,Roman Goncharov,FC Astana,Defensive Midfield,-,"Apr 27, 1988 (18)",,"1,77m",right,-,2007
296,Andrey Travin,FC Astana,Defensive Midfield,23,"Apr 27, 1979 (27)",,"1,76m",left,-,2007
297,Nerijus Vasiliauskas,FC Astana,Right Midfield,-,"Jun 20, 1977 (29)",,"1,86m",right,-,2007
298,Dmitriy Byakov,FC Astana,Right Midfield,17,"Apr 9, 1978 (28)",,"1,76m",right,-,2007
299,Evgeni Semin,FC Astana,Right Midfield,24,"Jun 21, 1987 (19)",,"1,79m",right,-,2007
300,Kuanysh Abdualiev,FC Astana,Left Midfield,7,"Nov 4, 1988 (18)",,"1,78m",left,-,2007
301,Zhambyl Kukeev,FC Astana,Left Midfield,14,"Sep 20, 1988 (18)",,"1,77m",both,-,2007
302,Dian Genchev,FC Astana,Attacking Midfield,-,"Feb 8, 1975 (31)",,"1,80m",right,-,2007
303,Bauyrzhan Seysenbekov,FC Astana,Attacking Midfield,-,"May 24, 1989 (17)",,"1,76m",right,-,2007
304,Maksim Azovskiy,FC Astana,Attacking Midfield,9,"Jun 4, 1986 (20)",,"1,89m",right,-,2007
305,Kairat Ashirbekov,FC Astana,Attacking Midfield,18,"Oct 21, 1982 (24)",,"1,72m",left,-,2007
306,Tugan Khamkhoev,FC Astana,Left Winger,-,"Mar 4, 1987 (19)",,"1,77m",left,-,2007
307,Vitaliy Belousov,FC Astana,Left Winger,-,"Jun 12, 1987 (19)",,"1,78m",left,-,2007
308,Eduard Sergienko,FC Astana,Right Winger,7,"Feb 18, 1983 (23)",,"1,81m",both,-,2007
309,Aleksandr Suchkov,FC Astana,Right Winger,8,"Feb 29, 1980 (26)",,"1,77m",right,-,2007
310,Aleksandr Savin,FC Astana,Second Striker,-,"Oct 20, 1984 (22)",,"1,77m",left,-,2007
311,Vladimir Svizhuk,FC Astana,Second Striker,-,"Sep 12, 1983 (23)",,"1,82m",right,-,2007
312,Oleg Veretennikov,FC Astana,Second Striker,9,"Jan 5, 1970 (36)",,"1,85m",left,-,2007
313,Vladimir Beschastnykh,FC Astana,Centre-Forward,20,"Apr 1, 1974 (32)",,"1,86m",right,€300k,2007
314,Dritan Stafsula,FC Astana,Striker,-,"Jul 16, 1981 (25)",,"1,75m",left,-,2007
315,Murat Suyumagambetov,FC Astana,Centre-Forward,-,"Oct 14, 1983 (23)",,"1,81m",right,-,2007
316,Kirill Kochkaev,FC Astana,Centre-Forward,-,"Jun 10, 1984 (22)",,"1,87m",right,-,2007
317,Arsen Tlekhugov,FC Astana,Centre-Forward,-,"Nov 3, 1976 (30)",,"1,82m",both,-,2007
318,Emil Aliev,FC Astana,Centre-Forward,-,"Jun 16, 1988 (18)",,"1,87m",right,-,2007
319,Murat Tleshev,FC Astana,Centre-Forward,9,"Apr 18, 1980 (26)",,"1,88m",right,-,2007
320,Vladimir Bulatovic,FC Astana,Centre-Forward,81,"Jul 25, 1981 (25)",,"1,83m",right,-,2007
321,Evgeni Kuznetsov,Energetik-2 Ekibastuz,Goalkeeper,-,"Nov 29, 1986 (20)",,"1,93m",right,-,2007
322,Denis Romanenco,Energetik-2 Ekibastuz,Goalkeeper,-,"Nov 18, 1974 (32)",,"1,85m",left,-,2007
323,Eduard Stolboviy,Energetik-2 Ekibastuz,Goalkeeper,-,"May 5, 1972 (34)",,"1,88m",,-,2007
324,Ruslan Narymbaev,Energetik-2 Ekibastuz,Goalkeeper,-,"Apr 24, 1989 (17)",,-,right,-,2007
325,Serik Elubaev,Energetik-2 Ekibastuz,Goalkeeper,-,"Sep 24, 1989 (17)",,"1,80m",,-,2007
326,Anton Kolchin,Energetik-2 Ekibastuz,Defender,-,"Nov 5, 1985 (21)",,"1,80m",,-,2007
327,Denis Proskurin,Energetik-2 Ekibastuz,Defender,-,"Apr 3, 1979 (27)",,"1,75m",,-,2007
328,Igor Voynov,Energetik-2 Ekibastuz,Defender,-,"Jan 1, 1963 (43)",,-,,-,2007
329,Ruslan Miklashevych,Energetik-2 Ekibastuz,Defender,-,"Oct 21, 1979 (27)",,"1,80m",,-,2007
330,Petro Anisim,Energetik-2 Ekibastuz,Defender,-,"Jan 31, 1977 (29)",,"1,93m",,-,2007
331,Baurzhan Sagyndyk,Energetik-2 Ekibastuz,Defender,-,"Oct 29, 1987 (19)",,"1,80m",right,-,2007
332,Diaz Khamzin,Energetik-2 Ekibastuz,Defender,-,"Jun 24, 1987 (19)",,"1,80m",right,-,2007
333,Maksim Kaznacheev,Energetik-2 Ekibastuz,Centre-Back,-,"Jan 30, 1986 (20)",,"1,90m",right,-,2007
334,Denis Shchetkin,Energetik-2 Ekibastuz,Centre-Back,-,"Sep 14, 1982 (24)",,"1,85m",right,-,2007
335,Andrey Burtsev,Energetik-2 Ekibastuz,Centre-Back,-,"Jun 5, 1987 (19)",,"1,85m",,-,2007
336,Vitaliy Tyulpa,Energetik-2 Ekibastuz,Centre-Back,-,"Apr 11, 1986 (20)",,"1,84m",right,-,2007
337,Dmitriy Shomko,Energetik-2 Ekibastuz,Left-Back,-,"Mar 19, 1990 (16)",,"1,85m",left,-,2007
338,Vladimir Tanurcov,Energetik-2 Ekibastuz,Midfielder,-,"Nov 21, 1977 (29)",,"1,81m",,€300k,2007
339,Aydyn Bralin,Energetik-2 Ekibastuz,Defensive Midfield,-,"Jun 9, 1989 (17)",,"1,82m",right,-,2007
340,Andrey Barsukov,Energetik-2 Ekibastuz,Midfielder,-,"Nov 2, 1973 (33)",,"1,75m",,-,2007
341,Maksym Miroshnichenko,Energetik-2 Ekibastuz,Midfielder,-,"Mar 31, 1979 (27)",,-,,-,2007
342,Erlan Taukeev,Energetik-2 Ekibastuz,Midfielder,-,"Mar 18, 1985 (21)",,-,,-,2007
343,Vladimir Makarchuk,Energetik-2 Ekibastuz,Midfielder,-,"Nov 7, 1987 (19)",,"1,80m",right,-,2007
344,Galym Karakenov,Energetik-2 Ekibastuz,Midfielder,-,"Aug 28, 1984 (22)",,"1,77m",,-,2007
345,Marat Iskulov,Energetik-2 Ekibastuz,Midfielder,-,"Apr 11, 1982 (24)",,"1,78m",right,-,2007
346,Evgeniy Galenko,Energetik-2 Ekibastuz,Midfielder,-,"May 3, 1986 (20)",,-,,-,2007
347,Tlektes Aubakirov,Energetik-2 Ekibastuz,Midfielder,-,"Jun 8, 1982 (24)",,"1,76m",right,-,2007
348,Aleksandr Andreev,Energetik-2 Ekibastuz,Central Midfield,-,"Sep 9, 1986 (20)",,"1,79m",right,-,2007
349,Vladimir Kashtanov,Energetik-2 Ekibastuz,Central Midfield,-,"Feb 16, 1973 (33)",,"1,79m",,-,2007
350,Oleksandr Shypa,Energetik-2 Ekibastuz,Right Midfield,-,"Jan 9, 1981 (25)",,-,,-,2007
351,Evgeniy Lunev,Energetik-2 Ekibastuz,Attacking Midfield,-,"Apr 26, 1976 (30)",,"1,86m",right,-,2007
352,Aydar Argimbaev,Energetik-2 Ekibastuz,Centre-Forward,-,"Jul 24, 1986 (20)",,"1,85m",right,-,2007
353,Yuriy Martynyuk,Energetik-2 Ekibastuz,Centre-Forward,-,"Oct 9, 1974 (32)",,-,,-,2007
354,Rustam Usmanov,Energetik-2 Ekibastuz,Striker,-,"Jan 30, 1977 (29)",,-,,-,2007
355,Aleksandr Bulgakov,Energetik-2 Ekibastuz,Centre-Forward,-,"Aug 9, 1977 (29)",,"1,86m",,-,2007
356,Andrey Bulanovich,Energetik-2 Ekibastuz,Striker,-,"Aug 29, 1987 (19)",,"1,80m",,-,2007
357,Igor Voynov,Energetik-2 Ekibastuz,Striker,-,"May 23, 1986 (20)",,"1,73m",,-,2007
358,Aleksandr Petukhov,Tobol Kostanay,Goalkeeper,35,"Jan 11, 1985 (21)",,"1,87m",right,€50k,2007
359,Yaroslav Baginskiy,Tobol Kostanay,Goalkeeper,-,"Oct 3, 1987 (19)",,"1,85m",right,-,2007
360,Vitaliy Kuvshinov,Tobol Kostanay,Goalkeeper,-,"Aug 9, 1985 (21)",,"1,87m",right,-,2007
361,Kirill Pryadkin,Tobol Kostanay,Goalkeeper,1,"Jul 6, 1977 (29)",,"1,85m",right,-,2007
362,Roman Garkusha,Tobol Kostanay,Centre-Back,-,"Jun 2, 1984 (22)",,"1,86m",right,-,2007
363,Valeriy Tarasenko,Tobol Kostanay,Centre-Back,-,"Sep 1, 1981 (25)",,"1,90m",,-,2007
364,Vladimir Yakovlev,Tobol Kostanay,Centre-Back,-,"Aug 2, 1984 (22)",,"1,82m",right,-,2007
365,Aleksandr Shkot,Tobol Kostanay,Centre-Back,-,"May 15, 1989 (17)",,"1,86m",right,-,2007
366,Kairat Nurdauletov,Tobol Kostanay,Centre-Back,5,"Nov 6, 1982 (24)",,"1,84m",right,-,2007
367,Oleg Lotov,Tobol Kostanay,Centre-Back,15,"Nov 21, 1975 (31)",,"1,84m",right,-,2007
368,Farkhadbek Irismetov,Tobol Kostanay,Centre-Back,17,"Aug 10, 1981 (25)",,"1,83m",right,-,2007
369,Daniyar Mukanov,Tobol Kostanay,Right-Back,-,"Sep 26, 1976 (30)",,"1,79m",right,-,2007
370,Evgeniy Meshkov,Tobol Kostanay,Defensive Midfield,-,"Sep 3, 1984 (22)",,"1,80m",right,-,2007
371,Aleksandr Bazarov,Tobol Kostanay,Midfielder,-,"Sep 5, 1989 (17)",,"1,78m",,-,2007
372,Stanimir Dimitrov,Tobol Kostanay,Defensive Midfield,3,"Apr 24, 1972 (34)",,"1,88m",,-,2007
373,Sergey Skorykh,Tobol Kostanay,Defensive Midfield,11,"May 25, 1984 (22)",,"1,84m",right,-,2007
374,Andrey Kharabara,Tobol Kostanay,Defensive Midfield,13,"Sep 1, 1985 (21)",,"1,71m",right,-,2007
375,Chingiz Abugaliev,Tobol Kostanay,Left Midfield,-,"Oct 11, 1986 (20)",,"1,87m",both,-,2007
376,Ruslan Baltiev,Tobol Kostanay,Attacking Midfield,24,"Sep 16, 1978 (28)",,"1,74m",both,€50k,2007
377,Sabyrkhan Ibraev,Tobol Kostanay,Attacking Midfield,-,"Mar 22, 1988 (18)",,"1,77m",right,-,2007
378,Nurbol Zhumaskaliev,Tobol Kostanay,Attacking Midfield,9,"May 11, 1981 (25)",,"1,76m",left,-,2007
379,Igor Yurin,Tobol Kostanay,Attacking Midfield,24,"Jul 3, 1982 (24)",,"1,71m",right,-,2007
380,Azat Nurgaliev,Tobol Kostanay,Left Winger,-,"Jun 30, 1986 (20)",,"1,73m",both,-,2007
381,Vyacheslav Serdyukov,Tobol Kostanay,Left Winger,-,"Aug 16, 1989 (17)",,"1,85m",right,-,2007
382,Valeriy Garkusha,Tobol Kostanay,Right Winger,-,"Mar 14, 1977 (29)",,-,,-,2007
383,Vyacheslav Nurmagombetov,Tobol Kostanay,Right Winger,19,"Aug 10, 1984 (22)",,"1,84m",right,-,2007
384,Alexandru Golban,Tobol Kostanay,Centre-Forward,-,"Feb 28, 1979 (27)",,N/Am,N/A,-,2007
385,Sergey Ostapenko,Tobol Kostanay,Centre-Forward,-,"Feb 23, 1986 (20)",,"1,85m",right,-,2007
386,Didarklych Urazov,Tobol Kostanay,Striker,-,"Feb 27, 1977 (29)",,"1,68m",,-,2007
387,Azamat Aubakirov,Tobol Kostanay,Striker,-,"Nov 10, 1987 (19)",,"1,75m",,-,2007
388,Daniar Kenzhekhanov,Tobol Kostanay,Centre-Forward,-,"Jan 20, 1983 (23)",,"1,88m",,-,2007
389,Konstantin Zadorozhnyi,Tobol Kostanay,Centre-Forward,-,"Jul 17, 1987 (19)",,"1,79m",right,-,2007
390,Ulugbek Bakaev,Tobol Kostanay,Centre-Forward,10,"Nov 28, 1978 (28)",,"1,83m",right,-,2007
391,Aleksandr Petukhov,Tobol Kostanay,Centre-Forward,17,"Apr 25, 1980 (26)",,"1,78m",right,-,2007
392,Talgat Sabalakov,Tobol Kostanay,Centre-Forward,17,"Jul 9, 1986 (20)",,"1,76m",right,-,2007
393,Igor Osipchuk,Vostok Oskemen,Goalkeeper,-,"Aug 2, 1975 (31)",,"1,83m",right,-,2007
394,Ivan Sivozhelezov,Vostok Oskemen,Goalkeeper,-,"Mar 12, 1985 (21)",,"1,95m",right,-,2007
395,Sergey Chekmezov,Vostok Oskemen,Goalkeeper,-,"Oct 10, 1964 (42)",,"1,87m",right,-,2007
396,Andrey Yaroslavtsev,Vostok Oskemen,Goalkeeper,-,"Mar 11, 1989 (17)",,"1,93m",,-,2007
397,Djordje Topalovic,Vostok Oskemen,Goalkeeper,39,"Jan 11, 1977 (29)",,"1,92m",,-,2007
398,Zviad Jeladze,Vostok Oskemen,Defender,-,"Dec 16, 1973 (33)",,N/Am,N/A,-,2007
399,Georgiy Kolpakov,Vostok Oskemen,Defender,-,"Apr 18, 1979 (27)",,"1,85m",,-,2007
400,Egor Skulkin,Vostok Oskemen,Defender,-,"Mar 1, 1989 (17)",,-,,-,2007
401,Aleksandr Sergeev,Vostok Oskemen,Defender,-,"May 24, 1988 (18)",,-,,-,2007
402,Anton Moltusinov,Vostok Oskemen,Centre-Back,-,"May 18, 1988 (18)",,"1,84m",right,-,2007
403,Andriy Yerokhin,Vostok Oskemen,Centre-Back,-,"Mar 24, 1978 (28)",,"1,84m",,-,2007
404,Yuriy Aksenov,Vostok Oskemen,Left-Back,-,"Aug 11, 1973 (33)",,"1,74m",,-,2007
405,Evgeniy Tarasov,Vostok Oskemen,Right-Back,-,"Apr 16, 1985 (21)",,"1,83m",right,-,2007
406,Andrey Travin,Vostok Oskemen,Defensive Midfield,-,"Apr 27, 1979 (27)",,"1,76m",left,-,2007
407,Sergiy Zgura,Vostok Oskemen,Midfielder,-,"Nov 3, 1977 (29)",,"1,76m",right,-,2007
408,Vyacheslav Erbes,Vostok Oskemen,Defensive Midfield,-,"Jan 14, 1988 (18)",,"1,78m",right,-,2007
409,Anatoliy Bogdanov,Vostok Oskemen,Defensive Midfield,-,"Jun 7, 1981 (25)",,"1,86m",right,-,2007
410,Mikhail Velichkin,Vostok Oskemen,Midfielder,-,"Feb 10, 1990 (16)",,"1,81m",,-,2007
411,Vyacheslav Zinyukov,Vostok Oskemen,Midfielder,-,"Jul 17, 1987 (19)",,-,,-,2007
412,Anuar Zhagalbaev,Vostok Oskemen,Midfielder,-,"Jan 8, 1989 (17)",,-,,-,2007
413,Ilya Zelentsov,Vostok Oskemen,Midfielder,-,"Jan 6, 1990 (16)",,"1,65m",,-,2007
414,Ernar Dabynov,Vostok Oskemen,Midfielder,-,"Aug 11, 1990 (16)",,"1,70m",,-,2007
415,Sergey Kostyuk,Vostok Oskemen,Central Midfield,-,"Nov 30, 1978 (28)",,"1,77m",right,-,2007
416,Gizo Jeladze,Vostok Oskemen,Right Midfield,-,"May 17, 1975 (31)",,"1,78m",right,€50k,2007
417,Maksim Nizovtsev,Vostok Oskemen,Left Midfield,-,"Sep 9, 1972 (34)",,-,,-,2007
418,Dmitri Parkhachev,Vostok Oskemen,Left Winger,-,"Jan 2, 1985 (21)",,"1,80m",right,-,2007
419,Oleg Golovan,Vostok Oskemen,Striker,-,"Sep 21, 1971 (35)",,N/Am,N/A,-,2007
420,Cătălin Lichioiu,Vostok Oskemen,Centre-Forward,-,"Jan 20, 1982 (24)",,"1,78m",right,-,2007
421,Sergey Khizhnichenko,Vostok Oskemen,Centre-Forward,-,"Jul 17, 1991 (15)",,"1,87m",right,-,2007
422,Gennadiy Shchekotylin,Vostok Oskemen,Centre-Forward,-,"Jul 28, 1974 (32)",,"1,88m",,-,2007
423,Pavel Udalov,Vostok Oskemen,Centre-Forward,-,"Jan 25, 1983 (23)",,"1,82m",right,-,2007
424,Evgeniy Antonenko,Vostok Oskemen,Striker,-,"Jan 9, 1987 (19)",,"1,82m",,-,2007
425,Igor Glushko,Okzhetpes Kokshetau,Goalkeeper,-,"Jul 17, 1980 (26)",,"2,00m",,-,2007
426,Arslan Satubaldin,Okzhetpes Kokshetau,Goalkeeper,-,"Aug 11, 1984 (22)",,"1,93m",right,-,2007
427,Andrey Nenashev,Okzhetpes Kokshetau,Goalkeeper,-,"Dec 12, 1973 (33)",,"1,81m",right,-,2007
428,Dmitriy Solovjev,Okzhetpes Kokshetau,Goalkeeper,-,"Dec 5, 1989 (17)",,-,,-,2007
429,Timur Primzhanov,Okzhetpes Kokshetau,Defender,-,"Sep 2, 1987 (19)",,"1,72m",,-,2007
430,Azamat Seytbekov,Okzhetpes Kokshetau,Defender,-,"Nov 22, 1988 (18)",,"1,76m",,-,2007
431,Timur Turegeldin,Okzhetpes Kokshetau,Defender,-,"Oct 17, 1989 (17)",,-,,-,2007
432,Chingiz Sergaliev,Okzhetpes Kokshetau,Defender,-,"Feb 18, 1990 (16)",,-,,-,2007
433,Serghei Cuznetov,Okzhetpes Kokshetau,Centre-Back,-,"Aug 20, 1974 (32)",,"1,86m",both,-,2007
434,Bertrand Ngapounou,Okzhetpes Kokshetau,Centre-Back,-,"Nov 20, 1982 (24)",,"1,84m",right,-,2007
435,Oleksandr Stakhiv,Okzhetpes Kokshetau,Centre-Back,-,"Jan 13, 1981 (25)",,"1,90m",right,-,2007
436,Maksim Chudinov,Okzhetpes Kokshetau,Centre-Back,-,"Sep 12, 1988 (18)",,"1,87m",right,-,2007
437,Yuri Mokrousov,Okzhetpes Kokshetau,Left-Back,-,"Apr 21, 1989 (17)",,"1,83m",left,-,2007
438,Evgeni Zakharchenko,Okzhetpes Kokshetau,Left-Back,-,"Sep 21, 1978 (28)",,"1,77m",left,-,2007
439,Timur Dosmagambetov,Okzhetpes Kokshetau,Left-Back,-,"May 1, 1989 (17)",,"1,72m",left,-,2007
440,Kanat Aliev,Okzhetpes Kokshetau,Right-Back,-,"Feb 9, 1985 (21)",,"1,76m",right,-,2007
441,Pavel Pishchulin,Okzhetpes Kokshetau,Right-Back,-,"Nov 23, 1980 (26)",,"1,77m",right,-,2007
442,Dmitri Cheremnykh,Okzhetpes Kokshetau,Right-Back,-,"Jan 4, 1987 (19)",,"1,71m",right,-,2007
443,Anatoliy Malkov,Okzhetpes Kokshetau,Midfielder,-,"Jul 8, 1981 (25)",,"1,78m",right,-,2007
444,Iurie Osipenco,Okzhetpes Kokshetau,Midfielder,-,"Jul 6, 1974 (32)",,N/Am,N/A,-,2007
445,Aleksandr Ulshin,Okzhetpes Kokshetau,Midfielder,-,"Oct 15, 1992 (14)",,"1,86m",,-,2007
446,Sergey Kalyubin,Okzhetpes Kokshetau,Defensive Midfield,-,"Jan 14, 1979 (27)",,"1,84m",,-,2007
447,Zhadyger Tishtybaev,Okzhetpes Kokshetau,Midfielder,-,"Oct 24, 1988 (18)",,-,,-,2007
448,Oleg Khan,Okzhetpes Kokshetau,Midfielder,-,"Aug 27, 1986 (20)",,-,,-,2007
449,Kairat Belgibaev,Okzhetpes Kokshetau,Midfielder,-,"Jan 6, 1989 (17)",,-,,-,2007
450,Konstantin Vedmanov,Okzhetpes Kokshetau,Midfielder,-,"Jun 6, 1987 (19)",,-,,-,2007
451,Yuriy Dyak,Okzhetpes Kokshetau,Central Midfield,-,"Jul 4, 1984 (22)",,"1,78m",right,-,2007
