,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
230,Andrey Kozlov,Mangystau Aktau,Defender,-,"Aug 1, 1978 (21)",,"1,76m",,-,2000
231,Evgeniy Kravchuk,Mangystau Aktau,Defender,-,"Jun 24, 1981 (18)",,"1,78m",,-,2000
232,Andrey Isaev,Mangystau Aktau,Defender,-,"May 3, 1980 (19)",,-,,-,2000
233,Artur Sagimbaev,Mangystau Aktau,Defender,-,"Aug 27, 1979 (20)",,-,,-,2000
234,Anton Gotko,Mangystau Aktau,Defender,-,"Jul 11, 1977 (22)",,-,,-,2000
235,Marat Dzhumakeev,Mangystau Aktau,Defender,-,"Nov 28, 1973 (26)",,-,,-,2000
236,Ilya Melanich,Mangystau Aktau,Defender,-,"Mar 25, 1977 (22)",,-,,-,2000
237,Farkhadbek Irismetov,Mangystau Aktau,Centre-Back,-,"Aug 10, 1981 (18)",,"1,83m",right,-,2000
238,Ilya Fomichev,Mangystau Aktau,Centre-Back,-,"Aug 14, 1982 (17)",,"1,94m",right,-,2000
239,Igor Shvydko,Mangystau Aktau,Centre-Back,-,"Sep 11, 1971 (28)",,"1,85m",right,-,2000
240,Sergey Kalyubin,Mangystau Aktau,Defensive Midfield,-,"Jan 14, 1979 (20)",,"1,84m",,-,2000
241,Taras Trizna,Mangystau Aktau,Midfielder,-,"Aug 2, 1966 (33)",,-,,-,2000
242,Viktor Grigorenko,Mangystau Aktau,Midfielder,-,"Jan 20, 1970 (29)",,"1,75m",,-,2000
243,Kairat Baymakhanov,Mangystau Aktau,Midfielder,-,"Mar 30, 1981 (18)",,"1,78m",,-,2000
244,Askhat Urynbaev,Mangystau Aktau,Midfielder,-,"Jun 1, 1984 (15)",,"1,70m",,-,2000
245,Murat Suyumagambetov,Mangystau Aktau,Centre-Forward,-,"Oct 14, 1983 (16)",,"1,81m",right,-,2000
246,Kairat Ersheev,Mangystau Aktau,Striker,-,"Sep 14, 1984 (15)",,"1,72m",,-,2000
247,Erlan Urazaev,Mangystau Aktau,Striker,-,"Apr 4, 1979 (20)",,"1,78m",,-,2000
248,Sergey Mataganov,Mangystau Aktau,Striker,-,"Sep 10, 1979 (20)",,"1,82m",,-,2000
249,Valeriy Ivchenko,Mangystau Aktau,Striker,-,"Feb 13, 1972 (27)",,"1,73m",,-,2000
250,Alikhan Akkazynov,Mangystau Aktau,Striker,-,"Oct 23, 1979 (20)",,-,,-,2000
251,Oleg Voskoboynikov,FK Atyrau,Goalkeeper,-,"Jul 4, 1971 (28)",,-,,-,2000
252,Viktor Raskulov,FK Atyrau,Goalkeeper,-,"Sep 19, 1974 (25)",,"1,83m",,-,2000
253,Ruslan Idigov,FK Atyrau,Defender,-,"Mar 29, 1966 (33)",,N/Am,N/A,-,2000
254,Yuri Bordolimow,FK Atyrau,Defender,-,"Jan 24, 1970 (29)",,"1,70m",,-,2000
255,Petro Anisim,FK Atyrau,Defender,-,"Jan 31, 1977 (22)",,"1,93m",,-,2000
256,Bekbolat Seytaliev,FK Atyrau,Defender,-,"Apr 10, 1980 (19)",,-,,-,2000
257,Erlan Dzhaugashev,FK Atyrau,Defender,-,"Nov 24, 1977 (22)",,"1,90m",,-,2000
258,Deni Gaisumov,FK Atyrau,Centre-Back,-,"Feb 6, 1968 (31)",,"1,82m",right,-,2000
259,Dmytro Yakovenko,FK Atyrau,Right-Back,-,"May 6, 1971 (28)",,"1,78m",both,-,2000
260,Dias Kamelov,FK Atyrau,Defensive Midfield,-,"May 29, 1981 (18)",,"1,74m",right,-,2000
261,Sergey Pasko,FK Atyrau,Midfielder,-,"Sep 10, 1966 (33)",,N/Am,N/A,-,2000
262,Andrei Stroenco,FK Atyrau,Midfielder,-,"Dec 1, 1971 (28)",,"1,80m",,-,2000
263,Vitaliy Kitsak,FK Atyrau,Midfielder,-,"Oct 16, 1975 (24)",,"1,75m",,-,2000
264,Rakhman Asukhanov,FK Atyrau,Midfielder,-,"May 1, 1973 (26)",,"1,68m",,-,2000
265,Aydyn Rakhimbaev,FK Atyrau,Midfielder,-,"Jun 6, 1972 (27)",,"1,80m",,-,2000
266,Kuanysh Karakulov,FK Atyrau,Right Midfield,-,"Jun 20, 1977 (22)",,"1,73m",right,-,2000
267,Guram Makaev,FK Atyrau,Centre-Forward,-,"Feb 18, 1970 (29)",,"1,79m",right,-,2000
268,Charyar Mukhadov,FK Atyrau,Centre-Forward,-,"Nov 12, 1969 (30)",,"1,78m",,-,2000
269,Azamat Niyazymbetov,FK Atyrau,Striker,-,"Mar 25, 1974 (25)",,"1,72m",right,-,2000
270,Serik Koshkarov,FK Atyrau,Centre-Forward,-,"Jun 2, 1973 (26)",,"1,86m",,-,2000
271,Yuriy Novikov,Irtysh Pavlodar,Goalkeeper,-,"May 19, 1972 (27)",,-,,-,2000
272,Yuriy Ishutin,Irtysh Pavlodar,Goalkeeper,-,"Jun 22, 1959 (40)",,"1,76m",,-,2000
273,Artem Chiganov,Irtysh Pavlodar,Goalkeeper,-,"Jul 14, 1981 (18)",,"1,69m",,-,2000
274,Igor Zhebin,Irtysh Pavlodar,Goalkeeper,-,"Aug 31, 1967 (32)",,"1,90m",right,-,2000
275,Aleksandr Mishchishin,Irtysh Pavlodar,Defender,-,"Apr 4, 1974 (25)",,-,,-,2000
276,Alevtin Osipov,Irtysh Pavlodar,Defender,-,"May 13, 1969 (30)",,"1,78m",,-,2000
277,Vitaliy Sparyshev,Irtysh Pavlodar,Defender,-,"Jun 26, 1967 (32)",,"1,82m",,-,2000
278,Sergey Konovalenko,Irtysh Pavlodar,Defender,-,"Sep 2, 1974 (25)",,"1,74m",,-,2000
279,Sergiy Mazur,Irtysh Pavlodar,Defender,-,"May 23, 1970 (29)",,"1,75m",,-,2000
280,Igor Goryachev,Irtysh Pavlodar,Defender,-,"Jul 7, 1975 (24)",,-,,-,2000
281,Vladimir Redkin,Irtysh Pavlodar,Defender,-,"Jan 6, 1978 (21)",,-,,-,2000
282,Vyacheslav Fedorov,Irtysh Pavlodar,Defender,-,"Jan 31, 1969 (30)",,"1,77m",,-,2000
283,Ivan Lavrenyuk,Irtysh Pavlodar,Defender,-,"Nov 22, 1971 (28)",,-,,-,2000
284,Denis Shchetkin,Irtysh Pavlodar,Centre-Back,-,"Sep 14, 1982 (17)",,"1,85m",right,-,2000
285,Sergey Kirov,Irtysh Pavlodar,Centre-Back,-,"Feb 4, 1978 (21)",,"1,83m",,-,2000
286,Kanatbek Musataev,Irtysh Pavlodar,Centre-Back,-,"Jun 6, 1970 (29)",,"1,86m",,-,2000
287,Gochguli Gochguliew,Irtysh Pavlodar,Left-Back,-,"May 26, 1977 (22)",,"1,74m",left,-,2000
288,Sergey Surodeev,Irtysh Pavlodar,Right-Back,-,"Dec 27, 1969 (30)",,"1,68m",right,-,2000
289,Andrey Karpovich,Irtysh Pavlodar,Defensive Midfield,-,"Jan 18, 1981 (18)",,"1,77m",both,-,2000
290,Roman Vorogovskiy,Irtysh Pavlodar,Midfielder,-,"Jan 3, 1973 (26)",,"1,70m",,-,2000
291,Yuriy Krotov,Irtysh Pavlodar,Midfielder,-,"May 12, 1978 (21)",,"1,80m",,-,2000
292,Aleksey Klishin,Irtysh Pavlodar,Midfielder,-,"Jan 1, 1973 (26)",,N/Am,N/A,-,2000
293,Andrey Barsukov,Irtysh Pavlodar,Midfielder,-,"Nov 2, 1973 (26)",,"1,75m",,-,2000
294,Evgeniy Sveshnikov,Irtysh Pavlodar,Midfielder,-,"Oct 6, 1973 (26)",,N/Am,N/A,-,2000
295,Dzhumadurdy Meredov,Irtysh Pavlodar,Midfielder,-,"Oct 3, 1966 (33)",,"1,91m",,-,2000
296,Vitaliy Vikhlyanov,Irtysh Pavlodar,Midfielder,-,"Apr 14, 1974 (25)",,"1,75m",,-,2000
297,Kuanysh Sadykov,Irtysh Pavlodar,Midfielder,-,"May 19, 1980 (19)",,"1,77m",,-,2000
298,Fayzulla Urdabaev,Irtysh Pavlodar,Central Midfield,-,"Nov 10, 1966 (33)",,"1,75m",,-,2000
299,Konstantin Zarechnyi,Irtysh Pavlodar,Left Winger,-,"Feb 14, 1984 (15)",,"1,79m",both,-,2000
300,Nilton Mendes,Irtysh Pavlodar,Centre-Forward,-,"Jan 7, 1976 (23)",,"1,80m",,-,2000
301,Vasili Prosekov,Irtysh Pavlodar,Centre-Forward,-,"Oct 31, 1983 (16)",,"1,77m",right,-,2000
302,Alier Ashurmamadov,Irtysh Pavlodar,Striker,-,"Aug 20, 1970 (29)",,"1,84m",,-,2000
303,Andrey Bakalets,Irtysh Pavlodar,Striker,-,"Jan 7, 1972 (27)",,"1,78m",,-,2000
304,Kakhaber Gogoladze,Irtysh Pavlodar,Centre-Forward,-,"Feb 4, 1968 (31)",,"1,81m",,-,2000
305,Vadym Chyzhykov,Irtysh Pavlodar,Striker,-,"Dec 21, 1974 (25)",,"1,86m",,-,2000
306,Rafael Khamidullov,Irtysh Pavlodar,Striker,-,"Mar 21, 1976 (23)",,"1,77m",,-,2000
307,Valdenilde Soares,Irtysh Pavlodar,Striker,-,"Jun 12, 1978 (21)",,-,,-,2000
308,Pavel Kovalenko,Irtysh Pavlodar,Striker,-,"Feb 15, 1982 (17)",,"1,72m",,-,2000
309,Andrey Nenashev,Tobol Kostanay,Goalkeeper,-,"Dec 12, 1973 (26)",,"1,81m",right,-,2000
310,Timur Urazov,Tobol Kostanay,Goalkeeper,-,"Sep 13, 1964 (35)",,"1,92m",,-,2000
311,Vyacheslav Lepyavko,Tobol Kostanay,Defender,-,"Mar 22, 1977 (22)",,N/Am,N/A,-,2000
312,Sergey Maslenov,Tobol Kostanay,Defender,-,"Apr 25, 1974 (25)",,-,,-,2000
313,Igor Zelenyuk,Tobol Kostanay,Defender,-,"Oct 15, 1972 (27)",,"1,76m",,-,2000
314,Igor Shcherbyna,Tobol Kostanay,Defender,-,"May 4, 1971 (28)",,"1,82m",,-,2000
315,Abay Amanbaev,Tobol Kostanay,Defender,-,"Dec 15, 1981 (18)",,-,,-,2000
316,Konstantin Galchenko,Tobol Kostanay,Defender,-,"Jun 23, 1974 (25)",,"1,78m",,-,2000
317,Sergey Kucheruk,Tobol Kostanay,Defender,-,"Oct 2, 1982 (17)",,"1,78m",,-,2000
318,Aleksandr Gornalev,Tobol Kostanay,Defender,-,"Nov 15, 1968 (31)",,"1,76m",,-,2000
319,Petr Badlo,Tobol Kostanay,Right-Back,-,"May 24, 1976 (23)",,"1,78m",right,-,2000
320,Kazbek Kushebin,Tobol Kostanay,Midfielder,-,"Jul 28, 1972 (27)",,"1,74m",,-,2000
321,Igoris Kirilovas,Tobol Kostanay,Midfielder,-,"Apr 14, 1971 (28)",,N/Am,N/A,-,2000
322,Dmytro Bidulka,Tobol Kostanay,Midfielder,-,"Feb 7, 1967 (32)",,"1,75m",,-,2000
323,Zhasyn Kaypbaev,Tobol Kostanay,Midfielder,-,"Feb 23, 1982 (17)",,"1,72m",,-,2000
324,Oleg Malyshev,Tobol Kostanay,Midfielder,-,"Apr 12, 1967 (32)",,"1,82m",,-,2000
325,Askhat Borantaev,Tobol Kostanay,Left Midfield,-,"Aug 22, 1978 (21)",,"1,70m",left,-,2000
326,Nurbol Zhumaskaliev,Tobol Kostanay,Attacking Midfield,-,"May 11, 1981 (18)",,"1,76m",left,-,2000
327,Valeriy Garkusha,Tobol Kostanay,Right Winger,-,"Mar 14, 1977 (22)",,-,,-,2000
328,Vladimir Kosse,Tobol Kostanay,Centre-Forward,-,"Sep 30, 1967 (32)",,"1,83m",,-,2000
329,Yuri Zvonarenko,Tobol Kostanay,Striker,-,"Jul 27, 1977 (22)",,"1,84m",,-,2000
330,Anatoliy Vishnichenko,Tobol Kostanay,Striker,-,"Apr 20, 1975 (24)",,"1,92m",,-,2000
331,Oleg Feoktistov,Tobol Kostanay,Striker,-,"Jan 5, 1980 (19)",,"1,78m",,-,2000
332,Dmitriy Zaytsev,Tobol Kostanay,Striker,-,"Aug 8, 1980 (19)",,-,,-,2000
333,Oleg Kolesnikov,Tobol Kostanay,Striker,-,"Mar 30, 1974 (25)",,-,,-,2000
334,Viktor Guzj,Aktobe-Lento Aktobe,Goalkeeper,-,"Jan 16, 1971 (28)",,"1,85m",,-,2000
335,Gennadiy Zhylkin,Aktobe-Lento Aktobe,Goalkeeper,-,"Aug 3, 1969 (30)",,"1,89m",,-,2000
336,Evgeniy Buzaev,Aktobe-Lento Aktobe,Goalkeeper,-,"Nov 1, 1978 (21)",,-,,-,2000
337,Vitaliy Dzhalilov,Aktobe-Lento Aktobe,Defender,-,"Sep 3, 1979 (20)",,-,,-,2000
338,Andrey Tetushkin,Aktobe-Lento Aktobe,Defender,-,"Aug 19, 1971 (28)",,"1,82m",right,-,2000
339,Ruslan Bryzgalov,Aktobe-Lento Aktobe,Defender,-,"Jul 4, 1979 (20)",,"1,78m",,-,2000
340,Aleksandr Naumov,Aktobe-Lento Aktobe,Defender,-,"Feb 26, 1977 (22)",,"1,82m",,-,2000
341,Erlan Tanzharikov,Aktobe-Lento Aktobe,Defender,-,"Aug 29, 1970 (29)",,"1,73m",,-,2000
342,Kanatbek Musataev,Aktobe-Lento Aktobe,Centre-Back,-,"Jun 6, 1970 (29)",,"1,86m",,-,2000
343,Aleksandr Savchenko,Aktobe-Lento Aktobe,Midfielder,-,"Aug 31, 1976 (23)",,"1,75m",,-,2000
344,Andrey Rumyantsev,Aktobe-Lento Aktobe,Midfielder,-,"Aug 14, 1969 (30)",,"1,77m",,-,2000
345,Rustam Khaydaraliev,Aktobe-Lento Aktobe,Midfielder,-,"Apr 21, 1971 (28)",,"1,78m",,-,2000
346,Aleksandr Sklyarov,Aktobe-Lento Aktobe,Defensive Midfield,-,"Nov 18, 1971 (28)",,"1,82m",,-,2000
347,Andrey Barsukov,Aktobe-Lento Aktobe,Midfielder,-,"Nov 2, 1973 (26)",,"1,75m",,-,2000
348,Andrey Kalashnikov,Aktobe-Lento Aktobe,Midfielder,-,"Jul 15, 1970 (29)",,"1,82m",,-,2000
349,Dmitriy Yurist,Aktobe-Lento Aktobe,Midfielder,-,"Feb 16, 1972 (27)",,"1,74m",,-,2000
350,Bakhyt Kyzylbaev,Aktobe-Lento Aktobe,Midfielder,-,"Dec 26, 1976 (23)",,"1,80m",,-,2000
351,Evgeniy Danila,Aktobe-Lento Aktobe,Midfielder,-,"Mar 21, 1981 (18)",,"1,78m",,-,2000
352,Evgeniy Kim,Aktobe-Lento Aktobe,Midfielder,-,"Feb 4, 1980 (19)",,-,,-,2000
353,Berik Danabaev,Aktobe-Lento Aktobe,Midfielder,-,"May 4, 1984 (15)",,"1,74m",,-,2000
354,Baktiyar Rakhmatullaev,Aktobe-Lento Aktobe,Midfielder,-,"Jan 1, 1983 (16)",,"1,75m",,-,2000
355,Fayzulla Urdabaev,Aktobe-Lento Aktobe,Central Midfield,-,"Nov 10, 1966 (33)",,"1,75m",,-,2000
356,Andrey Miroshnichenko,Aktobe-Lento Aktobe,Right Midfield,-,"Dec 21, 1968 (31)",,-,,-,2000
357,Murat Gomleshko,Aktobe-Lento Aktobe,Centre-Forward,-,"Jan 5, 1970 (29)",,"1,76m",right,-,2000
358,Igor Abdusheev,Aktobe-Lento Aktobe,Striker,-,"Apr 13, 1985 (14)",,"1,74m",,-,2000
359,Andrey Pakhtusov,Aktobe-Lento Aktobe,Striker,-,"Sep 10, 1976 (23)",,"1,76m",,-,2000
360,Andrey Nesmiyanov,Aktobe-Lento Aktobe,Striker,-,"Sep 13, 1973 (26)",,"1,78m",,-,2000
361,Evgeni Panchenko,Esil Kokhetau,Goalkeeper,-,"Sep 14, 1974 (25)",,"1,84m",,-,2000
362,Aleksandr Khomyakov,Esil Kokhetau,Goalkeeper,-,"Mar 5, 1969 (30)",,"1,89m",,-,2000
363,Sergey Kapustin,Esil Kokhetau,Defender,-,"Jan 22, 1967 (32)",,"1,85m",,-,2000
364,Dmitri Veremchuk,Esil Kokhetau,Defender,-,"Dec 8, 1976 (23)",,"1,82m",,-,2000
365,Talgat Kabdulov,Esil Kokhetau,Defender,-,"Jul 2, 1977 (22)",,"1,74m",,-,2000
366,Aset Mukhametkarimov,Esil Kokhetau,Defender,-,"Feb 12, 1977 (22)",,-,,-,2000
367,Oleg Zakshevskiy,Esil Kokhetau,Defender,-,"May 22, 1970 (29)",,"1,70m",,-,2000
368,Giorgi Kvetenadze,Esil Kokhetau,Defender,-,"Dec 23, 1972 (27)",,-,,-,2000
369,Sergey Kulenyuk,Esil Kokhetau,Defender,-,"Dec 19, 1975 (24)",,-,,-,2000
370,Aleksandre Teliashvili,Esil Kokhetau,Defender,-,"Mar 3, 1976 (23)",,-,,-,2000
371,Aleksandr Zhitkov,Esil Kokhetau,Centre-Back,-,"May 5, 1967 (32)",,"1,89m",,-,2000
372,Oleg Tomashevskyi,Esil Kokhetau,Left-Back,-,"Mar 15, 1970 (29)",,"1,76m",,-,2000
373,Armen Karapetyan,Esil Kokhetau,Midfielder,-,"Oct 3, 1971 (28)",,"1,74m",,-,2000
374,Oleg Kirimov,Esil Kokhetau,Midfielder,-,"Jul 28, 1968 (31)",,"1,73m",,-,2000
375,Umed Alidodov,Esil Kokhetau,Midfielder,-,"Nov 16, 1970 (29)",,"1,80m",,-,2000
376,Tomas Gumerov,Esil Kokhetau,Midfielder,-,"Nov 16, 1971 (28)",,"1,75m",,-,2000
377,Oleg Feoktistov,Esil Kokhetau,Midfielder,-,"Dec 28, 1970 (29)",,"1,78m",,-,2000
378,Vitaliy Karpov,Esil Kokhetau,Centre-Forward,-,"Jan 24, 1979 (20)",,N/Am,N/A,-,2000
379,Roman Uzdenov,Esil Kokhetau,Centre-Forward,-,"Mar 10, 1979 (20)",,"1,83m",right,-,2000
380,Ulugbek Asanbaev,Esil Kokhetau,Centre-Forward,-,"Sep 13, 1979 (20)",,"1,83m",,-,2000
381,Oleg Romanov,Esil Kokhetau,Striker,-,"Nov 17, 1972 (27)",,"1,80m",,-,2000
382,Vladimir Gurtuev,Esil Kokhetau,Striker,-,"Jul 2, 1971 (28)",,"1,82m",,-,2000
383,Omirzhan Shalabaev,Esil Kokhetau,Striker,-,"Jul 3, 1984 (15)",,"1,77m",,-,2000
384,Konstantin Kucherbaev,Esil Kokhetau,Striker,-,"Jan 14, 1970 (29)",,"1,79m",,-,2000
385,Dmitriy Zaytsev,Esil Kokhetau,Striker,-,"Aug 8, 1980 (19)",,-,,-,2000
386,Ayrat Karimov,Shakhter-Ispat-Karmet Karaganda,Goalkeeper,-,"May 4, 1971 (28)",,"1,91m",right,-,2000
387,Daniil Rikhard,Shakhter-Ispat-Karmet Karaganda,Goalkeeper,-,"Feb 27, 1974 (25)",,"1,90m",right,-,2000
388,Zakir Dzhalilov,Shakhter-Ispat-Karmet Karaganda,Goalkeeper,-,"Jul 30, 1972 (27)",,"1,87m",,-,2000
389,Oleksandr Tsysar,Shakhter-Ispat-Karmet Karaganda,Defender,-,"Apr 17, 1967 (32)",,"1,77m",,-,2000
390,Aleksandr Moskalenko,Shakhter-Ispat-Karmet Karaganda,Defender,-,"Sep 18, 1976 (23)",,"1,83m",,-,2000
391,Oleg Gychay,Shakhter-Ispat-Karmet Karaganda,Defender,-,"Apr 5, 1973 (26)",,"1,78m",,-,2000
392,Andrey Kazanskiy,Shakhter-Ispat-Karmet Karaganda,Defender,-,"Jan 17, 1979 (20)",,"1,91m",,-,2000
393,Artem Kuchin,Shakhter-Ispat-Karmet Karaganda,Defender,-,"Dec 15, 1977 (22)",,"1,75m",,-,2000
394,Aleksandr Mironov,Shakhter-Ispat-Karmet Karaganda,Defender,-,"Jul 23, 1979 (20)",,-,,-,2000
395,Aleksey Bobrov,Shakhter-Ispat-Karmet Karaganda,Defender,-,"Mar 30, 1975 (24)",,"1,84m",,-,2000
396,Oleg Fedorov,Shakhter-Ispat-Karmet Karaganda,Defender,-,"Nov 26, 1977 (22)",,-,,-,2000
397,Serik Akezhanov,Shakhter-Ispat-Karmet Karaganda,Defender,-,"Feb 26, 1979 (20)",,-,,-,2000
398,Berik Rakhimbekov,Shakhter-Ispat-Karmet Karaganda,Defender,-,"Jun 24, 1968 (31)",,-,,-,2000
399,Oleg Kornienko,Shakhter-Ispat-Karmet Karaganda,Centre-Back,-,"May 28, 1973 (26)",,"1,82m",right,-,2000
400,Oleg Lotov,Shakhter-Ispat-Karmet Karaganda,Centre-Back,-,"Nov 21, 1975 (24)",,"1,84m",right,-,2000
401,Kurbangeldy Durdyew,Shakhter-Ispat-Karmet Karaganda,Centre-Back,-,"Jan 12, 1973 (26)",,-,,-,2000
402,Maksim Samchenko,Shakhter-Ispat-Karmet Karaganda,Left-Back,-,"May 5, 1979 (20)",,"1,80m",left,-,2000
403,Igor Soloshenko,Shakhter-Ispat-Karmet Karaganda,Left-Back,-,"May 22, 1979 (20)",,"1,81m",left,-,2000
404,Dmitriy Pavlov,Shakhter-Ispat-Karmet Karaganda,Midfielder,-,"Aug 29, 1982 (17)",,"1,75m",,-,2000
405,Evgeniy Sitnikov,Shakhter-Ispat-Karmet Karaganda,Midfielder,-,"Jun 5, 1980 (19)",,"1,79m",,-,2000
406,Vladimir Kashtanov,Shakhter-Ispat-Karmet Karaganda,Central Midfield,-,"Feb 16, 1973 (26)",,"1,79m",,-,2000
407,Konstantin Kotov,Shakhter-Ispat-Karmet Karaganda,Central Midfield,-,"Oct 7, 1973 (26)",,"1,72m",,-,2000
408,Igor Yurin,Shakhter-Ispat-Karmet Karaganda,Attacking Midfield,-,"Jul 3, 1982 (17)",,"1,71m",right,-,2000
409,Evgeniy Lunev,Shakhter-Ispat-Karmet Karaganda,Attacking Midfield,-,"Apr 26, 1976 (23)",,"1,86m",right,-,2000
410,Kamil Mingazov,Shakhter-Ispat-Karmet Karaganda,Right Winger,-,"Jun 21, 1968 (31)",,"1,70m",,-,2000
411,Murat Tleshev,Shakhter-Ispat-Karmet Karaganda,Centre-Forward,-,"Apr 18, 1980 (19)",,"1,88m",right,-,2000
412,Andrey Finonchenko,Shakhter-Ispat-Karmet Karaganda,Centre-Forward,-,"Jun 21, 1982 (17)",,"1,77m",right,-,2000
413,Oleg Zenchenkov,Shakhter-Ispat-Karmet Karaganda,Striker,-,"Jan 5, 1975 (24)",,"1,75m",,-,2000
414,Ruslan Imankulov,Shakhter-Ispat-Karmet Karaganda,Striker,-,"Feb 6, 1972 (27)",,-,,-,2000
415,Rustam Beyzhanov,Shakhter-Ispat-Karmet Karaganda,Striker,-,"Jan 30, 1981 (18)",,"1,78m",,-,2000
416,Denis Solovarenko,Zhetysu Taldykorgan,Goalkeeper,-,"Apr 4, 1979 (20)",,"1,82m",,-,2000
417,Sergey Davydenko,Zhetysu Taldykorgan,Goalkeeper,-,"Oct 9, 1968 (31)",,"1,81m",,-,2000
418,Ilyas Gabdullin,Zhetysu Taldykorgan,Defender,-,"Aug 24, 1975 (24)",,"1,78m",,-,2000
419,Oleg Bejenari,Zhetysu Taldykorgan,Defender,-,"Sep 17, 1971 (28)",,"1,80m",,-,2000
420,Vladimir Salo,Zhetysu Taldykorgan,Defender,-,"Feb 6, 1974 (25)",,"1,75m",right,-,2000
421,Nikolay Mikheev,Zhetysu Taldykorgan,Defender,-,"Jan 12, 1974 (25)",,-,,-,2000
422,Vyacheslav Knyazev,Zhetysu Taldykorgan,Defender,-,"May 22, 1974 (25)",,"1,78m",,-,2000
423,Igor Shcherbyna,Zhetysu Taldykorgan,Defender,-,"May 4, 1971 (28)",,"1,82m",,-,2000
424,Denis Mamonov,Zhetysu Taldykorgan,Defender,-,"Dec 8, 1981 (18)",,"1,78m",,-,2000
425,Oleg Shive,Zhetysu Taldykorgan,Defender,-,"Jul 9, 1980 (19)",,"1,78m",,-,2000
426,Sergey Saliy,Zhetysu Taldykorgan,Defender,-,"Dec 6, 1967 (32)",,"1,73m",,-,2000
427,Ruslan Saginaev,Zhetysu Taldykorgan,Defender,-,"Aug 29, 1977 (22)",,"1,68m",,-,2000
428,Askhat Abishev,Zhetysu Taldykorgan,Defender,-,"Mar 11, 1979 (20)",,-,,-,2000
429,Iskander Bazarov,Zhetysu Taldykorgan,Defender,-,"May 2, 1970 (29)",,"1,85m",,-,2000
430,Madiyar Eshchanov,Zhetysu Taldykorgan,Defender,-,"Aug 22, 1981 (18)",,-,,-,2000
431,Aleksandr Petin,Zhetysu Taldykorgan,Defender,-,"Sep 21, 1975 (24)",,"1,84m",,-,2000
432,Viktor Kovalev,Zhetysu Taldykorgan,Centre-Back,-,"Aug 25, 1980 (19)",,"1,90m",right,-,2000
433,Umed Khabibulloev,Zhetysu Taldykorgan,Right-Back,-,"Nov 12, 1978 (21)",,"1,75m",right,-,2000
434,Vyacheslav Samoylov,Zhetysu Taldykorgan,Midfielder,-,"Oct 25, 1976 (23)",,"1,82m",,-,2000
435,Alisher Tukhtaev,Zhetysu Taldykorgan,Midfielder,-,"Aug 24, 1976 (23)",,-,,-,2000
436,Andrey Vaganov,Zhetysu Taldykorgan,Midfielder,-,"Oct 25, 1968 (31)",,"1,80m",,-,2000
437,Denis Izmaylov,Zhetysu Taldykorgan,Midfielder,-,"Dec 25, 1977 (22)",,"1,79m",,-,2000
438,Rinat Aizatullov,Zhetysu Taldykorgan,Midfielder,-,"Dec 3, 1978 (21)",,"1,70m",,-,2000
439,Manar Nuftiev,Zhetysu Taldykorgan,Midfielder,-,"Mar 9, 1972 (27)",,-,,-,2000
440,Valeriy Berezovskiy,Zhetysu Taldykorgan,Striker,-,"Jul 23, 1975 (24)",,"1,85m",,-,2000
441,Yuri Zvonarenko,Zhetysu Taldykorgan,Striker,-,"Jul 27, 1977 (22)",,"1,84m",,-,2000
442,Marat Iskakov,Zhetysu Taldykorgan,Striker,-,"Jul 30, 1980 (19)",,"1,84m",,-,2000
443,Aleksandr Antropov,Zhetysu Taldykorgan,Striker,-,"Jul 20, 1973 (26)",,"1,76m",,-,2000
444,Kuanysh Kenchinbaev,Zhetysu Taldykorgan,Striker,-,"Jul 31, 1982 (17)",,"1,82m",,-,2000
445,Eduard Khachaturyan,Zhetysu Taldykorgan,Striker,-,"Dec 9, 1975 (24)",,"1,75m",,-,2000
446,Viktor Guzj,Dostyk Shymkent,Goalkeeper,-,"Jan 16, 1971 (28)",,"1,85m",,-,2000
447,Aleksandr Mokin,Dostyk Shymkent,Goalkeeper,-,"Jun 19, 1981 (18)",,"1,94m",right,-,2000
448,Begaly Zhakipbekov,Dostyk Shymkent,Defender,-,"Nov 3, 1969 (30)",,"1,83m",,-,2000
449,Vitaliy Kut,Dostyk Shymkent,Defender,-,"Jun 7, 1970 (29)",,-,,-,2000
450,Vitaliy Dzhalilov,Dostyk Shymkent,Defender,-,"Sep 3, 1979 (20)",,-,,-,2000
451,Tair Izatillaev,Dostyk Shymkent,Defender,-,"Feb 15, 1982 (17)",,"1,72m",,-,2000
452,Malik Ayazbaev,Dostyk Shymkent,Defender,-,"Jan 16, 1982 (17)",,-,,-,2000
453,Abdukhalik Buribaev,Dostyk Shymkent,Defender,-,"Mar 27, 1969 (30)",,-,,-,2000
454,Aleksey Klyuchnikov,Dostyk Shymkent,Defender,-,"May 26, 1982 (17)",,-,,-,2000
455,Aleksandr Pak,Dostyk Shymkent,Defender,-,"Jun 22, 1984 (15)",,-,,-,2000
456,Sergey Polina,Dostyk Shymkent,Defender,-,"Aug 11, 1979 (20)",,"1,82m",,-,2000
457,Dmitri Protorchin,Dostyk Shymkent,Right-Back,-,"Jul 2, 1978 (21)",,"1,78m",right,-,2000
458,Pavel Pishchulin,Dostyk Shymkent,Right-Back,-,"Nov 23, 1980 (19)",,"1,77m",right,-,2000
459,Irakli Giorgobiani,Dostyk Shymkent,Midfielder,-,"Jul 14, 1971 (28)",,"1,72m",,-,2000
