,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
225,Aleksandr Chaika,Tobol Kostanay,Central Midfield,-,"Jan 27, 1976 (27)",,"1,79m",,-,2004
226,Konstantin Kotov,Tobol Kostanay,Central Midfield,-,"Oct 7, 1973 (30)",,"1,72m",,-,2004
227,Levan Sanikidze,Tobol Kostanay,Right Midfield,-,"Jun 9, 1982 (21)",,"1,78m",right,-,2004
228,Maksim Nizovtsev,Tobol Kostanay,Left Midfield,-,"Sep 9, 1972 (31)",,-,,-,2004
229,Nurbol Zhumaskaliev,Tobol Kostanay,Attacking Midfield,-,"May 11, 1981 (22)",,"1,76m",left,-,2004
230,Igor Yurin,Tobol Kostanay,Attacking Midfield,-,"Jul 3, 1982 (21)",,"1,71m",right,-,2004
231,Vyacheslav Nurmagombetov,Tobol Kostanay,Right Winger,-,"Aug 10, 1984 (19)",,"1,84m",right,-,2004
232,Valeriy Garkusha,Tobol Kostanay,Right Winger,-,"Mar 14, 1977 (26)",,-,,-,2004
233,Andrey Sitchikhin,Tobol Kostanay,Right Winger,-,"Aug 15, 1974 (29)",,N/Am,N/A,-,2004
234,Murat Suyumagambetov,Tobol Kostanay,Centre-Forward,-,"Oct 14, 1983 (20)",,"1,81m",right,-,2004
235,Ulugbek Bakaev,Tobol Kostanay,Centre-Forward,-,"Nov 28, 1978 (25)",,"1,83m",right,-,2004
236,Pavel Ryzhevski,Tobol Kostanay,Centre-Forward,-,"Mar 3, 1981 (22)",,"1,83m",right,-,2004
237,Vitaliy Starnovskiy,Tobol Kostanay,Striker,-,"May 7, 1983 (20)",,"1,80m",,-,2004
238,David Loria,Shakhter Karaganda,Goalkeeper,-,"Oct 31, 1981 (22)",,"1,83m",right,-,2004
239,Sergiy Sarana,Shakhter Karaganda,Goalkeeper,-,"Dec 7, 1978 (25)",,"1,86m",,-,2004
240,Zeljko Joksimovic,Shakhter Karaganda,Defender,-,"Mar 14, 1974 (29)",,"1,80m",,-,2004
241,Evgeniy Kravchuk,Shakhter Karaganda,Defender,-,"Jun 24, 1981 (22)",,"1,78m",,-,2004
242,Oleg Kornienko,Shakhter Karaganda,Centre-Back,-,"May 28, 1973 (30)",,"1,82m",right,-,2004
243,Igor Avdeev,Shakhter Karaganda,Centre-Back,-,"Jan 10, 1973 (30)",,"1,82m",right,-,2004
244,Sergey Kirov,Shakhter Karaganda,Centre-Back,-,"Feb 4, 1978 (25)",,"1,83m",,-,2004
245,Veaceslav Rusnac,Shakhter Karaganda,Left-Back,-,"Aug 27, 1975 (28)",,"1,75m",left,-,2004
246,Serik Sagyndykov,Shakhter Karaganda,Right-Back,-,"Jan 9, 1984 (19)",,"1,80m",right,-,2004
247,Mikhail Glushko,Shakhter Karaganda,Defensive Midfield,-,"Jan 3, 1984 (19)",,"1,86m",right,-,2004
248,Vladica Curcic,Shakhter Karaganda,Midfielder,-,"Jul 18, 1978 (25)",,"1,80m",,-,2004
249,Nasiru Abdullahi,Shakhter Karaganda,Midfielder,-,"May 1, 1982 (21)",,-,,-,2004
250,Rakhman Asukhanov,Shakhter Karaganda,Midfielder,-,"May 1, 1973 (30)",,"1,68m",,-,2004
251,Igor Shevchenko,Shakhter Karaganda,Midfielder,-,"Jun 10, 1984 (19)",,"1,70m",,-,2004
252,Denis Djakov,Shakhter Karaganda,Midfielder,-,"Jul 30, 1985 (18)",,"1,76m",,-,2004
253,Maksim Shevchenko,Shakhter Karaganda,Central Midfield,-,"Mar 27, 1980 (23)",,"1,75m",,-,2004
254,Vladimir Kashtanov,Shakhter Karaganda,Central Midfield,-,"Feb 16, 1973 (30)",,"1,79m",,-,2004
255,Dmitriy Byakov,Shakhter Karaganda,Right Midfield,-,"Apr 9, 1978 (25)",,"1,76m",right,-,2004
256,Ashkat Kadyrkulov,Shakhter Karaganda,Left Midfield,-,"Nov 14, 1974 (29)",,"1,78m",,-,2004
257,Evgeniy Lunev,Shakhter Karaganda,Attacking Midfield,-,"Apr 26, 1976 (27)",,"1,86m",right,-,2004
258,Andrey Finonchenko,Shakhter Karaganda,Centre-Forward,-,"Jun 21, 1982 (21)",,"1,77m",right,-,2004
259,Ivan Peric,Shakhter Karaganda,Centre-Forward,-,"May 5, 1982 (21)",,"1,89m",right,-,2004
260,Rafael Khamidullov,Shakhter Karaganda,Striker,-,"Mar 21, 1976 (27)",,"1,77m",,-,2004
261,Ruslan Imankulov,Shakhter Karaganda,Striker,-,"Feb 6, 1972 (31)",,-,,-,2004
262,Dmitriy Khomenko,Shakhter Karaganda,Striker,-,"Sep 25, 1986 (17)",,"1,80m",,-,2004
263,Bayramniyaz Berdiyev,Ordabasy Shymkent,Goalkeeper,-,"Sep 13, 1974 (29)",,"1,85m",,-,2004
264,Almat Bekbaev,Ordabasy Shymkent,Goalkeeper,-,"Jul 14, 1984 (19)",,"1,94m",right,-,2004
265,Zhasur Narzikulov,Ordabasy Shymkent,Goalkeeper,-,"Apr 13, 1984 (19)",,"1,89m",right,-,2004
266,Oleg Gorvits,Ordabasy Shymkent,Goalkeeper,-,"Apr 8, 1973 (30)",,"1,83m",,-,2004
267,Sergey Maksimov,Ordabasy Shymkent,Defender,-,"Sep 8, 1982 (21)",,"1,82m",,-,2004
268,Zhandos Ametov,Ordabasy Shymkent,Defender,-,"Feb 8, 1980 (23)",,"1,78m",,-,2004
269,Valeriy Shapovalov,Ordabasy Shymkent,Defender,-,"Aug 27, 1976 (27)",,"1,84m",,-,2004
270,Volodymyr Yaremko,Ordabasy Shymkent,Defender,-,"Oct 27, 1972 (31)",,"1,75m",,-,2004
271,Bakhytzhan Ibragimov,Ordabasy Shymkent,Defender,-,"Jun 2, 1987 (16)",,"1,92m",,-,2004
272,Mukhtar Mukhtarov,Ordabasy Shymkent,Centre-Back,-,"Jan 6, 1986 (17)",,"1,88m",right,-,2004
273,Oleg Sabirov,Ordabasy Shymkent,Left-Back,-,"Mar 13, 1978 (25)",,"1,81m",right,-,2004
274,Sergey Kozyulin,Ordabasy Shymkent,Right-Back,-,"Aug 2, 1980 (23)",,"1,80m",right,-,2004
275,Yevgen Rymshyn,Ordabasy Shymkent,Right-Back,-,"Jun 16, 1976 (27)",,"1,82m",,-,2004
276,Alisher Tazhibayuly,Ordabasy Shymkent,Midfielder,-,"Jan 28, 1987 (16)",,"1,74m",,-,2004
277,Andrey Vlasichev,Ordabasy Shymkent,Midfielder,-,"Jan 27, 1981 (22)",,-,,-,2004
278,Yorkin Nazarov,Ordabasy Shymkent,Defensive Midfield,-,"Oct 11, 1974 (29)",,"1,78m",,-,2004
279,Spartak Murtazaev,Ordabasy Shymkent,Midfielder,-,"Oct 3, 1977 (26)",,"1,82m",,-,2004
280,Aleksandr Mochinov,Ordabasy Shymkent,Midfielder,-,"May 6, 1976 (27)",,N/Am,N/A,-,2004
281,Askar Jadigerov,Ordabasy Shymkent,Central Midfield,-,"Jan 5, 1980 (23)",,"1,77m",,-,2004
282,Oleksandr Sobkovych,Ordabasy Shymkent,Central Midfield,-,"Feb 11, 1976 (27)",,"1,75m",,-,2004
283,Kuanysh Karakulov,Ordabasy Shymkent,Right Midfield,-,"Jun 20, 1977 (26)",,"1,73m",right,-,2004
284,Azat Nurgaliev,Ordabasy Shymkent,Left Winger,-,"Jun 30, 1986 (17)",,"1,73m",both,-,2004
285,Dilmurad Nazarov,Ordabasy Shymkent,Left Winger,-,"Apr 12, 1976 (27)",,"1,75m",,-,2004
286,Eldor Kasymov,Ordabasy Shymkent,Centre-Forward,-,"May 8, 1978 (25)",,"1,78m",,-,2004
287,Aleksandr Krokhmal,Ordabasy Shymkent,Centre-Forward,-,"Nov 22, 1977 (26)",,"1,80m",right,-,2004
288,Alexandru Sukharev,Ordabasy Shymkent,Striker,-,"Jul 3, 1970 (33)",,"1,78m",,-,2004
289,Sanat Zhumakhanov,Ordabasy Shymkent,Centre-Forward,-,"Jan 30, 1988 (15)",,"1,85m",right,-,2004
290,Roman Yurtaev,Ordabasy Shymkent,Striker,-,"Jan 4, 1984 (19)",,"1,75m",,-,2004
291,Marat Iskakov,Ordabasy Shymkent,Striker,-,"Jul 30, 1980 (23)",,"1,84m",,-,2004
292,Sherzod Nazarov,Ordabasy Shymkent,Striker,-,"Nov 21, 1979 (24)",,-,,-,2004
293,Aleksandr Mokin,Zhenis Astana,Goalkeeper,-,"Jun 19, 1981 (22)",,"1,94m",right,-,2004
294,Evgeniy Plotnikov,Zhenis Astana,Goalkeeper,-,"Sep 6, 1972 (31)",,"1,92m",right,-,2004
295,Igor Glushko,Zhenis Astana,Goalkeeper,-,"Jul 17, 1980 (23)",,"2,00m",,-,2004
296,Maksim Zhalmagambetov,Zhenis Astana,Centre-Back,-,"Jul 11, 1983 (20)",,"1,95m",right,-,2004
297,Aleksandr Kovalev,Zhenis Astana,Centre-Back,-,"Feb 21, 1982 (21)",,"1,96m",right,-,2004
298,Aleksandar Komadina,Zhenis Astana,Centre-Back,-,"Nov 8, 1975 (28)",,"1,93m",right,-,2004
299,Sergey Andreev,Zhenis Astana,Centre-Back,-,"May 14, 1971 (32)",,"1,83m",,-,2004
300,Dmitriy Lyapkin,Zhenis Astana,Left-Back,-,"Sep 16, 1976 (27)",,"1,73m",left,-,2004
301,Mikhail Shishkin,Zhenis Astana,Left-Back,-,"Sep 4, 1980 (23)",,"1,80m",right,-,2004
302,Anton Chichulin,Zhenis Astana,Right-Back,-,"Oct 27, 1984 (19)",,"1,82m",right,-,2004
303,Aydar Kumisbekov,Zhenis Astana,Right-Back,-,"Feb 9, 1979 (24)",,"1,77m",right,-,2004
304,Dias Kamelov,Zhenis Astana,Defensive Midfield,-,"May 29, 1981 (22)",,"1,74m",right,-,2004
305,Yuriy Drozdov,Zhenis Astana,Defensive Midfield,-,"Jan 16, 1972 (31)",,"1,68m",right,-,2004
306,Artem Voronkin,Zhenis Astana,Defensive Midfield,-,"Feb 19, 1986 (17)",,"1,85m",right,-,2004
307,Konstantin Golovskoy,Zhenis Astana,Central Midfield,-,"Apr 25, 1975 (28)",,"1,86m",right,-,2004
308,Aleksey Kosolapov,Zhenis Astana,Central Midfield,-,"Mar 17, 1971 (32)",,"1,78m",right,-,2004
309,Sergey Grishin,Zhenis Astana,Right Midfield,-,"Nov 18, 1973 (30)",,"1,81m",right,-,2004
310,Nikita Khokhlov,Zhenis Astana,Attacking Midfield,-,"Oct 27, 1983 (20)",,"1,82m",both,-,2004
311,Mikhail Lunin,Zhenis Astana,Attacking Midfield,-,"May 31, 1978 (25)",,"1,79m",right,-,2004
312,Eduard Sergienko,Zhenis Astana,Right Winger,-,"Feb 18, 1983 (20)",,"1,81m",both,-,2004
313,Sergey Filippenkov,Zhenis Astana,Right Winger,-,"Aug 2, 1971 (32)",,N/Am,N/A,-,2004
314,Aleksandr Suchkov,Zhenis Astana,Right Winger,-,"Feb 29, 1980 (23)",,"1,77m",right,-,2004
315,Nilton Mendes,Zhenis Astana,Centre-Forward,-,"Jan 7, 1976 (27)",,"1,80m",,-,2004
316,Vitaliy Lanko,Zhenis Astana,Centre-Forward,-,"Apr 4, 1977 (26)",,"1,85m",right,-,2004
317,Pavel Beganskiy,Zhenis Astana,Centre-Forward,-,"Jan 9, 1981 (22)",,"1,90m",right,-,2004
318,Maksim Ermak,Zhenis Astana,Centre-Forward,-,"Nov 11, 1976 (27)",,"1,84m",right,-,2004
319,Oleg Mochulyak,Zhenis Astana,Centre-Forward,-,"Sep 24, 1974 (29)",,"1,80m",right,-,2004
320,Jan Zolna,FK Atyrau,Goalkeeper,-,"May 27, 1978 (25)",,"1,91m",,-,2004
321,Aleksandr Grigorenko,FK Atyrau,Goalkeeper,-,"Feb 6, 1985 (18)",,"1,82m",right,-,2004
322,Viktor Kravchenko,FK Atyrau,Defender,-,"Jan 10, 1976 (27)",,"1,80m",,-,2004
323,Sergiy Zaytsev,FK Atyrau,Defender,-,"Apr 13, 1973 (30)",,"1,84m",,-,2004
324,Timur Primzhanov,FK Atyrau,Defender,-,"Sep 2, 1987 (16)",,"1,72m",,-,2004
325,Modeste Fomen,FK Atyrau,Defender,-,"Mar 14, 1977 (26)",,"1,77m",,-,2004
326,David Chichveishvili,FK Atyrau,Centre-Back,-,"Jan 23, 1975 (28)",,"1,88m",right,-,2004
327,Andriy Yerokhin,FK Atyrau,Centre-Back,-,"Mar 24, 1978 (25)",,"1,84m",,-,2004
328,Igor Shvydko,FK Atyrau,Centre-Back,-,"Sep 11, 1971 (32)",,"1,85m",right,-,2004
329,Stefan Donchev,FK Atyrau,Left-Back,-,"Aug 28, 1975 (28)",,"1,77m",left,-,2004
330,Valentin Chureev,FK Atyrau,Right-Back,-,"Aug 29, 1986 (17)",,"1,73m",right,-,2004
331,Piraly Aliev,FK Atyrau,Defensive Midfield,-,"Jan 13, 1984 (19)",,"1,80m",right,-,2004
332,Ante Vukusic,FK Atyrau,Defensive Midfield,-,"May 9, 1984 (19)",,"1,82m",,-,2004
333,Yuriy Krotov,FK Atyrau,Midfielder,-,"May 12, 1978 (25)",,"1,80m",,-,2004
334,Maksym Berlizev,FK Atyrau,Midfielder,-,"Dec 18, 1981 (22)",,-,,-,2004
335,Vasiliy Lobashov,FK Atyrau,Midfielder,-,"Feb 16, 1987 (16)",,"1,75m",,-,2004
336,Yuriy Gura,FK Atyrau,Midfielder,-,"Aug 8, 1976 (27)",,"1,84m",,-,2004
337,Jose Fernando,FK Atyrau,Midfielder,-,"Mar 17, 1982 (21)",,"1,77m",,-,2004
338,Viktor Kozhushko,FK Atyrau,Central Midfield,-,"Feb 3, 1981 (22)",,"1,75m",right,-,2004
339,Denis Rodionov,FK Atyrau,Central Midfield,-,"Jul 26, 1985 (18)",,"1,78m",both,-,2004
340,Sergey Kostyuk,FK Atyrau,Central Midfield,-,"Nov 30, 1978 (25)",,"1,77m",right,-,2004
341,Zhiger Kukeev,FK Atyrau,Right Midfield,-,"Aug 9, 1984 (19)",,"1,75m",right,-,2004
342,Ruslan Sakhalbaev,FK Atyrau,Attacking Midfield,-,"Jun 27, 1984 (19)",,"1,68m",right,-,2004
343,Vasil Kirov,FK Atyrau,Attacking Midfield,-,"Dec 7, 1975 (28)",,"1,83m",right,-,2004
344,Vyacheslav Eremeev,FK Atyrau,Attacking Midfield,-,"Mar 29, 1970 (33)",,"1,83m",right,-,2004
345,Robert Bitarov,FK Atyrau,Left Winger,-,"Mar 23, 1976 (27)",,"1,78m",left,-,2004
346,Oleg Mochulyak,FK Atyrau,Centre-Forward,-,"Sep 24, 1974 (29)",,"1,80m",right,-,2004
347,Beybit Tatishev,FK Atyrau,Centre-Forward,-,"Jul 24, 1984 (19)",,"1,85m",both,-,2004
348,Kairat Ersheev,FK Atyrau,Striker,-,"Sep 14, 1984 (19)",,"1,72m",,-,2004
349,Redzhepmurad Agabaev,FK Atyrau,Centre-Forward,-,"Aug 1, 1973 (30)",,"1,86m",,-,2004
350,Anton Oganesov,FK Atyrau,Striker,-,"May 31, 1980 (23)",,-,,-,2004
351,Bauyrzhan Mazbaev,FK Atyrau,Striker,-,"Jul 11, 1981 (22)",,"1,75m",,-,2004
352,Eduard Stolboviy,Ekibastuzets Ekibastuz (-2008),Goalkeeper,-,"May 5, 1972 (31)",,"1,88m",,-,2004
353,Viktor Raskulov,Ekibastuzets Ekibastuz (-2008),Goalkeeper,-,"Sep 19, 1974 (29)",,"1,83m",,-,2004
354,Evgeniy Simonovich,Ekibastuzets Ekibastuz (-2008),Goalkeeper,-,"Oct 3, 1984 (19)",,"1,80m",,-,2004
355,Iliyan Pamukov,Ekibastuzets Ekibastuz (-2008),Defender,-,"Jul 22, 1974 (29)",,"1,80m",,-,2004
356,Anatoliy Verteletskiy,Ekibastuzets Ekibastuz (-2008),Defender,-,"Aug 16, 1975 (28)",,"1,77m",,-,2004
357,Oleg Semka,Ekibastuzets Ekibastuz (-2008),Defender,-,"Jan 15, 1975 (28)",,-,,-,2004
358,Denis Isakov,Ekibastuzets Ekibastuz (-2008),Defender,-,"Dec 7, 1983 (20)",,"1,80m",,-,2004
359,Dmytro Efimov,Ekibastuzets Ekibastuz (-2008),Defender,-,"Nov 12, 1984 (19)",,-,,-,2004
360,Denis Shadrov,Ekibastuzets Ekibastuz (-2008),Defender,-,"Mar 11, 1983 (20)",,"1,78m",,-,2004
361,Ruslan Shishkin,Ekibastuzets Ekibastuz (-2008),Defender,-,"Aug 31, 1986 (17)",,"1,89m",,-,2004
362,Aleksandr Sologub,Ekibastuzets Ekibastuz (-2008),Defender,-,"Jul 7, 1983 (20)",,"1,83m",,-,2004
363,Andriy Oksymets,Ekibastuzets Ekibastuz (-2008),Centre-Back,-,"Sep 27, 1974 (29)",,"1,86m",,-,2004
364,Andrey Burtsev,Ekibastuzets Ekibastuz (-2008),Centre-Back,-,"Jun 5, 1987 (16)",,"1,85m",,-,2004
365,Aleksey Danaev,Ekibastuzets Ekibastuz (-2008),Left-Back,-,"Sep 1, 1979 (24)",,"1,83m",left,-,2004
366,Zurab Archvadze,Ekibastuzets Ekibastuz (-2008),Right-Back,-,"Jan 30, 1972 (31)",,"1,73m",right,-,2004
367,Nail Shabaev,Ekibastuzets Ekibastuz (-2008),Defensive Midfield,-,"Jun 25, 1982 (21)",,"1,78m",right,-,2004
368,Farkhad Mirsalimbaev,Ekibastuzets Ekibastuz (-2008),Midfielder,-,"Oct 15, 1972 (31)",,"1,77m",,-,2004
369,Tlektes Aubakirov,Ekibastuzets Ekibastuz (-2008),Midfielder,-,"Jun 8, 1982 (21)",,"1,76m",right,-,2004
370,Andrey Gefel,Ekibastuzets Ekibastuz (-2008),Central Midfield,-,"Jun 24, 1979 (24)",,"1,74m",right,-,2004
371,Andriy Zavyalov,Ekibastuzets Ekibastuz (-2008),Central Midfield,-,"Jan 2, 1971 (32)",,"1,78m",,-,2004
372,Sergiy Yakovenko,Ekibastuzets Ekibastuz (-2008),Right Midfield,-,"May 10, 1975 (28)",,"1,72m",right,-,2004
373,Taras Danilyuk,Ekibastuzets Ekibastuz (-2008),Left Midfield,-,"Jan 29, 1984 (19)",,"1,76m",left,-,2004
374,Azamat Aubakirov,Ekibastuzets Ekibastuz (-2008),Striker,-,"Nov 10, 1987 (16)",,"1,75m",,-,2004
375,Miroslav Nemec,Ekibastuzets Ekibastuz (-2008),Centre-Forward,-,"Sep 26, 1971 (32)",,"1,84m",,-,2004
376,Vitaliy Razdrogin,Ekibastuzets Ekibastuz (-2008),Striker,-,"Nov 10, 1973 (30)",,"1,68m",,-,2004
377,Aleksandr Bulgakov,Ekibastuzets Ekibastuz (-2008),Centre-Forward,-,"Aug 9, 1977 (26)",,"1,86m",,-,2004
378,Igor Voynov,Ekibastuzets Ekibastuz (-2008),Striker,-,"May 23, 1986 (17)",,"1,73m",,-,2004
379,Yuri Zvonarenko,Ekibastuzets Ekibastuz (-2008),Striker,-,"Jul 27, 1977 (26)",,"1,84m",,-,2004
380,Nikolay Kalyabin,Vostok Oskemen,Goalkeeper,-,"Dec 7, 1969 (34)",,"1,89m",,-,2004
381,Sergiu Diaconu,Vostok Oskemen,Goalkeeper,-,"Feb 16, 1978 (25)",,"1,93m",,-,2004
382,Yuriy Tsygalko,Vostok Oskemen,Goalkeeper,-,"May 27, 1983 (20)",,"1,89m",right,-,2004
383,Vladimir Suleymanov,Vostok Oskemen,Goalkeeper,-,"Jan 21, 1985 (18)",,"1,90m",right,-,2004
384,Aleksandr Moskalenko,Vostok Oskemen,Defender,-,"Sep 18, 1976 (27)",,"1,83m",,-,2004
385,Sergey Maslenov,Vostok Oskemen,Defender,-,"Apr 25, 1974 (29)",,-,,-,2004
386,Bayramdurdy Meredov,Vostok Oskemen,Defender,-,"Mar 27, 1979 (24)",,-,,-,2004
387,Alikhan Shadiev,Vostok Oskemen,Defender,-,"Aug 8, 1985 (18)",,"1,80m",,-,2004
388,Denis Mamonov,Vostok Oskemen,Defender,-,"Dec 8, 1981 (22)",,"1,78m",,-,2004
389,Youssef Meskini,Vostok Oskemen,Defender,-,"May 4, 1975 (28)",,"1,86m",,-,2004
390,Roman Pulter,Vostok Oskemen,Defender,-,"Nov 14, 1978 (25)",,"1,77m",,-,2004
391,Igor Chesnokov,Vostok Oskemen,Defender,-,"Feb 3, 1972 (31)",,"1,71m",,-,2004
392,Pavel Yakupov,Vostok Oskemen,Defender,-,"Aug 18, 1978 (25)",,"1,76m",,-,2004
393,Valeriy Kuznetsov,Vostok Oskemen,Defender,-,"Jun 14, 1985 (18)",,"1,84m",,-,2004
394,Vyacheslav Sudarev,Vostok Oskemen,Defender,-,"Sep 19, 1978 (25)",,"1,73m",,-,2004
395,Aleksandr Kirov,Vostok Oskemen,Centre-Back,-,"Sep 4, 1984 (19)",,"1,88m",right,-,2004
396,Maksim Zuev,Vostok Oskemen,Centre-Back,-,"Apr 27, 1983 (20)",,"1,89m",right,-,2004
397,Evgeniy Tarasov,Vostok Oskemen,Right-Back,-,"Apr 16, 1985 (18)",,"1,83m",right,-,2004
398,Giorgi Gogiashvili,Vostok Oskemen,Midfielder,-,"Jan 7, 1971 (32)",,"1,76m",,-,2004
399,Viktor Goncharov,Vostok Oskemen,Midfielder,-,"Mar 20, 1976 (27)",,-,,-,2004
400,Anatolie Stavila,Vostok Oskemen,Midfielder,-,"May 28, 1981 (22)",,"1,74m",,-,2004
401,Sergey Shatokhin,Vostok Oskemen,Midfielder,-,"Sep 27, 1978 (25)",,"1,80m",,-,2004
402,Daulet Nurasylov,Vostok Oskemen,Midfielder,-,"Nov 3, 1984 (19)",,"1,74m",,-,2004
403,Andrey Anashkin,Vostok Oskemen,Midfielder,-,"Nov 16, 1983 (20)",,"1,73m",,-,2004
404,Denis Izmaylov,Vostok Oskemen,Midfielder,-,"Dec 25, 1977 (26)",,"1,79m",,-,2004
405,Bakhyt Eshmukhanbetov,Vostok Oskemen,Midfielder,-,"Oct 22, 1977 (26)",,"1,75m",,-,2004
406,Aleksey Shakin,Vostok Oskemen,Right Winger,-,"Aug 6, 1984 (19)",,"1,78m",right,-,2004
407,Daniar Kenzhekhanov,Vostok Oskemen,Centre-Forward,-,"Jan 20, 1983 (20)",,"1,88m",,-,2004
408,Andrey Pustovalov,Vostok Oskemen,Striker,-,"Dec 2, 1986 (17)",,"1,82m",,-,2004
409,Takhir Ilaev,Bolat-AMT Temirtau (-2016),Goalkeeper,-,"Jun 11, 1986 (17)",,"1,95m",,-,2004
410,Mikhail Alekseev,Bolat-AMT Temirtau (-2016),Goalkeeper,-,"Nov 22, 1978 (25)",,"1,90m",,-,2004
411,Samir Aliev,Bolat-AMT Temirtau (-2016),Goalkeeper,-,"Jul 10, 1982 (21)",,"1,87m",,-,2004
412,Andrey Volodin,Bolat-AMT Temirtau (-2016),Defender,-,"Apr 25, 1982 (21)",,-,,-,2004
413,Sergiy Zagoruyko,Bolat-AMT Temirtau (-2016),Defender,-,"Jun 23, 1975 (28)",,"1,84m",,-,2004
414,Nikolay Gavrish,Bolat-AMT Temirtau (-2016),Defender,-,"May 11, 1984 (19)",,"1,81m",,-,2004
415,Oleksandr Gryshenko,Bolat-AMT Temirtau (-2016),Defender,-,"Jan 6, 1981 (22)",,"1,76m",,-,2004
416,Oleg Gychay,Bolat-AMT Temirtau (-2016),Defender,-,"Apr 5, 1973 (30)",,"1,78m",,-,2004
417,Ivan Zavyalov,Bolat-AMT Temirtau (-2016),Defender,-,"Apr 22, 1984 (19)",,"1,78m",,-,2004
418,Vitaliy Ivashkin,Bolat-AMT Temirtau (-2016),Defender,-,"Jun 21, 1982 (21)",,"1,85m",,-,2004
419,Talgat Kabdulov,Bolat-AMT Temirtau (-2016),Defender,-,"Jul 2, 1977 (26)",,"1,74m",,-,2004
420,Andrey Kazanskiy,Bolat-AMT Temirtau (-2016),Defender,-,"Jan 17, 1979 (24)",,"1,91m",,-,2004
421,Aleksey Lisitsyn,Bolat-AMT Temirtau (-2016),Defender,-,"Feb 6, 1985 (18)",,"1,74m",,-,2004
422,Sergey Cherkashin,Bolat-AMT Temirtau (-2016),Defender,-,"Apr 23, 1987 (16)",,"1,79m",,-,2004
423,Dmytro Buzhyn,Bolat-AMT Temirtau (-2016),Defender,-,"Oct 9, 1979 (24)",,"1,78m",,-,2004
424,Kazybek Karibaev,Bolat-AMT Temirtau (-2016),Defender,-,"Sep 18, 1984 (19)",,"1,78m",,-,2004
425,Vladislav Nosenko,Bolat-AMT Temirtau (-2016),Centre-Back,-,"Dec 6, 1970 (33)",,"1,85m",,-,2004
426,Sergey Eleskin,Bolat-AMT Temirtau (-2016),Centre-Back,-,"Jan 3, 1969 (34)",,"1,84m",right,-,2004
427,Ilnur Mangutkin,Bolat-AMT Temirtau (-2016),Left-Back,-,"Sep 16, 1986 (17)",,"1,76m",right,-,2004
428,Oleksiy Choban,Bolat-AMT Temirtau (-2016),Midfielder,-,"Sep 26, 1976 (27)",,"1,70m",,-,2004
429,Dmitriy Bolshakov,Bolat-AMT Temirtau (-2016),Midfielder,-,"Apr 10, 1980 (23)",,"1,71m",,-,2004
430,Artem Nikitenko,Bolat-AMT Temirtau (-2016),Midfielder,-,"May 30, 1983 (20)",,"1,75m",,-,2004
431,Denis Djakov,Bolat-AMT Temirtau (-2016),Midfielder,-,"Jul 30, 1985 (18)",,"1,76m",,-,2004
432,Amiran Gigolaev,Bolat-AMT Temirtau (-2016),Midfielder,-,"Sep 30, 1984 (19)",,"1,75m",,-,2004
433,Aleksey Dyusekeev,Bolat-AMT Temirtau (-2016),Midfielder,-,"Aug 18, 1972 (31)",,"1,91m",,-,2004
434,Sapar Karynbaev,Bolat-AMT Temirtau (-2016),Midfielder,-,"Oct 17, 1982 (21)",,"1,78m",,-,2004
435,Viktor Kozhushko,Bolat-AMT Temirtau (-2016),Central Midfield,-,"Feb 3, 1981 (22)",,"1,75m",right,-,2004
436,Oleksandr Sobko,Bolat-AMT Temirtau (-2016),Centre-Forward,-,"Aug 31, 1982 (21)",,"1,90m",,-,2004
437,Dmitriy Khomenko,Bolat-AMT Temirtau (-2016),Striker,-,"Sep 25, 1986 (17)",,"1,80m",,-,2004
438,Evgeniy Nesterov,Bolat-AMT Temirtau (-2016),Striker,-,"Apr 17, 1984 (19)",,"1,72m",,-,2004
439,Aleksandr Igumnov,Bolat-AMT Temirtau (-2016),Striker,-,"Feb 1, 1978 (25)",,"1,80m",,-,2004
440,Andrey Frits,Bolat-AMT Temirtau (-2016),Striker,-,"Nov 20, 1978 (25)",,"1,78m",,-,2004
