,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
216,Erkebulan Nurgaliev,Kaspiy Aktau,Attacking Midfield,11,"Sep 12, 1993 (25)",,"1,70m",right,€325k,2019
217,Ruslan Sakhalbaev,Kaspiy Aktau,Attacking Midfield,13,"Jun 27, 1984 (34)",,"1,68m",right,€100k,2019
218,Vladislav Sirotov,Kaspiy Aktau,Left Winger,37,"Oct 27, 1991 (27)",,"1,80m",left,€400k,2019
219,Arman Nusip,Kaspiy Aktau,Left Winger,47,"Jan 22, 1994 (24)",,"1,80m",right,-,2019
220,Serge Nyuiadzi,Kaspiy Aktau,Right Winger,-,"Sep 17, 1991 (27)",,"1,81m",left,€300k,2019
221,Billal Sebaihi,Kaspiy Aktau,Right Winger,30,"May 31, 1992 (26)",,"1,79m",left,€150k,2019
222,Bakdaulet Konlimkos,Kaspiy Aktau,Right Winger,-,"Dec 5, 2000 (18)",,"1,70m",left,-,2019
223,Aydos Tattybaev,Kaspiy Aktau,Centre-Forward,-,"Apr 26, 1990 (28)",,"1,86m",right,€200k,2019
224,Maksym Marusych,Kaspiy Aktau,Centre-Forward,14,"Jul 17, 1993 (25)",,"1,82m",right,€175k,2019
225,Ramazan Karimov,Kaspiy Aktau,Centre-Forward,-,"Jul 5, 1999 (19)",,"1,90m",right,€100k,2019
226,Branko Cubrilo,Kaspiy Aktau,Centre-Forward,97,"May 20, 1988 (30)",,"1,81m",right,€50k,2019
227,Almas Armenov,Kaspiy Aktau,Centre-Forward,10,"Jan 27, 1992 (26)",,"1,70m",left,-,2019
228,Stas Pokatilov,Kairat Almaty,Goalkeeper,1,"Dec 8, 1992 (26)",,"1,90m",right,€1.20m,2019
229,Vladimir Plotnikov,Kairat Almaty,Goalkeeper,-,"Apr 3, 1986 (32)",,"1,91m",right,€300k,2019
230,Danil Ustimenko,Kairat Almaty,Goalkeeper,30,"Aug 8, 2000 (18)",,"1,90m",right,€50k,2019
231,Dinmukhammed Zhomart,Kairat Almaty,Goalkeeper,31,"Dec 6, 2000 (18)",,"1,88m",right,€50k,2019
232,Temirlan Anarbekov,Kairat Almaty,Goalkeeper,-,"Oct 14, 2003 (15)",,"1,89m",left,-,2019
233,Denis Polyakov,Kairat Almaty,Centre-Back,33,"Apr 17, 1991 (27)",,"1,84m",right,€1.20m,2019
234,Rade Dugalic,Kairat Almaty,Centre-Back,20,"Nov 5, 1992 (26)",,"1,94m",right,€800k,2019
235,Eldos Akhmetov,Kairat Almaty,Centre-Back,-,"Jun 1, 1990 (28)",,"1,87m",right,€750k,2019
236,Nuraly Alip,Kairat Almaty,Centre-Back,4,"Dec 22, 1999 (19)",,"1,88m",left,€750k,2019
237,Sergey Politevich,Kairat Almaty,Centre-Back,-,"Apr 9, 1990 (28)",,"1,90m",right,€700k,2019
238,Nurlan Dairov,Kairat Almaty,Centre-Back,15,"Jun 26, 1995 (23)",,"1,81m",right,€200k,2019
239,Aleksandr Shirobokov,Kairat Almaty,Centre-Back,-,"Jan 2, 2003 (15)",,"1,84m",right,-,2019
240,Ravil Ibragimov,Kairat Almaty,Centre-Back,-,"Dec 25, 2000 (18)",,"1,86m",left,-,2019
241,Gafurzhan Suyumbaev,Kairat Almaty,Left-Back,5,"Aug 19, 1990 (28)",,"1,75m",left,€1.50m,2019
242,Sergey Keiler,Kairat Almaty,Left-Back,2,"Nov 8, 1994 (24)",,"1,80m",left,€200k,2019
243,Aybar Nurdaliev,Kairat Almaty,Left-Back,37,"Aug 12, 1999 (19)",,"1,79m",left,€75k,2019
244,Kamo Hovhannisyan,Kairat Almaty,Right-Back,13,"Oct 5, 1992 (26)",,"1,76m",right,€700k,2019
245,Dino Mikanovic,Kairat Almaty,Right-Back,24,"May 7, 1994 (24)",,"1,74m",right,€600k,2019
246,Sultanbek Astanov,Kairat Almaty,Right-Back,17,"Mar 23, 1999 (19)",,"1,79m",right,€50k,2019
247,Jacek Goralski,Kairat Almaty,Defensive Midfield,6,"Sep 21, 1992 (26)",,"1,72m",right,€3.00m,2019
248,Islambek Kuat,Kairat Almaty,Defensive Midfield,-,"Jan 12, 1993 (25)",,"1,79m",right,€1.80m,2019
249,Aybol Abiken,Kairat Almaty,Defensive Midfield,8,"Jun 1, 1996 (22)",,"1,79m",right,€350k,2019
250,Georgiy Zhukov,Kairat Almaty,Central Midfield,-,"Nov 19, 1994 (24)",,"1,72m",right,€900k,2019
251,Nebojsa Kosovic,Kairat Almaty,Central Midfield,22,"Feb 24, 1995 (23)",,"1,77m",right,€750k,2019
252,Ramazan Orazov,Kairat Almaty,Central Midfield,-,"Jan 30, 1998 (20)",,"1,76m",right,€125k,2019
253,Andrey Ulshin,Kairat Almaty,Central Midfield,-,"Apr 18, 2000 (18)",,"1,84m",left,€50k,2019
254,Alibi Tuzakbaev,Kairat Almaty,Central Midfield,28,"Dec 8, 1999 (19)",,"1,80m",right,€50k,2019
255,Adam Adakhadzhiev,Kairat Almaty,Central Midfield,14,"Nov 23, 1998 (20)",,"1,76m",right,€25k,2019
256,Arsen Buranchiev,Kairat Almaty,Central Midfield,-,"Sep 12, 2001 (17)",,"1,82m",left,-,2019
257,Bauyrzhan Islamkhan,Kairat Almaty,Attacking Midfield,-,"Feb 23, 1993 (25)",,"1,74m",right,€2.30m,2019
258,Vyacheslav Shvyrev,Kairat Almaty,Attacking Midfield,23,"Jan 7, 2001 (17)",,"1,76m",right,€300k,2019
259,Daniyar Usenov,Kairat Almaty,Attacking Midfield,29,"Feb 18, 2001 (17)",,"1,81m",left,-,2019
260,Kirill Kolesnichenko,Kairat Almaty,Left Winger,25,"Jan 31, 2000 (18)",,"1,85m",left,€250k,2019
261,Galymzhan Kenzhebek,Kairat Almaty,Left Winger,-,"Feb 12, 2003 (15)",,"1,77m",right,-,2019
262,Gulzhigit Alykulov,Kairat Almaty,Left Winger,27,"Nov 25, 2000 (18)",,"1,69m",right,-,2019
263,Erkebulan Tungyshbaev,Kairat Almaty,Right Winger,21,"Jan 14, 1995 (23)",,"1,82m",right,€1.30m,2019
264,Erkebulan Seydakhmet,Kairat Almaty,Right Winger,10,"Feb 4, 2000 (18)",,"1,78m",right,€300k,2019
265,Konrad Wrzesinski,Kairat Almaty,Right Winger,18,"Sep 10, 1993 (25)",,"1,77m",right,€150k,2019
266,Aderinsola Habib Eseola,Kairat Almaty,Centre-Forward,11,"Jun 28, 1991 (27)",,"1,88m",right,€1.70m,2019
267,Vágner Love,Kairat Almaty,Centre-Forward,9,"Jun 11, 1984 (34)",,"1,72m",right,€1.50m,2019
268,Márton Eppel,Kairat Almaty,Centre-Forward,-,"Oct 26, 1991 (27)",,"1,90m",right,€700k,2019
269,Abat Aymbetov,Kairat Almaty,Centre-Forward,7,"Aug 7, 1995 (23)",,"1,84m",right,€250k,2019
270,Artur Shushenachev,Kairat Almaty,Centre-Forward,19,"Apr 7, 1998 (20)",,"1,90m",right,€50k,2019
271,Aybar Abdulla,Kairat Almaty,Centre-Forward,-,"Jan 22, 2002 (16)",,"1,76m",left,-,2019
272,Dmitriy Nepogodov,Ordabasy Shymkent,Goalkeeper,-,"Feb 17, 1988 (30)",,"1,96m",left,€1.00m,2019
273,Vladimir Plotnikov,Ordabasy Shymkent,Goalkeeper,86,"Apr 3, 1986 (32)",,"1,91m",right,€300k,2019
274,Igor Trofimets,Ordabasy Shymkent,Goalkeeper,42,"Aug 20, 1996 (22)",,"1,94m",right,€250k,2019
275,Bekkhan Shayzada,Ordabasy Shymkent,Goalkeeper,1,"Feb 28, 1998 (20)",,"1,88m",right,€100k,2019
276,Sergey Maliy,Ordabasy Shymkent,Centre-Back,-,"Jun 5, 1990 (28)",,"1,91m",right,€1.00m,2019
277,Viktor Dmitrenko,Ordabasy Shymkent,Centre-Back,4,"Apr 4, 1991 (27)",,"1,90m",right,€1.00m,2019
278,Pablo Fontanello,Ordabasy Shymkent,Centre-Back,29,"Sep 26, 1984 (34)",,"1,93m",both,€900k,2019
279,Aleksandr Kleshchenko,Ordabasy Shymkent,Centre-Back,24,"Nov 2, 1995 (23)",,"1,87m",left,€700k,2019
280,Temirlan Erlanov,Ordabasy Shymkent,Centre-Back,-,"Jul 9, 1993 (25)",,"1,90m",right,€600k,2019
281,Damir Dautov,Ordabasy Shymkent,Centre-Back,5,"Mar 3, 1990 (28)",,"1,87m",right,€300k,2019
282,Ular Zhaksybaev,Ordabasy Shymkent,Centre-Back,6,"Oct 20, 1994 (24)",,"1,80m",right,€250k,2019
283,Andrey Shabaev,Ordabasy Shymkent,Centre-Back,72,"Feb 15, 1987 (31)",,"1,79m",right,€200k,2019
284,Timur Dosmagambetov,Ordabasy Shymkent,Left-Back,27,"May 1, 1989 (29)",,"1,72m",left,€650k,2019
285,Aleksandar Simčević,Ordabasy Shymkent,Right-Back,87,"Feb 15, 1987 (31)",,"1,88m",both,€700k,2019
286,Marat Bystrov,Ordabasy Shymkent,Right-Back,-,"Jun 19, 1992 (26)",,"1,81m",right,€600k,2019
287,Samat Shamshi,Ordabasy Shymkent,Right-Back,14,"Feb 5, 1996 (22)",,"1,78m",right,€200k,2019
288,Talgat Adyrbekov,Ordabasy Shymkent,Right-Back,77,"Jan 26, 1989 (29)",,"1,78m",right,€100k,2019
289,Asludin Khadzhiev,Ordabasy Shymkent,Right-Back,28,"Oct 24, 2000 (18)",,"1,66m",right,-,2019
290,Abdoulaye Diakhate,Ordabasy Shymkent,Defensive Midfield,22,"Jan 16, 1988 (30)",,"1,81m",right,€1.20m,2019
291,Valeriy Korobkin,Ordabasy Shymkent,Defensive Midfield,-,"Jul 2, 1984 (34)",,"1,85m",right,€150k,2019
292,May Mahlangu,Ordabasy Shymkent,Central Midfield,7,"May 1, 1989 (29)",,"1,73m",both,€1.00m,2019
293,Kyrylo Kovalchuk,Ordabasy Shymkent,Central Midfield,-,"Jun 11, 1986 (32)",,"1,84m",right,€400k,2019
294,Mirzad Mehanovic,Ordabasy Shymkent,Attacking Midfield,10,"Jan 5, 1993 (25)",,"1,75m",left,€350k,2019
295,Erik Zharylkasyn,Ordabasy Shymkent,Attacking Midfield,-,"Aug 23, 2001 (17)",,"1,62m",,-,2019
296,Rúben Brígido,Ordabasy Shymkent,Left Winger,11,"Jun 23, 1991 (27)",,"1,72m",both,€400k,2019
297,Maksim Vaganov,Ordabasy Shymkent,Left Winger,13,"Aug 8, 2000 (18)",,"1,83m",,€50k,2019
298,Elkhan Astanov,Ordabasy Shymkent,Left Winger,33,"May 21, 2000 (18)",,"1,86m",right,-,2019
299,Ziguy Badibanga,Ordabasy Shymkent,Right Winger,39,"Nov 26, 1991 (27)",,"1,72m",right,€1.50m,2019
300,Mardan Tolebek,Ordabasy Shymkent,Right Winger,17,"Dec 18, 1990 (28)",,"1,74m",left,€800k,2019
301,Aleksey Shchetkin,Ordabasy Shymkent,Centre-Forward,-,"May 21, 1991 (27)",,"1,93m",right,€2.00m,2019
302,João Paulo,Ordabasy Shymkent,Centre-Forward,37,"Jun 2, 1988 (30)",,"1,67m",right,€1.30m,2019
303,Toktar Zhangylyshbay,Ordabasy Shymkent,Centre-Forward,20,"May 25, 1993 (25)",,"1,89m",right,€300k,2019
304,Sergey Khizhnichenko,Ordabasy Shymkent,Centre-Forward,91,"Jul 17, 1991 (27)",,"1,87m",right,€300k,2019
305,Madizhan Aytbaev,Ordabasy Shymkent,Centre-Forward,88,"Feb 18, 1997 (21)",,"1,84m",,-,2019
306,Bagdat Zhienbay,Ordabasy Shymkent,Centre-Forward,-,"Oct 26, 2000 (18)",,"1,75m",right,-,2019
307,David Yurchenko,Shakhter Karaganda,Goalkeeper,1,"Mar 27, 1986 (32)",,"1,87m",right,€1.50m,2019
308,Timurbek Zakirov,Shakhter Karaganda,Goalkeeper,78,"Mar 1, 1996 (22)",,"1,89m",right,€200k,2019
309,Egor Tsuprikov,Shakhter Karaganda,Goalkeeper,40,"May 27, 1997 (21)",,"1,90m",right,€50k,2019
310,Abdel Lamanje,Shakhter Karaganda,Centre-Back,33,"Jul 27, 1990 (28)",,"1,85m",left,€500k,2019
311,Yevgeniy Tkachuk,Shakhter Karaganda,Centre-Back,3,"Jun 27, 1991 (27)",,"1,92m",right,€400k,2019
312,Andrey Buyvolov,Shakhter Karaganda,Centre-Back,25,"Jan 12, 1987 (31)",,"1,86m",right,€350k,2019
313,Aleksandr Kislitsyn,Shakhter Karaganda,Centre-Back,-,"Mar 8, 1986 (32)",,"1,89m",right,€300k,2019
314,Aliyu Abubakar,Shakhter Karaganda,Centre-Back,-,"Jun 15, 1996 (22)",,"1,88m",right,€200k,2019
315,Gideon Baah,Shakhter Karaganda,Centre-Back,4,"Oct 1, 1991 (27)",,"1,85m",left,€200k,2019
316,Tair Nurseitov,Shakhter Karaganda,Centre-Back,-,"Jul 11, 2000 (18)",,"1,98m",both,€50k,2019
317,Soslan Takulov,Shakhter Karaganda,Left-Back,5,"Apr 28, 1995 (23)",,"1,78m",left,€150k,2019
318,Dmitriy Yatchenko,Shakhter Karaganda,Right-Back,2,"Aug 25, 1986 (32)",,"1,72m",right,€800k,2019
319,Gevorg Nadzharyan,Shakhter Karaganda,Right-Back,77,"Jan 6, 1998 (20)",,"1,75m",right,€500k,2019
320,Erkin Tapalov,Shakhter Karaganda,Right-Back,26,"Sep 3, 1993 (25)",,"1,79m",right,€400k,2019
321,Ruslan Alimbaev,Shakhter Karaganda,Right-Back,-,"Mar 2, 1997 (21)",,"1,82m",right,€200k,2019
322,Adi Adambaev,Shakhter Karaganda,Right-Back,-,"Apr 4, 2001 (17)",,"1,85m",right,-,2019
323,Bogdan Savkiv,Shakhter Karaganda,Right-Back,-,"Aug 28, 2001 (17)",,"1,78m",right,-,2019
324,Egor Alishauskas,Shakhter Karaganda,Right-Back,57,"Dec 18, 1997 (21)",,"1,77m",right,-,2019
325,Mikhail Bakaev,Shakhter Karaganda,Defensive Midfield,87,"Aug 5, 1987 (31)",,"1,75m",right,€300k,2019
326,Ruslan Tutkyshev,Shakhter Karaganda,Defensive Midfield,-,"Feb 18, 1999 (19)",,"1,80m",right,-,2019
327,Usman Mohammed,Shakhter Karaganda,Central Midfield,8,"Mar 2, 1994 (24)",,"1,83m",right,€100k,2019
328,Aydos Oral,Shakhter Karaganda,Central Midfield,-,"Apr 5, 1999 (19)",,"1,74m",right,€50k,2019
329,Erkebulan Nurgaliev,Shakhter Karaganda,Attacking Midfield,-,"Sep 12, 1993 (25)",,"1,70m",right,€325k,2019
330,Jérémy Manzorro,Shakhter Karaganda,Attacking Midfield,-,"Nov 11, 1991 (27)",,"1,73m",right,€250k,2019
331,Ruslan Mingazov,Shakhter Karaganda,Left Winger,20,"Nov 23, 1991 (27)",,"1,73m",both,€550k,2019
332,Aslanbek Kakimov,Shakhter Karaganda,Left Winger,17,"Oct 2, 1993 (25)",,"1,77m",right,€250k,2019
333,Zhan-Ali Payruz,Shakhter Karaganda,Left Winger,77,"Aug 12, 1999 (19)",,"1,85m",right,€50k,2019
334,Matvey Gerasimov,Shakhter Karaganda,Left Winger,19,"Feb 4, 2001 (17)",,"1,91m",both,-,2019
335,Arsen Khubulov,Shakhter Karaganda,Right Winger,88,"Dec 13, 1990 (28)",,"1,81m",right,€750k,2019
336,Sergei Zenjov,Shakhter Karaganda,Right Winger,11,"Apr 20, 1989 (29)",,"1,83m",right,€600k,2019
337,Pavel Kriventsev,Shakhter Karaganda,Right Winger,47,"Jan 16, 1996 (22)",,"1,79m",both,-,2019
338,Bauyrzhan Turysbek,Shakhter Karaganda,Centre-Forward,-,"Oct 15, 1991 (27)",,"1,81m",right,€900k,2019
339,Aydos Tattybaev,Shakhter Karaganda,Centre-Forward,10,"Apr 26, 1990 (28)",,"1,86m",right,€200k,2019
340,Cedric Kouadio,Shakhter Karaganda,Centre-Forward,12,"Jul 25, 1997 (21)",,"1,75m",right,€200k,2019
341,Ivan Sviridov,Shakhter Karaganda,Centre-Forward,-,"Jun 28, 2002 (16)",,"1,84m",both,€25k,2019
342,Ruslan Abzhanov,Okzhetpes Kokshetau,Goalkeeper,31,"Apr 28, 1990 (28)",,"1,87m",right,€200k,2019
343,Yaroslav Baginskiy,Okzhetpes Kokshetau,Goalkeeper,35,"Oct 3, 1987 (31)",,"1,85m",right,€200k,2019
344,Aleksandr Sheplyakov,Okzhetpes Kokshetau,Goalkeeper,13,"Aug 13, 1996 (22)",,"2,01m",right,€150k,2019
345,Aleksey Gavrilovich,Okzhetpes Kokshetau,Centre-Back,4,"Jan 5, 1990 (28)",,"1,84m",right,€500k,2019
346,Plamen Dimov,Okzhetpes Kokshetau,Centre-Back,21,"Oct 29, 1990 (28)",,"1,87m",right,€300k,2019
347,Taras Bondarenko,Okzhetpes Kokshetau,Centre-Back,14,"Sep 23, 1992 (26)",,"1,87m",right,€250k,2019
348,Daniil Chertov,Okzhetpes Kokshetau,Centre-Back,5,"Nov 15, 1990 (28)",,"1,86m",right,€225k,2019
349,Andriy Mishchenko,Okzhetpes Kokshetau,Centre-Back,-,"Apr 7, 1991 (27)",,"1,93m",right,€200k,2019
350,Aliyu Abubakar,Okzhetpes Kokshetau,Centre-Back,7,"Jun 15, 1996 (22)",,"1,88m",right,€200k,2019
351,Talgat Kusyapov,Okzhetpes Kokshetau,Centre-Back,3,"Feb 14, 1999 (19)",,"1,86m",left,€125k,2019
352,Niyaz Idrisov,Okzhetpes Kokshetau,Centre-Back,15,"Jul 21, 1999 (19)",,"1,84m",right,€25k,2019
353,Azat Ersalimov,Okzhetpes Kokshetau,Left-Back,19,"Jul 19, 1988 (30)",,"1,67m",both,€400k,2019
354,Grigoriy Sartakov,Okzhetpes Kokshetau,Left-Back,94,"Aug 19, 1994 (24)",,"1,85m",left,€350k,2019
355,Dmitriy Schmidt,Okzhetpes Kokshetau,Right-Back,22,"Nov 17, 1993 (25)",,"1,75m",right,€500k,2019
356,Timur Zhakupov,Okzhetpes Kokshetau,Right-Back,18,"Sep 6, 1995 (23)",,"1,77m",right,€200k,2019
357,Gian Martins,Okzhetpes Kokshetau,Defensive Midfield,88,"Apr 2, 1993 (25)",,"1,84m",left,€300k,2019
358,Altynbek Saparov,Okzhetpes Kokshetau,Defensive Midfield,10,"Apr 26, 1995 (23)",,"1,74m",right,€250k,2019
359,Miras Tuliev,Okzhetpes Kokshetau,Defensive Midfield,6,"Aug 30, 1994 (24)",,"1,78m",right,€200k,2019
360,Artjom Dmitrijev,Okzhetpes Kokshetau,Defensive Midfield,8,"Nov 14, 1988 (30)",,"1,88m",right,€200k,2019
361,Ulanbek Kuanyshbekov,Okzhetpes Kokshetau,Defensive Midfield,27,"Jul 16, 1998 (20)",,"1,75m",,-,2019
362,Evgeniy Ashikhmin,Okzhetpes Kokshetau,Central Midfield,23,"Dec 2, 1998 (20)",,"1,76m",right,-,2019
363,Ilya Kalinin,Okzhetpes Kokshetau,Right Midfield,77,"Feb 3, 1992 (26)",,"1,79m",right,€450k,2019
364,Milan Stojanovic,Okzhetpes Kokshetau,Attacking Midfield,24,"May 10, 1988 (30)",,"1,84m",left,€500k,2019
365,Vsevolod Nihaev,Okzhetpes Kokshetau,Attacking Midfield,99,"May 4, 1999 (19)",,"1,82m",left,-,2019
366,Arman Tolegenov,Okzhetpes Kokshetau,Left Winger,72,"Apr 18, 2000 (18)",,"1,75m",,-,2019
367,Darko Zoric,Okzhetpes Kokshetau,Right Winger,28,"Sep 12, 1993 (25)",,"1,89m",left,€450k,2019
368,Magomed-Emi Dzhabrailov,Okzhetpes Kokshetau,Right Winger,11,"Mar 24, 1993 (25)",,"1,77m",right,€100k,2019
369,Marko Obradovic,Okzhetpes Kokshetau,Centre-Forward,91,"Jun 30, 1991 (27)",,"1,87m",right,€500k,2019
370,Zhasulan Moldakaraev,Okzhetpes Kokshetau,Centre-Forward,17,"May 7, 1987 (31)",,"1,80m",right,€300k,2019
371,Sanat Zhumakhanov,Okzhetpes Kokshetau,Centre-Forward,30,"Jan 30, 1988 (30)",,"1,85m",right,€300k,2019
372,Islamnur Abdulavov,Okzhetpes Kokshetau,Centre-Forward,9,"Mar 7, 1994 (24)",,"1,87m",right,€250k,2019
373,Andrey Shabanov,Zhetysu Taldykorgan,Goalkeeper,1,"Nov 17, 1986 (32)",,"1,84m",right,€250k,2019
374,Almat Bekbaev,Zhetysu Taldykorgan,Goalkeeper,70,"Jul 14, 1984 (34)",,"1,94m",right,€150k,2019
375,Dmitri Kolbuntsov,Zhetysu Taldykorgan,Goalkeeper,-,"May 25, 1996 (22)",,"1,83m",right,€75k,2019
376,Valeriy Kaznacheev,Zhetysu Taldykorgan,Goalkeeper,36,"Feb 24, 2000 (18)",,"1,90m",,-,2019
377,Nikita Naumov,Zhetysu Taldykorgan,Centre-Back,23,"Nov 15, 1989 (29)",,"1,94m",right,€400k,2019
378,Andrey Lebedev,Zhetysu Taldykorgan,Centre-Back,3,"Feb 1, 1991 (27)",,"1,87m",right,€300k,2019
379,Olzhas Kerimzhanov,Zhetysu Taldykorgan,Centre-Back,26,"May 16, 1989 (29)",,"1,89m",right,€200k,2019
380,Miram Sapanov,Zhetysu Taldykorgan,Centre-Back,30,"Mar 12, 1986 (32)",,"1,83m",right,€200k,2019
381,Rauan Orynbasar,Zhetysu Taldykorgan,Centre-Back,-,"Mar 1, 1998 (20)",,"1,84m",right,€50k,2019
382,Maksim Chalkin,Zhetysu Taldykorgan,Centre-Back,-,"Mar 9, 1996 (22)",,"1,85m",right,€25k,2019
383,Stefan Zivkovic,Zhetysu Taldykorgan,Left-Back,22,"Jun 1, 1990 (28)",,"1,84m",left,€500k,2019
384,Ermek Kuantaev,Zhetysu Taldykorgan,Right-Back,13,"Oct 13, 1990 (28)",,"1,74m",both,€450k,2019
385,Andrey Zaleskiy,Zhetysu Taldykorgan,Right-Back,31,"Jan 20, 1991 (27)",,"1,80m",right,€200k,2019
386,Eskendir Kybyray,Zhetysu Taldykorgan,Right-Back,46,"Aug 14, 1997 (21)",,"1,83m",right,€25k,2019
387,Kazybek Mukhituly,Zhetysu Taldykorgan,Right-Back,-,"Sep 23, 2002 (16)",,"1,78m",right,-,2019
388,Arturas Zulpa,Zhetysu Taldykorgan,Defensive Midfield,44,"Jun 10, 1990 (28)",,"1,88m",right,€1.00m,2019
389,David Mawutor,Zhetysu Taldykorgan,Defensive Midfield,14,"Apr 12, 1992 (26)",,"1,81m",right,€350k,2019
390,Almir Mukhutdinov,Zhetysu Taldykorgan,Defensive Midfield,77,"Jun 9, 1985 (33)",,"1,79m",right,€250k,2019
391,Madi Khaseyn,Zhetysu Taldykorgan,Defensive Midfield,88,"Dec 17, 2000 (18)",,"1,85m",right,-,2019
392,Aslan Darabaev,Zhetysu Taldykorgan,Central Midfield,8,"Jan 21, 1989 (29)",,"1,79m",right,€700k,2019
393,Donjet Shkodra,Zhetysu Taldykorgan,Central Midfield,10,"Apr 30, 1989 (29)",,"1,84m",right,€300k,2019
394,Nenad Adamovic,Zhetysu Taldykorgan,Attacking Midfield,21,"Jan 12, 1989 (29)",,"1,70m",right,€350k,2019
395,Vadim Pobudey,Zhetysu Taldykorgan,Left Winger,11,"Dec 17, 1994 (24)",,"1,81m",right,€100k,2019
396,Erkebulan Seydakhmet,Zhetysu Taldykorgan,Right Winger,7,"Feb 4, 2000 (18)",,"1,78m",right,€300k,2019
397,Pedro Eugénio,Zhetysu Taldykorgan,Right Winger,33,"Jun 26, 1990 (28)",,"1,72m",right,€300k,2019
398,Egor Zubovich,Zhetysu Taldykorgan,Centre-Forward,17,"Jun 1, 1989 (29)",,"1,85m",right,€400k,2019
399,Martin Toshev,Zhetysu Taldykorgan,Centre-Forward,90,"Apr 17, 1990 (28)",,"1,84m",right,€250k,2019
400,Dias Kalybaev,Zhetysu Taldykorgan,Centre-Forward,-,"Aug 25, 1999 (19)",,"1,85m",left,-,2019
401,Aybar Zhaksylykov,Zhetysu Taldykorgan,Centre-Forward,9,"Jul 24, 1997 (21)",,"1,84m",right,-,2019
